id,geom,subway_500,natural_500
15857972,"40.66958,-73.95081",0,0
15858680,"40.77502,-73.95536",0,0
15858847,"40.80783,-73.95419",0,1
15858922,"40.80986,-73.95349",0,0
15859741,"40.66197,-73.94668",0,0
15859962,"40.74411,-73.98011",0,0
15860051,"40.72524,-73.97777",0,3
15860528,"40.71402,-73.90853",0,0
15861331,"40.71368,-73.94236",0,0
15862199,"40.77204,-73.93344",0,3
15865251,"40.77097,-73.94862",0,3
15866121,"40.67638,-73.91578",0,0
15866130,"40.696,-73.91303",2,0
15866496,"40.69702,-73.93269",1,0
15867248,"40.786,-73.94571",0,1
15867800,"40.71805,-73.96416",0,3
15868431,"40.8065,-73.94941",0,0
15868654,"40.8451,-73.94101",1,1
15870454,"40.76313,-73.9943",1,1
15870976,"40.78146,-73.97917",2,2
15872277,"40.73267,-73.98259",0,4
15873841,"40.64759,-73.99812",1,2
15874245,"40.76422,-73.92491",0,0
15874648,"40.82514,-73.95489",0,1
15875061,"40.65739,-73.9806",0,0
15876032,"40.7844,-73.94856",0,1
15881766,"40.67432,-73.95329",1,0
15882274,"40.79369,-73.96539",0,1
15884157,"40.69092,-73.91195",0,0
15884886,"40.68537,-73.95043",1,0
15885355,"40.68241,-73.97957",3,0
15886369,"40.71622,-73.9912",1,2
15887617,"40.66996,-73.8223",0,0
15888227,"40.71497,-73.96145",0,1
15888448,"40.68148,-73.8904",0,1
15888785,"40.69912,-73.93508",1,0
15888899,"40.6825,-73.87165",0,0
15889590,"40.76092,-73.82194",0,0
15890023,"40.74226,-73.98344",0,2
15890547,"40.72311,-73.9411",0,0
15894199,"40.67567,-73.93744",0,0
15895829,"40.73278,-74.00053",1,2
15896468,"40.79084,-73.93962",0,1
15896529,"40.71542,-73.99045",1,1
15899421,"40.77409,-73.98031",1,3
15899432,"40.69527,-73.9365",1,1
15902775,"40.73726,-73.97932",0,4
15903188,"40.76785,-73.91596",0,0
15910575,"40.74771,-73.98873",2,1
15910664,"40.81676,-73.96069",0,1
15911064,"40.69411,-73.94086",1,0
15911137,"40.80811,-73.94486",1,0
15911434,"40.73845,-74.00551",1,3
15912452,"40.86859,-73.91948",0,1
15913986,"40.81462,-73.95248",0,0
15915152,"40.74494,-73.97554",0,1
15916709,"40.87529,-73.8762",0,0
15917098,"40.64569,-73.95938",3,0
15917278,"40.68084,-73.92038",0,0
15917981,"40.76126,-73.98636",1,3
15918889,"40.70781,-73.95324",1,0
15926847,"40.68386,-73.96813",0,2
15926876,"40.88546,-73.90526",0,0
15927071,"40.74318,-74.00137",0,2
15927523,"40.71463,-73.96474",0,2
15927695,"40.69533,-73.95439",0,0
15928001,"40.77754,-73.95641",0,2
15928351,"40.70852,-73.94849",1,0
15928635,"40.69906,-73.92431",2,0
15928774,"40.74612,-73.87364",0,0
15928835,"40.80703,-73.95354",0,1
15928889,"40.69283,-73.92702",0,1
15929281,"40.72468,-73.9783",0,3
15929625,"40.73338,-73.98535",0,2
15930495,"40.72692,-73.98781",0,2
15930602,"40.82305,-73.95033",0,1
15930864,"40.87136,-73.91723",0,1
15931762,"40.69543,-73.94448",0,0
15936167,"40.70884,-73.94354",0,0
15936959,"40.67574,-73.97773",0,0
15937164,"40.74022,-74.00094",0,2
15937310,"40.66675,-73.81071",0,8
15938836,"40.72136,-73.81717",0,0
15939056,"40.72077,-73.81485",0,0
15939098,"40.77221,-73.94819",0,3
15940176,"40.71329,-73.96322",0,2
15940328,"40.77145,-73.93008",0,2
15941474,"40.70857,-73.8075",0,0
15942403,"40.62846,-73.93355",0,0
15943090,"40.68969,-73.95402",0,0
15943475,"40.7768,-73.98217",2,3
15943497,"40.68875,-73.95401",0,0
15944313,"40.63992,-73.96074",2,0
15948069,"40.79835,-73.9616",0,1
15949915,"40.56233,-74.12673",0,1
15951107,"40.66146,-73.95478",0,0
15952447,"40.67192,-73.97733",0,0
15952702,"40.73316,-74.00476",2,2
15952950,"40.69505,-73.90729",0,0
15954073,"40.74114,-73.97657",0,1
15954250,"40.68764,-73.96782",0,0
15955297,"40.69798,-73.99344",0,5
15955577,"40.71612,-73.95085",1,0
15955940,"40.79402,-73.96398",0,1
15955961,"40.72739,-73.98274",0,2
15956155,"40.74381,-73.89726",3,0
15956162,"40.74674,-73.92194",0,1
15956772,"40.69838,-73.91965",1,0
15956780,"40.59744,-73.96964",0,0
15958090,"40.75669,-73.91974",0,0
