id,geom,subway_500,natural_500
29684187,"40.68424,-73.92828",0,0
29684231,"40.69093,-73.92754",0,1
29684573,"40.64843,-73.93549",0,0
29685583,"40.81834,-73.95583",0,1
29686349,"40.69025,-73.93387",0,1
29686468,"40.69251,-73.94549",0,0
29686576,"40.72085,-73.98945",1,2
29686857,"40.70242,-73.90403",2,0
29686875,"40.84726,-73.93866",0,0
29687049,"40.6952,-73.91535",2,0
29687597,"40.72535,-73.98794",0,3
29687924,"40.69237,-73.94314",0,0
29688392,"40.72915,-73.79448",0,0
29688903,"40.80434,-73.9649",0,4
29689103,"40.76118,-73.96036",0,1
29689253,"40.71605,-73.85854",0,0
29690801,"40.61979,-73.98886",3,0
29697411,"40.75166,-73.88088",0,0
29698179,"40.67918,-73.97408",1,2
29699681,"40.71093,-73.96407",0,2
29700382,"40.76629,-73.98816",1,2
29701014,"40.62692,-74.1299",0,0
29701500,"40.73798,-73.99253",0,1
29701773,"40.76072,-73.98993",1,1
29701791,"40.80254,-73.96723",0,2
29702007,"40.67414,-73.99961",0,1
29702562,"40.77081,-73.94944",0,2
29703038,"40.69509,-73.96462",0,0
29703465,"40.80602,-73.95627",0,2
29704561,"40.721,-73.99218",1,2
29704596,"40.72036,-73.98883",1,2
29704955,"40.6956,-73.93739",1,1
29705049,"40.68615,-73.9356",0,0
29705115,"40.72795,-73.95481",0,1
29705207,"40.68405,-73.93401",0,0
29705876,"40.7478,-73.94113",1,0
29706277,"40.71639,-73.85799",0,0
29706358,"40.73492,-73.99604",1,1
29706750,"40.71024,-73.95834",0,0
29707094,"40.77221,-73.9875",1,4
29707860,"40.67948,-73.89313",0,0
29708352,"40.64376,-73.90833",0,0
29708729,"40.72316,-73.98703",1,4
29710266,"40.74355,-73.97936",0,0
29710463,"40.66249,-73.95075",0,0
29711508,"40.75967,-73.88335",0,0
29711772,"40.7041,-74.0155",4,21
29712188,"40.885,-73.83518",1,0
29712306,"40.73881,-74.00398",0,3
29712675,"40.68775,-73.92581",0,0
29722452,"40.83039,-73.94721",0,1
29722985,"40.67098,-73.79657",0,0
29724480,"40.6728,-73.79495",0,0
29727132,"40.63919,-73.95219",0,0
29729573,"40.68269,-73.94712",0,0
29729728,"40.72034,-73.95626",0,1
29730504,"40.69293,-73.90537",1,0
29730616,"40.81177,-73.92726",0,1
29731583,"40.68333,-73.99831",0,0
29731625,"40.67452,-73.95906",1,0
29733220,"40.77828,-73.95492",0,1
29733748,"40.7637,-73.97422",0,9
29734326,"40.75169,-74.00382",1,4
29734635,"40.71067,-73.96629",0,2
29734919,"40.76725,-73.95971",0,1
29736250,"40.70898,-73.96596",0,1
29736711,"40.67352,-73.77957",0,1
29737168,"40.67385,-73.77874",0,1
29737954,"40.76579,-73.98557",1,4
29738053,"40.67233,-73.77751",0,0
29738205,"40.68634,-73.95499",0,0
29738207,"40.6847,-73.95532",1,0
29738439,"40.67205,-73.77721",0,0
29738563,"40.70717,-73.92126",0,0
29738760,"40.82188,-73.95391",0,1
29740134,"40.85155,-73.92967",0,1
29740171,"40.69405,-73.94411",0,0
29740703,"40.74813,-73.93852",1,0
