id,geom,subway_500,natural_500
19095902,"40.63077,-73.90395",0,1
19096160,"40.64844,-73.96214",3,0
19097111,"40.68154,-73.9534",1,0
19098169,"40.73627,-73.98952",0,2
19098568,"40.64549,-73.97883",0,1
19098733,"40.74619,-74.00559",0,1
19099408,"40.73145,-73.95135",0,1
19099537,"40.6785,-73.91803",0,0
19099600,"40.67192,-73.93414",0,0
19100892,"40.71045,-73.95784",0,0
19100971,"40.84917,-73.94048",1,1
19102027,"40.71913,-73.95774",0,2
19102698,"40.76169,-73.90819",0,0
19102715,"40.73167,-73.95254",0,1
19103027,"40.76193,-73.9074",0,0
19103622,"40.71911,-73.95805",0,2
19111261,"40.8229,-73.90295",0,0
19111734,"40.79185,-73.94139",0,1
19113032,"40.70179,-73.92379",2,0
19114014,"40.73444,-73.99967",1,4
19114277,"40.75775,-73.96132",0,2
19114447,"40.67615,-73.92935",0,0
19114715,"40.7683,-73.9331",0,2
19115443,"40.75905,-73.96142",0,1
19116128,"40.73079,-73.95353",0,0
19116449,"40.70864,-74.01276",6,21
19116844,"40.71909,-73.9865",1,3
19117051,"40.73736,-73.95668",0,2
19117207,"40.77489,-73.95242",0,1
19117322,"40.758,-73.97906",1,15
19117903,"40.73123,-73.99374",1,1
19118405,"40.82499,-73.94488",0,0
19118803,"40.70546,-74.01465",5,21
19118963,"40.76956,-73.95835",0,0
19119686,"40.82964,-73.92882",0,1
19120316,"40.69079,-73.93716",0,1
19120410,"40.80563,-73.96362",0,4
19120657,"40.66255,-73.94517",0,0
19121086,"40.7127,-73.94487",1,0
19121957,"40.7116,-73.94432",1,0
19121995,"40.61462,-73.92108",0,0
19122217,"40.68293,-73.99747",0,0
19122371,"40.73848,-74.00252",1,2
19122452,"40.7316,-74.00262",2,2
19122483,"40.79343,-73.97274",1,1
19122672,"40.74546,-73.88898",4,0
19122738,"40.74216,-73.99887",0,2
19123146,"40.71773,-74.00601",1,4
19123481,"40.68015,-73.94949",0,0
19123591,"40.7069,-73.95498",0,0
19126369,"40.72929,-73.95067",0,0
19132312,"40.72582,-73.9886",0,1
19133220,"40.78084,-73.94735",0,2
19134112,"40.71769,-73.99854",0,3
19134150,"40.71876,-73.96253",0,3
19134330,"40.76984,-73.98225",1,4
19134814,"40.71947,-73.96112",0,2
19134850,"40.75464,-73.91755",0,0
19135548,"40.7203,-73.95729",0,2
19135811,"40.65413,-73.96024",3,1
19136267,"40.71734,-73.99071",1,3
19136705,"40.82469,-73.95032",0,1
19136921,"40.81644,-73.94127",0,0
19138138,"40.82566,-73.94438",0,0
19138212,"40.72486,-74.00318",0,0
19138221,"40.7462,-74.00222",0,0
19139234,"40.82216,-73.9446",0,0
19139564,"40.67761,-73.97767",0,0
19140331,"40.58845,-73.79514",0,1
19141112,"40.70375,-73.90342",2,0
19141351,"40.59326,-73.76037",0,1
19141391,"40.71925,-73.98955",1,3
19141428,"40.69142,-73.82039",0,0
19141662,"40.7033,-73.90812",3,0
19141812,"40.67914,-73.88982",0,0
19141833,"40.68876,-73.97746",3,0
19142223,"40.73355,-73.989",0,2
19142325,"40.79351,-73.9698",1,0
19143826,"40.72675,-73.9554",0,1
19153081,"40.76486,-73.97822",1,10
19153259,"40.68099,-73.92145",0,0
19153982,"40.73643,-73.98724",0,2
19154108,"40.76952,-73.98957",0,3
19154266,"40.68942,-73.98739",0,1
19154276,"40.72507,-73.97667",0,3
19154733,"40.71356,-73.94372",1,0
19155616,"40.75243,-73.89553",0,0
19155632,"40.65013,-73.97863",0,1
19156426,"40.68696,-73.87564",0,0
19157123,"40.76347,-73.978",1,10
19157481,"40.70507,-73.90195",2,0
19158672,"40.7694,-73.98736",1,2
19160371,"40.63056,-74.02037",0,0
19160504,"40.70533,-73.92778",1,1
19160912,"40.84437,-73.94328",1,1
19161316,"40.71418,-73.96404",0,2
19161510,"40.68468,-73.92408",0,0
19161785,"40.81937,-73.95763",0,1
19161964,"40.8107,-73.95842",0,1
19162127,"40.70476,-73.92309",0,0
19162180,"40.63262,-73.95768",1,0
19162211,"40.69518,-73.92856",1,1
19162441,"40.72661,-73.95178",0,0
19162648,"40.6646,-73.98184",0,0
19162994,"40.74814,-73.98956",2,1
19163061,"40.71299,-74.00972",5,5
19163361,"40.82664,-73.94814",0,1
19163623,"40.7699,-73.95692",0,1
19163801,"40.82321,-73.95662",0,1
19163888,"40.77541,-73.95083",0,1
19164049,"40.78827,-73.94629",0,1
19164752,"40.84393,-73.93979",1,0
19167933,"40.74341,-73.90041",0,0
19170051,"40.82794,-73.94194",1,0
19170980,"40.70019,-73.92303",2,0
