id,geom,subway_500,natural_500
10175678,"40.71367,-73.94228",0,0
10176552,"40.76722,-73.92203",0,0
10177726,"40.70512,-73.94347",0,0
10182058,"40.74674,-73.87995",0,0
10184162,"40.71215,-73.95801",0,0
10185955,"40.69112,-73.77761",0,0
10185960,"40.67875,-73.99599",0,1
10186192,"40.77026,-73.87561",0,0
10186787,"40.70352,-73.93798",1,0
10186876,"40.71757,-73.99028",1,3
10187402,"40.7533,-73.97162",2,3
10191601,"40.76951,-73.93077",0,2
10192564,"40.80114,-73.96772",0,2
10192593,"40.74392,-73.95147",1,2
10192898,"40.7344,-74.00262",2,2
10193343,"40.794,-73.94585",0,1
10193392,"40.76882,-73.94315",0,3
10199699,"40.83,-73.94931",0,1
10200715,"40.68007,-73.97317",2,2
10201295,"40.6945,-73.94273",0,0
10202835,"40.69387,-73.92666",1,1
10204682,"40.77791,-73.95362",0,0
10205011,"40.62586,-73.98079",0,0
10205130,"40.80107,-73.93656",1,1
10206990,"40.76544,-73.98651",1,3
10207267,"40.79544,-73.96736",1,1
10207451,"40.63267,-73.96199",1,0
10207629,"40.79534,-73.96583",0,1
10207847,"40.70503,-74.00674",1,4
10208954,"40.72946,-73.8075",0,0
10209278,"40.7631,-73.98753",2,2
10209973,"40.73008,-73.98996",0,1
10210556,"40.74729,-73.99107",2,1
10211452,"40.68851,-73.95151",0,0
10212685,"40.6641,-73.98036",0,0
10212862,"40.69688,-73.93448",1,0
10222008,"40.73133,-73.98747",0,2
10224557,"40.65568,-73.95892",2,1
10224832,"40.7492,-73.78445",0,0
10224998,"40.80033,-73.9528",0,1
10226511,"40.73728,-73.9842",0,3
10228901,"40.71334,-73.98575",1,2
10229075,"40.74443,-73.97949",0,0
10229444,"40.7662,-73.92027",0,0
10230403,"40.65108,-73.73402",0,2
10230429,"40.67035,-73.7541",0,0
10231294,"40.69454,-73.85041",0,0
10231620,"40.76124,-73.98897",1,1
10232344,"40.74666,-73.97847",0,1
10232553,"40.71742,-73.95847",0,2
10233048,"40.76166,-73.99197",1,2
10233196,"40.83473,-73.93858",0,1
10233244,"40.66671,-73.94981",0,0
10233563,"40.75686,-73.96723",2,4
10233905,"40.6729,-73.88919",0,0
10234090,"40.6642,-73.99371",0,0
10234232,"40.69675,-73.92964",2,0
10234437,"40.71523,-73.95503",1,0
10235422,"40.69171,-73.94891",0,0
10241876,"40.70635,-73.95175",0,0
10242095,"40.70154,-73.94759",0,0
10243895,"40.78273,-73.97553",0,2
10244467,"40.63177,-73.96341",1,0
10244876,"40.81052,-73.94008",0,1
10245677,"40.76214,-73.98985",1,1
10246056,"40.7126,-73.94668",1,0
10246479,"40.67146,-73.94377",0,0
10246816,"40.66622,-73.98357",4,0
10247766,"40.72738,-73.95553",0,1
10247799,"40.70727,-73.96057",0,0
10249075,"40.7609,-73.99405",1,1
10249886,"40.76577,-73.9855",1,4
10250433,"40.64543,-73.96456",3,0
10251082,"40.67473,-73.96529",0,1
10251768,"40.79366,-73.94059",0,1
10252499,"40.76646,-73.98704",1,3
10252921,"40.73352,-73.85237",0,0
10253159,"40.61042,-74.12277",0,0
10253315,"40.7388,-73.92327",0,0
10253377,"40.71702,-73.95356",1,0
10257476,"40.76464,-73.99403",0,1
10262473,"40.62296,-74.01483",0,0
10265988,"40.78464,-73.95142",0,0
10267242,"40.6081,-73.97541",1,0
10267693,"40.59607,-73.75911",1,1
10268663,"40.7776,-73.95277",0,0
10268712,"40.71386,-73.94742",1,0
10268868,"40.74701,-73.92314",0,1
10270377,"40.80338,-73.95734",0,2
10270687,"40.75691,-73.92879",0,0
10271071,"40.68203,-73.89374",0,1
10271753,"40.68281,-73.89509",0,1
10272718,"40.78593,-73.94169",0,2
10273251,"40.70161,-73.93131",2,0
10276934,"40.81667,-73.95695",0,1
10277010,"40.68274,-73.96367",0,1
10279086,"40.66404,-73.93334",0,0
10280162,"40.71042,-73.95071",1,0
10280345,"40.64316,-73.96285",2,0
10280355,"40.6627,-73.98353",0,0
10280439,"40.82042,-73.95305",0,1
10280549,"40.64396,-73.96328",2,0
10281054,"40.69288,-73.90831",1,0
10282307,"40.67357,-73.96577",0,2
10283008,"40.67607,-73.95121",0,0
10283574,"40.76322,-73.93334",0,0
10289124,"40.68507,-73.93888",0,0
10291127,"40.75295,-73.98889",3,6
10292758,"40.76195,-73.99224",1,2
10293298,"40.68574,-73.93022",0,0
10297427,"40.78703,-73.95196",0,1
10297582,"40.75619,-73.91881",0,0
10298783,"40.80621,-73.94461",1,0
10301359,"40.71081,-73.94238",0,0
10307009,"40.78162,-73.9475",0,2
10308738,"40.79121,-73.96963",1,1
10310874,"40.69379,-73.94539",0,0
10311049,"40.8471,-73.93803",0,0
10314305,"40.64569,-73.95849",2,0
10314411,"40.74234,-74.00032",0,2
10316551,"40.67843,-73.98393",1,1
10318675,"40.70764,-73.94231",0,0
10319419,"40.72156,-73.97902",0,2
10319699,"40.82317,-73.94507",0,0
10322621,"40.75168,-73.99376",3,0
10329264,"40.69267,-73.99793",0,5
10332161,"40.85598,-73.90052",0,0
10332393,"40.79346,-73.94613",0,2
10334395,"40.68086,-73.92746",0,0
10336440,"40.68545,-73.96048",1,0
10337217,"40.77467,-73.95405",0,0
10338696,"40.84721,-73.83222",0,0
10338839,"40.59606,-73.77882",0,1
10339291,"40.69724,-73.932",2,0
10339835,"40.73555,-73.98994",0,1
10340695,"40.67434,-73.95762",1,0
10340705,"40.81015,-73.94728",0,0
10340745,"40.72551,-73.99075",0,1
10340849,"40.76367,-73.98613",1,4
10340994,"40.62317,-74.02535",0,0
10341003,"40.82377,-73.94565",0,0
10341262,"40.78165,-73.94647",0,2
10342448,"40.75427,-73.9928",3,0
10342806,"40.85143,-73.93089",0,1
10343320,"40.79939,-73.96875",0,2
10343542,"40.6765,-73.94277",0,0
10343638,"40.68676,-73.92192",0,0
10346503,"40.78986,-73.96825",1,1
10350120,"40.80076,-73.96389",0,2
10351249,"40.71288,-73.9974",0,4
10351593,"40.82284,-73.94199",1,0
10352280,"40.76824,-73.95858",0,1
10353094,"40.66932,-73.98321",1,0
10354038,"40.67741,-74.0139",0,4
10355146,"40.67785,-73.95217",2,0
10355806,"40.68746,-73.95936",0,0
10356093,"40.6858,-73.93465",0,0
10357730,"40.77651,-73.91009",0,0
10358093,"40.6695,-73.93298",0,0
10358108,"40.71424,-73.9968",0,2
10359702,"40.76301,-73.91295",0,0
10360144,"40.77673,-73.90993",0,0
10360180,"40.69177,-73.90451",1,0
10361885,"40.67905,-74.00089",0,1
10365373,"40.67433,-73.9575",1,0
10365516,"40.69358,-73.92409",1,0
10365991,"40.74673,-73.97343",0,3
10367220,"40.81388,-73.95229",0,0
10367884,"40.6732,-73.97282",0,1
10368055,"40.67992,-73.9776",2,0
10368714,"40.8379,-73.94095",1,1
10369038,"40.74651,-73.83176",0,3
10369047,"40.74609,-73.83175",0,2
10371643,"40.79988,-73.9612",0,2
10377405,"40.72174,-73.99639",0,1
10377445,"40.74357,-73.98466",1,3
10381948,"40.72508,-73.94488",0,0
10382430,"40.68597,-73.91417",0,0
10383284,"40.6863,-73.91365",0,0
10383291,"40.72211,-73.80908",0,0
10385262,"40.78923,-73.96802",0,1
10386341,"40.69507,-73.94332",0,0
10386831,"40.68444,-73.98847",0,1
10386936,"40.71141,-73.95155",1,0
10387839,"40.71436,-73.95445",1,0
10388512,"40.69317,-73.82527",0,0
10390252,"40.65003,-73.96",2,0
10390256,"40.73144,-73.98355",0,4
10390481,"40.67778,-73.96091",2,0
10390902,"40.70526,-73.91964",0,0
10393619,"40.66386,-73.93876",0,0
10401534,"40.73013,-74.00172",2,2
10403070,"40.69414,-73.94723",0,0
10403199,"40.71863,-73.94528",1,0
10403231,"40.73968,-73.99693",0,1
10403667,"40.74796,-73.97018",1,3
10403922,"40.67991,-73.98368",2,1
10405694,"40.68413,-73.90731",1,0
10405711,"40.71077,-73.96259",0,2
10405891,"40.72025,-73.95195",0,0
