id,geom,subway_500,natural_500
21380282,"40.6812,-73.98186",3,1
21381272,"40.76152,-73.98959",1,1
21381555,"40.67178,-73.92362",0,0
21382292,"40.76119,-73.9873",1,1
21383712,"40.67318,-73.92321",0,0
21383821,"40.68469,-73.94885",0,0
21383903,"40.76048,-73.94068",0,1
21384151,"40.7094,-74.00145",1,2
21384233,"40.68466,-73.92523",0,0
21384296,"40.69216,-73.92933",0,1
21384410,"40.67487,-73.95721",1,0
21384768,"40.75807,-73.90977",0,0
21384941,"40.79027,-73.97241",1,1
21385255,"40.71541,-73.99083",1,1
21385556,"40.65111,-73.73441",0,2
21385915,"40.69943,-73.81444",3,0
21386105,"40.77134,-73.92424",0,0
21386117,"40.81631,-73.94203",0,0
21386179,"40.67947,-73.94649",0,0
21386677,"40.69143,-73.91756",0,0
21390016,"40.63863,-74.01916",0,0
21390251,"40.66933,-73.99158",4,1
21391447,"40.72022,-73.99604",0,3
21392488,"40.71285,-73.87627",0,0
21392504,"40.68562,-73.93836",0,0
21392524,"40.80989,-73.9549",0,1
21393427,"40.77331,-73.95328",0,1
21393826,"40.70579,-73.94277",0,0
21394087,"40.81807,-73.95487",0,1
21394300,"40.71923,-73.95515",0,0
21394554,"40.74599,-73.89507",4,0
21394596,"40.84412,-73.93968",1,0
21394750,"40.8568,-73.9149",0,1
21395349,"40.72025,-73.97833",0,2
21395676,"40.71966,-73.99591",0,3
21395840,"40.78098,-73.9467",0,2
21397049,"40.82794,-73.94163",1,0
21397638,"40.71954,-73.98914",1,2
21398486,"40.67587,-73.9793",0,0
21398613,"40.76877,-73.98371",1,3
21399110,"40.68899,-73.94673",0,0
21399123,"40.77455,-73.98882",0,3
21399131,"40.74726,-73.94304",1,1
21399518,"40.71318,-73.96038",0,0
21399885,"40.68742,-73.91628",0,0
21399985,"40.80999,-73.95484",0,1
21404524,"40.70808,-73.9205",0,0
21405904,"40.81728,-73.86343",0,1
21406187,"40.80839,-73.95269",0,0
21406504,"40.78996,-73.94873",0,3
21406998,"40.87847,-73.90268",0,1
21407514,"40.7266,-73.984",0,2
21408195,"40.81956,-73.95277",0,1
21408811,"40.70839,-73.89516",1,0
21410257,"40.72617,-73.99218",0,0
21410971,"40.65851,-73.96151",2,3
21411274,"40.77719,-73.9511",0,0
21411685,"40.71023,-73.95827",0,0
21412438,"40.7434,-73.8839",0,0
21413190,"40.77158,-73.98976",0,4
21413839,"40.74785,-73.99664",1,0
21413889,"40.80889,-73.92028",0,0
21414167,"40.7447,-73.98255",1,2
21414821,"40.75949,-73.9908",1,1
21416357,"40.68826,-73.90933",1,0
21416483,"40.68551,-73.9216",0,0
21420445,"40.74679,-73.94547",1,1
21421438,"40.76131,-73.99362",1,2
21421657,"40.72436,-73.984",0,3
21422090,"40.75239,-73.89021",0,0
21422357,"40.67257,-73.95958",1,1
21422721,"40.76818,-73.92613",0,0
21423426,"40.72171,-73.98307",1,1
21426105,"40.78671,-73.94153",0,2
21426185,"40.72269,-73.99102",1,2
21426368,"40.67366,-73.96032",1,1
21426648,"40.72469,-73.99111",0,2
21427176,"40.76893,-73.99654",0,1
21427369,"40.68839,-73.96018",0,0
21428231,"40.74314,-73.99898",0,2
21428625,"40.68602,-73.94368",0,0
21428791,"40.72251,-73.98129",1,2
21429062,"40.69119,-73.94225",0,0
21431963,"40.78428,-73.97665",0,0
21432084,"40.75873,-73.99041",1,1
21433001,"40.64016,-73.96784",2,0
21434285,"40.75092,-73.98409",5,16
21434692,"40.82794,-73.95118",0,1
21434826,"40.76955,-73.95988",0,0
21435076,"40.74866,-73.97755",2,10
21435622,"40.81032,-73.94331",0,0
21435800,"40.68623,-73.93807",0,0
21435960,"40.69284,-73.94418",0,0
21436653,"40.81222,-73.94667",0,0
21436689,"40.67186,-73.92244",0,0
21437509,"40.71226,-73.93949",0,0
21437933,"40.70327,-73.92024",1,0
21439155,"40.85083,-73.93623",1,1
21440192,"40.68578,-73.94242",0,0
21440393,"40.67506,-73.94828",0,0
21440587,"40.76673,-73.98324",1,5
21440605,"40.76457,-73.99082",0,2
21440734,"40.68558,-73.94231",0,0
21440922,"40.70766,-73.92039",0,0
21441613,"40.77183,-73.95534",0,1
21444065,"40.8107,-73.94731",0,0
21444621,"40.72031,-73.95615",0,1
21444943,"40.65114,-73.96246",3,1
21446560,"40.77904,-73.95205",0,0
21446922,"40.71171,-73.95896",0,0
21447197,"40.77296,-73.95594",0,0
21448949,"40.66719,-73.93913",0,0
21449107,"40.64766,-73.95888",3,0
21449446,"40.82167,-73.95006",0,0
21450176,"40.75089,-73.9706",2,3
21450408,"40.68444,-73.93804",0,0
21450636,"40.79104,-73.94144",0,1
21450672,"40.76555,-73.87232",0,0
21450693,"40.83433,-73.94304",0,1
21451138,"40.69938,-73.81304",5,0
21452348,"40.74184,-73.99877",0,2
21452670,"40.83089,-73.94541",0,1
21455957,"40.6918,-73.95884",0,0
21457703,"40.80111,-73.95221",0,1
21457933,"40.72168,-73.94336",0,0
21457989,"40.68499,-73.9616",1,0
21458689,"40.71195,-73.74172",0,0
21458865,"40.67634,-74.00293",0,1
21458972,"40.68589,-73.95516",0,0
21460249,"40.82523,-73.95357",0,1
21460319,"40.71072,-73.96498",0,2
21460444,"40.79109,-73.94915",0,4
21460970,"40.67585,-73.99653",0,1
21461540,"40.71975,-73.94279",0,0
21461615,"40.71523,-73.96245",0,2
21461874,"40.76636,-73.99334",0,2
21461901,"40.81953,-73.94717",0,0
21462212,"40.71536,-73.96358",0,2
21462551,"40.70121,-73.91986",1,0
21462783,"40.80605,-73.96496",0,4
21463041,"40.70154,-73.92297",2,0
21467409,"40.67643,-73.97824",0,0
21467493,"40.71563,-73.95815",0,0
21468762,"40.72849,-73.99987",0,2
21469568,"40.80272,-73.96629",0,2
21469886,"40.74387,-73.99766",0,0
21470099,"40.7141,-73.96163",0,1
21471116,"40.74557,-73.98216",1,1
21471517,"40.70067,-73.92752",1,0
21471540,"40.70031,-73.92848",1,0
21472026,"40.76241,-73.96134",0,1
21472364,"40.72865,-73.95937",0,1
21472882,"40.71766,-73.94937",1,0
21473096,"40.66668,-73.76417",0,2
21473222,"40.71719,-73.95427",1,0
21473314,"40.74155,-73.98235",0,2
21473601,"40.73073,-73.98601",0,3
21473648,"40.71844,-74.00901",1,1
21473761,"40.72035,-73.98542",1,2
21474497,"40.78025,-73.97585",1,3
21474832,"40.75612,-73.72954",0,1
21474885,"40.68818,-73.91519",0,0
21475999,"40.7497,-73.99515",2,1
21476123,"40.70223,-73.98971",1,3
21476604,"40.80543,-73.95739",0,3
21477282,"40.67592,-73.94792",0,0
21477403,"40.74622,-73.94055",1,1
21477816,"40.69059,-73.91805",0,0
21481778,"40.77196,-73.95454",0,1
21483653,"40.69657,-73.94235",0,0
21483857,"40.76369,-73.96122",0,1
21484161,"40.80639,-73.94829",0,0
21485026,"40.69242,-73.90441",1,0
21485174,"40.81535,-73.94713",0,0
21485695,"40.82276,-73.92682",0,1
21485867,"40.65732,-73.90666",0,0
21486004,"40.74703,-73.98738",2,2
21486201,"40.70907,-73.9495",1,0
21486579,"40.76565,-73.98554",1,4
21487004,"40.73352,-73.98777",0,2
21487220,"40.76767,-73.95609",0,1
21488093,"40.76719,-73.96973",0,6
21489266,"40.82056,-73.95338",0,1
21489407,"40.66372,-73.88285",0,0
