id,geom,subway_500,natural_500
3758686,"40.67472,-73.93",0,0
3759009,"40.73243,-74.00052",1,2
3760029,"40.75508,-73.91673",0,0
3760158,"40.67609,-73.96459",0,1
3760592,"40.74213,-73.9801",0,0
3760824,"40.70322,-73.92913",1,0
3762842,"40.80581,-73.95374",0,1
3764540,"40.7151,-73.95422",1,0
3765095,"40.65441,-73.96257",2,1
3765357,"40.73967,-73.98041",0,2
3766496,"40.76559,-73.99221",0,2
3766770,"40.80592,-73.93653",1,1
3767156,"40.6825,-73.90818",5,0
3767267,"40.81065,-73.96312",0,2
3767674,"40.68818,-73.959",0,0
3768977,"40.76403,-73.92162",0,0
3769052,"40.84611,-73.91036",0,0
3769257,"40.75911,-73.96299",0,1
3771656,"40.77632,-73.95458",0,0
3771845,"40.72144,-73.99356",1,2
3772256,"40.76514,-73.98058",1,8
3775259,"40.6872,-73.93805",0,0
3775379,"40.67262,-73.96542",0,3
3775978,"40.74596,-73.98678",2,3
3779230,"40.68826,-73.9385",0,0
3779262,"40.6825,-73.92519",0,0
3780113,"40.80919,-73.94815",0,0
3780206,"40.70716,-73.92171",0,0
3780715,"40.68358,-73.94838",0,0
3780951,"40.81022,-73.94266",0,0
3782283,"40.73986,-74.00035",0,2
3782441,"40.7311,-74.00014",1,2
3782925,"40.70967,-73.94945",1,0
3783016,"40.79253,-73.97378",1,1
3783021,"40.79203,-73.97299",1,1
3783639,"40.82217,-73.94149",1,0
3785438,"40.68961,-73.97781",1,0
3787867,"40.72046,-73.99237",1,2
3789265,"40.85672,-73.9302",2,1
3789758,"40.72793,-73.95011",0,0
3790118,"40.8105,-73.92507",0,1
3790746,"40.82621,-73.94596",0,0
3791244,"40.73254,-74.00698",1,2
3791325,"40.69352,-73.96556",0,0
3791554,"40.85988,-73.92709",1,1
3792246,"40.7012,-73.90008",1,0
3793161,"40.75338,-73.90618",0,0
3793246,"40.72695,-73.98617",0,2
3793542,"40.71601,-73.95359",1,0
3793874,"40.73223,-74.00355",2,1
3797183,"40.68558,-73.9815",3,1
3798874,"40.68098,-73.97925",3,0
3798941,"40.71231,-73.95313",1,0
3799598,"40.72328,-73.98926",1,2
3800332,"40.71283,-73.96714",0,2
3800547,"40.64287,-73.90228",0,0
3800549,"40.71694,-73.96017",0,1
3801407,"40.7012,-73.75041",0,0
3801701,"40.73996,-73.99919",0,2
3802218,"40.80772,-73.91791",0,0
3802538,"40.75882,-73.99168",1,1
3802966,"40.86711,-73.92742",0,2
3804690,"40.71019,-74.01705",2,12
3808093,"40.71031,-74.01557",4,12
3808119,"40.68419,-73.92217",0,0
3808230,"40.67548,-73.96802",0,1
3808323,"40.80384,-73.94692",0,0
3808358,"40.76315,-73.92709",0,0
3808620,"40.76867,-73.98541",1,3
3811186,"40.66082,-73.95419",0,0
3811639,"40.70784,-73.92224",0,0
3811757,"40.73923,-73.98589",0,2
3812133,"40.77885,-73.98178",2,2
3812222,"40.72356,-73.83982",1,1
3812554,"40.727,-73.83924",0,2
3816424,"40.70248,-73.93225",2,0
3816499,"40.70315,-73.93124",1,0
3817216,"40.74915,-73.97196",2,2
3817304,"40.74219,-73.92585",0,0
3817666,"40.7662,-73.98612",1,3
3818187,"40.79744,-73.97098",1,1
3818279,"40.74445,-73.97181",0,1
3818298,"40.80293,-73.95586",0,1
3819407,"40.77627,-73.98081",2,3
3819656,"40.72774,-74.00004",0,2
3819703,"40.79082,-73.97452",1,1
3819946,"40.69634,-73.9441",0,0
3821676,"40.71962,-73.98434",1,1
3822172,"40.71863,-73.94416",1,0
3825437,"40.73293,-73.9836",0,4
3826037,"40.76577,-73.91471",0,0
3826226,"40.68252,-73.94443",0,0
3826908,"40.74622,-73.94277",1,1
3827311,"40.82654,-73.9462",0,0
3827442,"40.73016,-74.00259",2,2
3829039,"40.71328,-73.95787",0,0
3829261,"40.63881,-73.91751",0,0
3829609,"40.67767,-73.95162",1,0
3831962,"40.64699,-73.96307",3,0
3832444,"40.70098,-73.93959",1,0
3832774,"40.68655,-73.93797",0,0
3832863,"40.72912,-74.00298",1,2
3832932,"40.64752,-74.0059",0,0
3833538,"40.68127,-73.94865",0,0
3835052,"40.72917,-73.99974",0,2
3835334,"40.79998,-73.96404",0,2
3835633,"40.63888,-73.91729",0,0
3835681,"40.77478,-73.91913",0,1
3835740,"40.68769,-73.93074",0,1
3835757,"40.77376,-73.91855",0,0
3835766,"40.68565,-73.93249",0,0
3836180,"40.73648,-74.00173",2,2
3836189,"40.69291,-73.95142",0,0
3836199,"40.76287,-73.88367",0,0
3838056,"40.71241,-73.9653",0,2
3838375,"40.79903,-73.96451",0,3
3838388,"40.83818,-73.94303",1,1
3838416,"40.65806,-73.95815",2,0
3839364,"40.89022,-73.9039",0,0
3840000,"40.70955,-73.95085",1,0
3840127,"40.68056,-73.9151",0,0
3840286,"40.71159,-73.94043",0,0
3840324,"40.70859,-73.94639",1,0
3840541,"40.69054,-73.99039",0,1
3841033,"40.63592,-74.02704",0,0
3841048,"40.72174,-73.98501",1,2
3841113,"40.77993,-73.94939",0,1
3842694,"40.58581,-73.9383",0,0
3847733,"40.68082,-73.93599",0,0
3848324,"40.73123,-74.00428",2,1
3848431,"40.82019,-73.95448",0,1
3849226,"40.72569,-74.00331",0,0
3849347,"40.76236,-73.96642",1,1
3850254,"40.6998,-73.93265",1,0
3850493,"40.6225,-73.92578",0,0
3850967,"40.6692,-73.94739",0,0
3851498,"40.78802,-73.97509",0,1
3851623,"40.7338,-73.99498",1,1
3851719,"40.73608,-73.9857",0,2
3851911,"40.6847,-73.94523",0,0
3852261,"40.58835,-73.79565",0,1
3852988,"40.65957,-73.99253",0,1
3857180,"40.65575,-73.9609",2,2
3857863,"40.83602,-73.94294",1,1
3858105,"40.68404,-74.004",0,2
3858822,"40.73824,-74.00027",1,2
3860464,"40.68695,-73.92947",0,0
3860762,"40.68989,-73.95428",0,0
3860899,"40.70684,-73.94227",0,0
3861713,"40.72241,-73.94179",0,0
3861943,"40.76052,-73.99115",1,1
3864528,"40.76053,-73.99002",1,1
3866538,"40.78789,-73.97427",0,0
3866843,"40.76908,-73.98483",1,3
3866888,"40.7495,-73.98313",4,16
3867293,"40.69349,-73.90726",0,0
3867705,"40.7937,-73.9659",0,1
3868100,"40.72168,-73.98876",1,2
3868344,"40.68374,-73.942",0,0
3869398,"40.73385,-73.95418",0,1
3869762,"40.78124,-73.95227",0,0
3869779,"40.70818,-73.92256",0,0
3870158,"40.73263,-73.98728",0,2
3870294,"40.72471,-73.98673",0,4
3870793,"40.74122,-73.88641",0,0
3874702,"40.68423,-73.96242",0,1
3874870,"40.72915,-73.98501",0,2
3875294,"40.6749,-73.95166",0,0
3876850,"40.79254,-73.97531",1,1
3880588,"40.74712,-73.97434",0,3
3881808,"40.78697,-73.94999",0,0
