id,geom,subway_500,natural_500
34490363,"40.75661,-73.98757",1,16
34490364,"40.75507,-73.98883",3,6
34490368,"40.75569,-73.98933",2,6
34490371,"40.76275,-73.98429",2,7
34490373,"40.76175,-73.9857",1,3
34490375,"40.76267,-73.9839",2,10
34490376,"40.76267,-73.98557",2,5
34490377,"40.7627,-73.98437",2,7
34490379,"40.76251,-73.98392",2,10
34491611,"40.76097,-73.98181",2,12
34491852,"40.76112,-73.98377",1,10
34491871,"40.76245,-73.98339",2,10
34491883,"40.76262,-73.98305",2,11
34491885,"40.76203,-73.98191",1,12
34491916,"40.76113,-73.9818",0,12
34491918,"40.76055,-73.98362",1,10
34492121,"40.79957,-73.94212",0,0
34492605,"40.67072,-73.79534",0,0
34493247,"40.76547,-73.97952",1,9
34493353,"40.70973,-73.94521",1,0
34495013,"40.72709,-73.98582",0,2
34495704,"40.85747,-73.93439",1,1
34498121,"40.68792,-73.90993",1,0
34498360,"40.75562,-73.99459",2,2
34498482,"40.74484,-73.99688",1,0
34498765,"40.75546,-73.99095",2,0
34498925,"40.86003,-73.89314",0,0
34499063,"40.75246,-73.87505",0,0
34500224,"40.76297,-73.98951",1,2
34500384,"40.72859,-73.98008",0,3
34501274,"40.69402,-73.92378",1,0
34501332,"40.8362,-73.94063",1,1
34501531,"40.71369,-73.96626",0,2
34501725,"40.74894,-73.99466",2,1
34501825,"40.70191,-73.91952",1,0
34502284,"40.69243,-73.90741",1,0
34502763,"40.67815,-73.86584",1,0
34502889,"40.69241,-73.95793",0,0
34504058,"40.71988,-74.00062",0,2
34504385,"40.70472,-74.00763",3,4
34504407,"40.76703,-73.95556",0,1
34504929,"40.69414,-73.92477",1,0
34504997,"40.7644,-73.91208",0,0
34507958,"40.76622,-73.95295",0,2
34508048,"40.69091,-73.94514",0,0
34508183,"40.73011,-74.00401",2,1
34508565,"40.76335,-73.92769",0,0
34508577,"40.71462,-73.95883",0,0
34508939,"40.6347,-74.02268",0,0
34509302,"40.76269,-73.91232",0,0
34509379,"40.69043,-73.99365",0,1
34509926,"40.70719,-74.00664",5,3
34510970,"40.75353,-73.87688",0,0
34510977,"40.67958,-73.96227",0,0
34511012,"40.77046,-73.9137",0,0
34511326,"40.75535,-73.96469",0,3
34511422,"40.75697,-73.96312",0,2
34511584,"40.76261,-73.9768",3,15
34511726,"40.64221,-73.98126",0,0
34511920,"40.59997,-73.97804",3,0
34512123,"40.69958,-73.91979",1,0
34513343,"40.82756,-73.8871",0,1
34513724,"40.73138,-73.74122",0,0
34514860,"40.74611,-73.98228",1,1
34515538,"40.85762,-73.93175",1,1
34515896,"40.70669,-74.0165",3,20
34516167,"40.85768,-73.93247",1,1
34516181,"40.70497,-74.01721",4,20
34516182,"40.70622,-74.01651",5,20
34516185,"40.70486,-74.01799",4,20
34516186,"40.70515,-74.01851",4,20
34516187,"40.7068,-74.01775",2,20
34516188,"40.70494,-74.01692",4,20
34516657,"40.85584,-73.93364",2,1
34516874,"40.68473,-73.93976",0,0
34517087,"40.74365,-73.98717",1,3
34517384,"40.70966,-73.95129",1,0
34517657,"40.74478,-73.98618",1,3
34517660,"40.74366,-73.98607",1,3
34517661,"40.74343,-73.9857",1,3
34517663,"40.74433,-73.98555",1,3
34517666,"40.74476,-73.98551",1,3
34517667,"40.74311,-73.98675",1,3
34517668,"40.74501,-73.98668",2,3
34518079,"40.74291,-73.9868",0,3
34518082,"40.74312,-73.98589",1,3
34519905,"40.74885,-73.9526",1,3
34527143,"40.81816,-73.93932",0,1
34527330,"40.72381,-73.9905",1,2
34527987,"40.6851,-73.93092",0,0
34529200,"40.74551,-73.94131",1,1
34530998,"40.83588,-73.85819",1,0
34532307,"40.76412,-73.99141",0,2
34532377,"40.68296,-73.93165",0,0
34534332,"40.70078,-73.9075",3,0
34534845,"40.69299,-73.92524",0,0
34535182,"40.6307,-73.89567",0,0
34535938,"40.69437,-73.89883",0,0
34536944,"40.6903,-73.96764",0,0
34537321,"40.75972,-73.96147",0,1
34538701,"40.81142,-73.93748",0,1
34538751,"40.80058,-73.96287",0,2
34539085,"40.70036,-73.92847",1,0
34539406,"40.63106,-73.89759",0,0
34539781,"40.75236,-73.9793",2,17
34542125,"40.70517,-73.94288",0,0
34542878,"40.63043,-73.89553",0,0
34543201,"40.77728,-73.98062",2,3
34543513,"40.77808,-73.9806",2,1
34543610,"40.77667,-73.97945",2,4
34543674,"40.77731,-73.97954",2,4
34543734,"40.77791,-73.98043",2,2
34543762,"40.70571,-74.00784",4,5
34543905,"40.70719,-74.00698",5,4
34544052,"40.70512,-74.00719",2,4
34544304,"40.86952,-73.89447",0,1
34544599,"40.64535,-74.09255",0,0
34545014,"40.71595,-73.96467",0,2
34545274,"40.68558,-73.93746",0,0
34545655,"40.81507,-73.94419",0,0
34545793,"40.71952,-73.98546",1,1
34545869,"40.79155,-73.94141",0,1
34545971,"40.73219,-73.95563",0,2
34546035,"40.83326,-73.94314",0,0
34546192,"40.81721,-73.94593",0,0
34546265,"40.68826,-73.93714",0,1
34547269,"40.67058,-73.93526",0,0
34547439,"40.64268,-73.95132",0,0
34547543,"40.73209,-73.88142",0,0
34547780,"40.82776,-73.87643",0,0
34549093,"40.72406,-73.9965",0,1
34549395,"40.75557,-73.87958",0,0
34550196,"40.76761,-73.99208",0,1
34552276,"40.74286,-73.9768",0,1
34555635,"40.71639,-73.96696",0,2
34560998,"40.83176,-73.9298",0,1
34561332,"40.67182,-73.95985",1,3
34562155,"40.73512,-73.99445",1,1
34562857,"40.77707,-73.95405",0,0
34563256,"40.63459,-74.02257",0,0
34565485,"40.78996,-73.97561",1,1
34565716,"40.79238,-73.94402",0,0
34566104,"40.70598,-74.01069",8,6
34566144,"40.70922,-73.91017",0,0
34566798,"40.67853,-73.92697",0,0
34568097,"40.76739,-73.98504",1,2
34568205,"40.68758,-73.9195",0,0
34568807,"40.81963,-73.90956",0,0
34569023,"40.70732,-73.90896",1,0
34569042,"40.80032,-73.95998",0,3
34569454,"40.59269,-73.79635",0,1
34569621,"40.70671,-74.00471",4,4
34569686,"40.70714,-74.00525",5,4
34569757,"40.75933,-73.98751",1,1
34569801,"40.74871,-73.97413",2,3
34569918,"40.60783,-73.98445",2,0
34570002,"40.70658,-74.00684",4,5
34570070,"40.73358,-73.98443",0,2
34570512,"40.70713,-74.00483",4,4
34570764,"40.7078,-74.00675",5,5
