id,geom,subway_500,natural_500
8152985,"40.7146,-73.98423",1,2
8153005,"40.72845,-73.97989",0,3
8153235,"40.72528,-74.00223",0,0
8153240,"40.71358,-73.98456",1,2
8155028,"40.70956,-74.01605",3,12
8160542,"40.72018,-74.00981",0,1
8161540,"40.68742,-73.92198",0,0
8162214,"40.71349,-73.98473",1,2
8162587,"40.75249,-73.96866",1,3
8162607,"40.79877,-73.96259",0,1
8163660,"40.71977,-73.98176",1,1
8164253,"40.72362,-73.98519",1,3
8164402,"40.78338,-73.95008",0,0
8164877,"40.71697,-73.95919",0,1
8165315,"40.68389,-73.95557",1,0
8166218,"40.73921,-73.99717",0,1
8166737,"40.65845,-73.96131",2,2
8167145,"40.75535,-73.91397",0,0
8167182,"40.79965,-73.95446",0,2
8167884,"40.72176,-73.94393",0,0
8168619,"40.77006,-73.87683",0,0
8170072,"40.71036,-73.78261",0,0
8170276,"40.78222,-73.94791",0,2
8170917,"40.75849,-73.9907",1,1
8171965,"40.76211,-73.92894",0,0
8172864,"40.64277,-73.97947",0,1
8172995,"40.80965,-73.93912",1,1
8173226,"40.71343,-73.99532",0,2
8173232,"40.77914,-73.94965",0,1
8173434,"40.67797,-73.93967",0,0
8173559,"40.64355,-74.01908",0,0
8173563,"40.70128,-73.92666",1,0
8173609,"40.80089,-73.95674",0,2
8174397,"40.76641,-73.94561",0,2
8174635,"40.68372,-73.95551",1,0
8182759,"40.71519,-73.96174",0,1
8183112,"40.6683,-73.94977",0,0
8183217,"40.6682,-73.94927",0,0
8183563,"40.73178,-73.98842",0,2
8184502,"40.7066,-74.00396",3,4
8185845,"40.76391,-73.95938",0,1
8186068,"40.71288,-73.94137",0,0
8186181,"40.75463,-73.97445",3,8
8186924,"40.69262,-73.97245",0,0
8187719,"40.70511,-73.91755",0,0
8189063,"40.71321,-73.94099",0,0
8189121,"40.68326,-73.99327",0,1
8190219,"40.67697,-73.97069",0,3
8190747,"40.74715,-73.91104",0,0
8191699,"40.77569,-73.95202",0,1
8192079,"40.82488,-73.94472",0,0
8192443,"40.71596,-73.96215",0,1
8192532,"40.74693,-73.90146",0,0
8192768,"40.80577,-73.94708",0,0
8192789,"40.80565,-73.94621",0,0
8193127,"40.72095,-74.00918",0,1
8193608,"40.7734,-73.95832",0,0
8194369,"40.67889,-73.9481",0,0
8194497,"40.68791,-73.97438",3,0
8195335,"40.80214,-73.95325",0,2
8195719,"40.71387,-73.95697",1,0
8202455,"40.77795,-73.9825",2,3
8204305,"40.77354,-73.98462",1,3
8204392,"40.71468,-73.93774",0,1
8205572,"40.68358,-73.90884",2,0
8206060,"40.69352,-73.94376",0,0
8207003,"40.72555,-73.97713",0,3
8207453,"40.70788,-73.95106",1,0
