id,geom,subway_500,natural_500
12786165,"40.75094,-73.99748",1,0
12788962,"40.79986,-73.95387",0,2
12791778,"40.71262,-73.94466",1,0
12792132,"40.7367,-73.98099",0,3
12793649,"40.82575,-73.92421",0,0
12794520,"40.84278,-73.93916",1,1
12794791,"40.84021,-73.94191",1,1
12795006,"40.77166,-73.95797",0,0
12795109,"40.70766,-73.94767",1,0
12795290,"40.72073,-73.97839",0,2
12795851,"40.70294,-73.93711",1,0
12796602,"40.69159,-73.91171",0,0
12796750,"40.72453,-73.95529",0,1
12797047,"40.72125,-73.98058",1,1
12797684,"40.79843,-73.96404",0,1
12797920,"40.79806,-73.96167",0,1
12798141,"40.81127,-73.95922",0,2
12804309,"40.68444,-73.96285",0,1
12804693,"40.7291,-73.98628",0,2
12805625,"40.71989,-73.98557",1,2
12806016,"40.64159,-73.95985",2,0
12806177,"40.83344,-73.94442",0,1
12806356,"40.74321,-73.95533",0,3
12806940,"40.68285,-73.93862",0,0
12807447,"40.66548,-73.98196",0,0
12810131,"40.69299,-73.99283",0,3
12810210,"40.71764,-73.95291",1,0
12810452,"40.71114,-73.99874",0,2
12811459,"40.76303,-73.98767",2,2
12812370,"40.7592,-73.99313",1,1
12812504,"40.81995,-73.95266",0,1
12812544,"40.77725,-73.95137",0,0
12812577,"40.763,-73.98642",2,4
12812618,"40.71279,-73.96291",0,2
12812630,"40.69172,-73.79495",0,0
12813050,"40.73682,-73.98336",0,3
12813068,"40.68552,-73.9227",0,0
12813206,"40.65038,-74.00551",0,0
12814195,"40.71728,-73.94345",1,0
12814578,"40.65827,-73.97962",0,0
12814685,"40.68389,-73.96026",1,0
12814717,"40.85147,-73.93618",1,1
12814991,"40.77423,-73.90715",0,0
12814997,"40.68147,-73.95814",1,0
12815139,"40.67764,-73.9647",0,3
12821417,"40.73054,-73.98339",0,4
12823429,"40.70748,-73.9461",0,0
12825700,"40.74267,-73.99915",0,2
12826965,"40.7555,-73.82712",0,1
12827123,"40.66631,-73.98268",1,0
12827146,"40.76368,-73.91518",0,0
12827921,"40.71902,-73.98506",1,2
12828338,"40.82563,-73.94091",1,0
12829063,"40.67983,-73.96931",0,2
12830516,"40.72311,-73.94184",0,0
12830905,"40.72817,-73.98041",0,3
12831088,"40.77861,-73.98336",2,2
12831310,"40.72358,-73.97593",0,1
12832062,"40.58943,-73.81192",0,1
12832227,"40.8032,-73.96495",0,3
12832371,"40.77102,-73.95873",0,0
12832899,"40.76368,-73.96153",0,1
12833187,"40.76297,-73.96252",0,1
12834317,"40.69816,-73.99361",0,5
12834386,"40.65424,-73.96008",2,1
12834748,"40.68812,-73.97666",3,0
12835123,"40.71154,-73.95795",0,0
12835664,"40.66618,-73.93156",0,0
12836932,"40.80539,-73.96409",0,4
12844709,"40.71311,-73.94016",0,0
12845862,"40.77912,-73.95594",0,1
12845943,"40.77329,-73.9163",0,0
12846033,"40.73326,-74.00844",1,1
12846048,"40.66896,-73.97641",0,0
12846229,"40.7613,-73.9153",0,0
12846584,"40.73282,-73.9564",0,2
12847429,"40.76014,-73.99039",1,1
12847720,"40.78528,-73.97623",0,0
12847902,"40.83211,-73.92052",0,1
