id,geom,subway_500,natural_500
30394380,"40.76103,-73.98666",1,2
30394403,"40.70631,-74.00886",8,6
30394423,"40.73785,-73.99736",1,1
30394446,"40.73935,-73.99691",0,0
30394467,"40.73939,-73.99747",0,1
30394494,"40.73795,-73.99753",1,1
30394518,"40.70571,-74.01509",5,21
30394541,"40.74423,-74.0026",0,0
30394622,"40.73924,-73.99586",0,0
30394691,"40.76403,-73.92195",0,0
30395040,"40.63574,-73.95129",0,0
30395433,"40.74985,-73.98152",4,17
30395680,"40.66051,-73.92964",0,0
30395737,"40.69997,-73.92054",2,0
30396100,"40.69972,-73.91874",1,0
30396953,"40.66278,-73.99206",0,0
30397278,"40.73567,-73.98403",0,2
30397717,"40.71434,-73.9398",0,0
30398077,"40.7686,-73.91354",0,0
30398373,"40.76334,-73.97809",1,10
30398902,"40.76007,-73.98965",1,1
30398938,"40.74697,-73.98693",2,2
30399177,"40.82391,-73.94699",0,0
30399408,"40.77225,-73.95326",0,1
30399435,"40.72235,-73.98911",1,2
30399838,"40.77853,-73.97609",2,5
30399969,"40.72944,-73.95395",0,1
30399972,"40.62801,-74.00328",2,0
30400100,"40.72493,-73.99061",0,2
30400390,"40.68491,-74.00183",0,2
30400423,"40.6887,-73.95572",0,0
30400542,"40.74405,-73.89994",0,0
30400683,"40.80666,-73.95691",0,2
30400980,"40.67846,-74.0141",0,4
30401429,"40.70089,-73.93903",1,0
30402045,"40.67896,-73.90892",6,0
30403397,"40.76331,-73.99128",0,2
30403504,"40.76711,-73.89367",0,0
30403878,"40.68059,-73.91372",0,0
30404034,"40.68181,-73.91811",0,0
30404664,"40.72325,-73.94911",0,0
30405178,"40.75399,-73.99764",1,3
30406215,"40.75893,-73.96751",2,4
30406311,"40.68426,-73.90793",2,0
30406899,"40.68583,-73.90985",2,0
30407158,"40.72658,-73.98803",0,1
30407308,"40.67992,-73.90943",4,0
30408787,"40.82631,-73.95201",0,1
30415541,"40.75256,-73.93671",0,0
30416267,"40.68525,-73.93159",0,0
30417368,"40.65332,-73.95778",3,0
30417665,"40.83547,-73.94207",1,0
30417877,"40.69044,-73.92636",0,1
30418156,"40.75294,-73.97105",2,4
30418220,"40.8206,-73.93779",1,1
30418770,"40.69947,-73.92006",1,0
30418905,"40.6289,-73.97683",0,0
30420904,"40.7242,-73.94235",0,0
30421561,"40.77135,-73.95035",0,1
30421730,"40.7208,-74.01097",0,1
30421742,"40.71043,-73.96505",0,2
30421981,"40.72065,-73.99282",1,2
30422332,"40.81223,-73.94156",0,0
30422813,"40.70236,-73.94663",0,0
30423106,"40.65417,-73.74158",0,4
30423282,"40.67708,-73.92944",0,0
