,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36331,52809951,Fully Sanitized Suite @ the center of Times Square,417166424,Millennium Broadway,Manhattan,Theater District,40.75769,-73.98596,Private room,1331,1,0,,,9,290
36332,52811319,1 BR in Heart of West Village w/ Kitchen & Bath,30654905,Albert,Manhattan,West Village,40.73502,-74.00169,Entire home/apt,260,30,1,23/11/21,1.0,1,0
36333,52812402,💜 NYC/Bushwick New Private Room Size Full 💜,81359949,Skarly & Ming,Brooklyn,Bushwick,40.69899,-73.93097,Private room,52,2,4,17/11/21,4.0,3,62
36334,52812917,Studio with separate kitchen & breakfast nook,14239676,David,Manhattan,Chelsea,40.74008,-74.00205,Entire home/apt,199,5,1,24/11/21,1.0,1,138
36335,52814323,"Cozy apartment in Kingsbridge, The Bronx",1853437,Diego,Bronx,Kingsbridge,40.87967,-73.90771,Entire home/apt,97,2,0,,,1,330
36336,52814489,"My House, your house 🏡",304386444,Katia,Queens,Flushing,40.7694,-73.79267,Private room,70,1,1,31/10/21,0.83,1,356
36337,52814705,🅸🅽 🅳🅴🅼🅰🅽🅳 Duplex near Times Sq & Penn Stat,409790794,Casey,Manhattan,Chelsea,40.75171,-73.9967,Entire home/apt,402,2,2,15/11/21,2.0,1,154
36338,52815089,LOVELY/COMFY NEWYORK CITY APARTMENT🏠🌃 WITH PATIO😍🏞,297708121,Joanna,Queens,Elmhurst,40.74776,-73.87362,Entire home/apt,300,1,1,31/10/21,0.83,2,365
36339,52818300,Williamsburg Jewel — Beautiful Gallery Apartment,449976,Mani,Brooklyn,Williamsburg,40.71263,-73.95528,Entire home/apt,245,3,0,,,3,268
36340,52818998,lovely 1-bedroom rental unit in bronx,385227269,John,Bronx,Longwood,40.82612,-73.90628,Entire home/apt,75,2,2,01/11/21,1.4,1,75
36341,52819056,Furnished Modern Room in Sunset Park Location,305240193,June,Brooklyn,Sunset Park,40.65332,-74.00431,Private room,51,90,0,,,421,333
36342,52821259,Cheerful 1-bedroom residential home in Brooklyn Bed-Stuy,2455303,Philippe,Brooklyn,Bedford-Stuyvesant,40.68884,-73.94186,Private room,95,3,0,,,3,356
36343,52821598,St. Lola's Asylum for the Spiritually Afflicted,426703057,Adriana,Bronx,Norwood,40.87768,-73.88629,Private room,78,2,0,,,1,365
36344,52822073,Modern TWO bedroom luxury apartment in Brooklyn,188949327,Criselis,Brooklyn,Bedford-Stuyvesant,40.69001,-73.92452,Entire home/apt,149,12,0,,,1,102
36345,52822346,Amenity Rich - Greenery Roof - Private Terrace,5545354,Nyla,Brooklyn,Bushwick,40.70068,-73.93459,Entire home/apt,250,2,0,,,1,137
36346,52822348,Spacious room in a heart of Brooklyn,83996392,Magda,Brooklyn,Prospect-Lefferts Gardens,40.65962,-73.96208,Private room,95,1,7,27/11/21,6.18,1,328
36347,52822823,BIG GORGEOUS 1 BEDROOM IN 3 BEDROOM APARTMENT.,427067962,Lemant,Manhattan,Harlem,40.81576,-73.94144,Private room,80,30,0,,,3,365
36348,52822869,Centrally Located Private Bedroom with Bathroom,427654922,Meng,Manhattan,Chinatown,40.7162,-73.99322,Private room,96,2,8,30/11/21,8.0,1,137
36349,52823283,The Home Lounge,336355364,Stephan,Queens,Flushing,40.74232,-73.82898,Entire home/apt,528,1,1,21/11/21,1.0,1,365
36350,52823346,RV airbnb,26408085,Rebecca,Queens,Ridgewood,40.71012,-73.91519,Private room,203,1,0,,,1,365
36351,52823884,Park-side Single family townhouse with parking.,1020258,Roni,Brooklyn,Williamsburg,40.71788,-73.93775,Entire home/apt,800,3,1,27/11/21,1.0,1,348
36352,52823952,Spacious Private Room w/ Bathroom in Brooklyn,62659791,Chiz,Brooklyn,Crown Heights,40.67821,-73.95484,Private room,82,1,0,,,1,339
36353,52824025,Amazing NewAptBright in the Heart of Williamsburg,307345384,Luis,Brooklyn,Williamsburg,40.71307,-73.95633,Entire home/apt,790,2,1,01/11/21,0.86,5,358
36354,52824389,HOT RED BEAUTIFUL 1 BEDROOM IN 3 BEDROOM APARTMENT,427067962,Lemant,Manhattan,Harlem,40.81534,-73.94157,Private room,80,30,0,,,3,85
36355,52824632,Amazing 2BR in the Heart of NYC! Near TimesSquare!,256726587,Rolando,Manhattan,Hell's Kitchen,40.75438,-73.99622,Entire home/apt,175,3,1,29/10/21,0.79,1,64
36356,52825041,Cozy studio rental apartment in Brooklyn,427675615,Sheila,Brooklyn,Bedford-Stuyvesant,40.68155,-73.92082,Entire home/apt,80,2,3,01/12/21,3.0,1,29
36357,52825310,Epic Location! Spacious 3BR Loft in Midtown West!,420011533,June,Manhattan,Hell's Kitchen,40.76284,-73.9929,Entire home/apt,350,3,2,15/11/21,2.0,2,311
36358,52825647,Artist 2 level 2 Bedroom + Den by Broadway,227936252,Zuzanna,Manhattan,Hell's Kitchen,40.76206,-73.99561,Entire home/apt,600,2,2,22/11/21,2.0,1,17
36359,52826514,Vibrant & Spacious Industrial Loft in Bed-Stuy,3925275,Mike,Brooklyn,Bedford-Stuyvesant,40.68664,-73.95209,Entire home/apt,305,2,2,24/10/21,2.0,1,324
36360,52826943,"3 rooms Apt, 8 mins/walk to BK collage,5min Sub/QT",105640471,Jason,Brooklyn,Midwood,40.62519,-73.9579,Entire home/apt,145,30,0,,,1,350
36361,52827359,Room 2 - Private bedroom in Elmhurst,42585587,Lincie,Queens,Elmhurst,40.74745,-73.86926,Private room,60,3,0,,,3,357
36362,52828022,"788 Columbus Ave, Apt 2M",330366896,Orly,Manhattan,Upper West Side,40.79455,-73.96862,Entire home/apt,265,30,0,,,9,358
36363,52828149,Renovated 2 beds 1.5 Bath with W/D by Central Park,330366896,Orly,Manhattan,Upper West Side,40.79394,-73.96657,Entire home/apt,270,30,0,,,9,354
36364,52828783,A home you will love | 1 BR in New York,359229620,Carolyn,Manhattan,Upper East Side,40.77937,-73.94674,Entire home/apt,285,30,0,,,12,365
36365,52829500,Lovely 2 Bedroom Apartment close to Bus Stops,334611519,Qing,Queens,Flushing,40.75442,-73.80368,Entire home/apt,111,1,9,23/11/21,9.0,8,335
36366,52829964,HEGEMAN GUEST HOME,427723275,Patrick,Brooklyn,East New York,40.66077,-73.89224,Entire home/apt,193,2,2,14/11/21,1.46,1,365
36367,52829969,UnderGround Music Studio BNB,274660919,Dankys,Bronx,Morris Heights,40.84779,-73.91724,Entire home/apt,171,1,0,,,1,365
36368,52830022,Private room in New York,427705801,Xiuzhen,Manhattan,Harlem,40.81371,-73.94264,Private room,102,2,1,14/11/21,1.0,3,65
36369,52833897,Modern Studio- Doorman-Washer and Dryer-Elevator,384532776,Nathan,Manhattan,Hell's Kitchen,40.75962,-73.99102,Entire home/apt,117,30,0,,,32,339
36370,52834116,Gorgeous Studio W/ Doorman W/D & Elevator,384532776,Nathan,Manhattan,Hell's Kitchen,40.76101,-73.99101,Entire home/apt,119,30,0,,,32,308
36371,52834797,Small funky apartment in Harlem,275149572,Dejan,Manhattan,Harlem,40.80143,-73.95574,Entire home/apt,150,30,0,,,1,34
36372,52835315,Pretty in pink,198615152,Jaelin,Queens,Jamaica,40.70442,-73.79426,Entire home/apt,50,1,0,,,1,365
36373,52836153,"Entire modern, bright 1BR in heart of Williamsburg",44745096,Marta,Brooklyn,Williamsburg,40.7124,-73.96035,Private room,230,4,1,21/11/21,1.0,1,8
36374,52836307,Lovely One bedroom apartment with a private patio,20080963,Trisha,Manhattan,East Harlem,40.79518,-73.93458,Entire home/apt,185,2,4,31/10/21,4.0,1,336
36375,52836627,2 Month Retreat in Harlem,229885031,Chantel,Manhattan,Harlem,40.82777,-73.94636,Entire home/apt,145,1,0,,,3,284
36376,52836962,Time Square  Real Experience,10557507,Ingrite,Manhattan,Hell's Kitchen,40.76397,-73.98558,Entire home/apt,170,30,0,,,2,365
36377,52836984,"Premier room in Center Downtown, Chinatown &Soho",308799237,Lucy,Manhattan,Chinatown,40.7161,-73.99669,Private room,99,1,2,22/11/21,1.71,4,159
36378,52837351,Chic modern 2-bedroom apt 5 mins from J.F.K.,211433602,Darnell,Queens,Jamaica,40.67985,-73.78243,Entire home/apt,257,1,9,04/12/21,6.14,1,352
36379,52839142,Charming Quiet 1-Bedroom Rental in Greenpoint,61681039,Angela,Brooklyn,Greenpoint,40.73601,-73.95335,Entire home/apt,120,14,0,,,1,45
36380,52839284,Amazing 2BR/2BA PH with terrace - Upper East Side,19424541,Barbara,Manhattan,Upper East Side,40.77162,-73.95949,Entire home/apt,750,3,0,,,1,24
36381,52839619,Clean Modern  2 BR Apartment Sleeps 6 - Accessible,427808382,Heather,Brooklyn,East New York,40.67496,-73.87161,Entire home/apt,123,3,4,30/11/21,4.0,1,151
36382,52839743,Spacious & Private Studio Loft in Clinton Hill,4212631,Jason,Brooklyn,Bedford-Stuyvesant,40.68827,-73.95725,Entire home/apt,161,4,3,28/11/21,3.0,1,330
36383,52840789,Modern Upper East Side Apartment Perfect Location,418867492,Shannon,Manhattan,Upper East Side,40.76122,-73.95877,Entire home/apt,228,1,4,13/11/21,2.5,3,254
36384,52841181,Charming studio w/PRIVATE PATIO & Pets Stay Free!,18824314,Tiffany,Manhattan,Upper East Side,40.77413,-73.94691,Entire home/apt,150,3,0,,,1,4
36385,52841511,"Lovely 2 bedrooms, 3 beds. Basement apt. Location",398867059,Carlos,Queens,Ditmars Steinway,40.77031,-73.89716,Entire home/apt,135,3,4,27/11/21,2.86,1,235
36386,52842010,Spacious and Comfortable Private Room,240237028,Jose,Queens,Ridgewood,40.69991,-73.90145,Private room,60,30,0,,,4,77
36387,52842078,Luxury Studio w/Netflix & Free WiFi mins from JFK,42024620,Yvette,Queens,Ozone Park,40.67226,-73.85189,Entire home/apt,110,30,0,,,1,365
36388,52842099,Gamer🎮 Stoner 💨Pad (420 ok👍)room#1,61558856,James,Queens,Woodhaven,40.69281,-73.85988,Private room,35,1,7,28/11/21,7.0,3,64
36389,52842129,"Cozy Room near RUMC (2nd floor, Room 3)",32060911,Ervis,Staten Island,Randall Manor,40.63491,-74.11408,Private room,40,25,0,,,6,354
36390,52842208,Lovely 1-bedroom apartment. Free WiFi & Parking,382100439,Dominique,Queens,Jamaica,40.70607,-73.80321,Entire home/apt,165,1,9,02/12/21,9.0,1,346
36391,52842218,Serene & all-encompassing studio/1BR apartment,250667101,Rana,Manhattan,Hell's Kitchen,40.76418,-73.98833,Entire home/apt,220,7,0,,,2,325
36392,52842279,"Stoner💨Gamer🎮 
Pad (420 friendly 👍)room#3",61558856,James,Queens,Woodhaven,40.69124,-73.85937,Private room,40,1,4,28/11/21,2.55,3,71
36393,52842306,Private Room Around Columbia University Area,417839501,Kadriye,Manhattan,Upper West Side,40.79895,-73.96123,Private room,85,7,1,21/11/21,1.0,3,336
36394,52842555,"420 Friendly 👍Gamer 🎮 Stoner💨
Pad(room#2)",61558856,James,Queens,Woodhaven,40.6942,-73.85814,Private room,35,1,4,28/11/21,3.16,3,76
36395,52842611,Huge 1200 sq ft 1 bedroom in NoMad. Very spacious!,18261318,Daniel,Manhattan,Midtown,40.74472,-73.99032,Entire home/apt,400,1,1,24/10/21,0.7,1,62
36396,52842723,Modern apartment in trendy Williamsburg,4401707,Mohsen,Brooklyn,Williamsburg,40.71612,-73.94541,Entire home/apt,194,30,0,,,1,0
36397,52842845,Modern 1 BR apartment in the UES- With Laundry,384532776,Nathan,Manhattan,Upper East Side,40.78205,-73.9514,Entire home/apt,130,30,0,,,32,287
36398,52843478,𝔹ℝ𝔸ℕ𝔻 ℕ𝔼𝕎꧁COMFY QUEEN♥︎𝚂𝚃𝚁𝙴𝙴𝚃 𝙻𝙴𝚅𝙴𝙻 ✌︎︎ + 𝙷𝙾𝙼𝙴𝙾𝙵𝙵𝙸𝙲𝙴✔︎,333292277,Marcia,Manhattan,Harlem,40.81228,-73.94432,Private room,93,3,6,16/11/21,6.0,2,71
36399,52843485,✔︎MANHATTAN’S BEST✔︎QUEEN BED✔︎2͜͡0͜͡%͜͡O͜͡F͜͡F͜͡   🆂🆃🆁🅴🅴🆃 🅻🅴🆅🅴🅻✔︎,28260018,Ivan,Manhattan,Harlem,40.81289,-73.94453,Private room,93,3,6,28/11/21,6.0,1,68
36400,52843726,"Modern, cozy 1 bedroom apartment in Brooklyn",88927588,Chenits,Brooklyn,Cypress Hills,40.68144,-73.89083,Entire home/apt,96,1,2,27/11/21,2.0,1,58
36401,52844778,✈︎𝙼𝙰𝙽𝙷𝙰𝚃𝙷𝙰𝙽 𝚂𝚄𝙸𝚃𝙴☞︎𝚃𝚄𝙱❤︎𝚀𝚄𝙴𝙴𝙽𝙱𝙴𝙳♔𝙷𝙾𝙼𝙴𝙾𝙵𝙵𝙸𝙲𝙴✔︎𝟷𝚜𝚝𝙵𝙻𝙾𝙾𝚁☺︎︎,333292277,Marcia,Manhattan,Harlem,40.81451,-73.9446,Private room,72,3,6,28/11/21,4.29,2,75
36402,52845331,South Williamsburg Apartment,110719758,Alexandra,Brooklyn,Williamsburg,40.70903,-73.95254,Entire home/apt,139,30,0,,,1,148
36403,52846481,"New roomw/large closet,HDTV,25min to Manhattan#265",3223938,Eugene,Queens,Ridgewood,40.7029,-73.90533,Private room,34,90,0,,,180,307
36404,52846635,Swanky 1 private bedroom,156583372,Patrick,Bronx,Wakefield,40.896,-73.84153,Private room,70,7,2,23/11/21,1.76,2,162
36405,52846661,"New roomw/large closet,HDTV,25min to Manhattan#265",3223938,Eugene,Queens,Ridgewood,40.70474,-73.90569,Private room,33,90,0,,,180,307
36406,52846685,Cozy Modern bedroom  with easy access to the City,427878013,Jesus & Bell,Queens,Rego Park,40.72951,-73.87128,Private room,63,4,6,29/11/21,6.0,2,68
36407,52847294,"Simple room in Downtown Manhattan, close to subway",308799237,Lucy,Manhattan,Chinatown,40.71546,-73.9973,Private room,100,1,1,31/10/21,0.83,4,157
36408,52850559,EAST HARLEM PRIVATE APARTMENT- near mall and trans,45625618,Empressive Stays,Manhattan,East Harlem,40.79678,-73.93379,Entire home/apt,160,7,0,,,1,344
36409,52851524,Alohause | Brooklyn |Trendy & Cozy room,104017874,Alohause,Brooklyn,Bushwick,40.6993691,-73.93863169,Private room,53,30,0,,,16,218
36410,52852067,Alohause | Brooklyn | Stylish & Bright room,104017874,Alohause,Brooklyn,Bushwick,40.69975,-73.93881,Private room,49,30,0,,,16,279
36411,52852431,Artful 3-Bedroom Townhouse in Williamsburg,427916211,Rick,Brooklyn,Williamsburg,40.70771,-73.95083,Entire home/apt,556,1,1,28/11/21,1.0,1,349
36412,52853641,one bedroom in house.,418748651,Shmiel,Brooklyn,Williamsburg,40.70195,-73.95943,Private room,397,30,0,,,1,365
36413,52853673,Spacious Apartment next to Central Park.,47023469,Cleo,Manhattan,East Harlem,40.78758,-73.95257,Entire home/apt,429,1,1,26/11/21,1.0,1,166
36414,52854749,New HDTV room 25 min to Manhattan - #266,3223938,Eugene,Queens,Ridgewood,40.70281,-73.90482,Private room,32,90,0,,,180,307
36415,52854992,Large Bushwick room w/ HDTV #260,3223938,Eugene,Brooklyn,Bushwick,40.69613,-73.9189,Private room,38,90,0,,,180,307
36416,52855420,"Bushwick, HDTV room, 24 min to Manhattan, #261",3223938,Eugene,Brooklyn,Bushwick,40.6963,-73.91875,Private room,32,90,0,,,180,307
36417,52855573,Huge Private Bedroom with a Computer Desk,418761982,Lucy,Manhattan,Two Bridges,40.7117,-73.99497,Private room,64,1,3,28/11/21,2.81,5,18
36418,52855744,"Huge loft in Willamsburg, BK",7389352,Chris,Brooklyn,Greenpoint,40.72555,-73.95576,Entire home/apt,180,5,0,,,1,16
36419,52856242,UES lovely 1 bedroom apartment with Patio,424757620,Natasha,Manhattan,Upper East Side,40.77256,-73.9458,Entire home/apt,170,7,0,,,1,67
36420,52856446,Queen’s Room (Room name),427946717,Maria C,Queens,Jackson Heights,40.75301,-73.87718,Private room,60,1,10,30/11/21,10.0,3,63
36421,52856548,Exquisite Room in New York City Manhattan! NYC!!,378257823,Esrom,Manhattan,Harlem,40.81048,-73.94669,Private room,98,5,3,05/11/21,2.43,2,352
36422,52857348,NYC Private Room in Manhattan,258247777,Claudio,Manhattan,Harlem,40.81463,-73.94599,Private room,102,5,4,20/11/21,4.0,7,354
36423,52857463,Sunny room 1block to C park 5minutes to Colm UNIV,427954433,Bill,Manhattan,Upper West Side,40.79934,-73.96039,Private room,92,1,5,03/12/21,5.0,2,68
36424,52857495,Bed in Lovely apartment in Manhattan. free parking,384724749,Vivian,Manhattan,Harlem,40.81634,-73.93766,Shared room,46,1,4,10/11/21,3.43,3,62
36425,52857799,Brooklyn’s Room (Room name),427946717,Maria C,Queens,Jackson Heights,40.75465,-73.87731,Private room,55,1,8,24/11/21,8.0,3,61
36426,52857961,Amazing Studio in NYC,393474028,Rogelia Jelyn,Manhattan,Midtown,40.75441,-73.97235,Entire home/apt,132,30,0,,,12,358
36427,52858523,Mahattan’s Room (Room name),427946717,Maria C,Queens,Jackson Heights,40.75383,-73.87729,Private room,90,1,7,28/11/21,7.0,3,69
36428,52858606,20 min to Manhathan private room,70142755,Diana,Queens,Woodside,40.74375,-73.9115,Private room,69,3,4,26/11/21,3.53,2,12
36429,52858926,Luxury 1BR in Midtown East w/Fitness Center,95459395,Bluebird,Manhattan,Midtown,40.75554,-73.96244,Entire home/apt,259,30,0,,,17,365
36430,52859010,Heart of Midtown! Spacious Furnished Studio for 3!,385768205,Rizalino,Manhattan,Midtown,40.75453,-73.97317,Entire home/apt,175,3,2,12/11/21,2.0,1,64
36431,52859084,Large bedroom with a workspace & projector,427967589,Tanmay,Manhattan,Harlem,40.811405,-73.953499,Private room,103,1,0,,,1,9
36432,52860062,This is a lovely studio in an amazing location,36393546,Jose,Manhattan,East Harlem,40.79643,-73.93793,Entire home/apt,148,1,4,20/11/21,3.33,1,68
36433,52860127,Lovely studio in bushwick/Ridgewood area.,59225752,Torris,Queens,Ridgewood,40.70464,-73.90728,Entire home/apt,101,2,1,28/11/21,1.0,2,343
36434,52861365,Cozy apartment next to train and to prospect park,305489297,Stavros,Brooklyn,Windsor Terrace,40.65869,-73.9828,Entire home/apt,153,30,0,,,6,235
36435,52861792,Art & Plants,74944205,Lenin,Manhattan,Hell's Kitchen,40.75509,-73.99193,Entire home/apt,245,4,2,05/11/21,2.0,1,3
36436,52862024,Spacious midtown studio with stunning city views,316463197,Sahil,Manhattan,Murray Hill,40.74778,-73.97862,Entire home/apt,173,7,1,28/11/21,1.0,1,9
36437,52862058,Lux Studio on Wall Street. Heart of Fidi!,57586379,Chris,Manhattan,Financial District,40.70641,-74.0092,Entire home/apt,140,30,0,,,1,33
36438,52862605,Lovely 1 Bedroom Unit in Brooklyn,44295617,Philip,Brooklyn,Bedford-Stuyvesant,40.67882,-73.93918,Entire home/apt,69,30,0,,,1,327
36439,52862784,"Cozy 1 bedroom
Rental in Astoria Queens",50173892,Bryan,Queens,Astoria,40.75879,-73.91846,Entire home/apt,120,1,0,,,1,338
36440,52862855,"Location, location, location!",6203219,Amanda,Manhattan,Hell's Kitchen,40.767296,-73.983437,Entire home/apt,200,3,0,,,1,271
36441,52863943,Quiet + Calm Oasis a few block from Prospect Park,194956963,Lindsey,Brooklyn,Flatbush,40.65287,-73.9557,Private room,60,1,1,14/11/21,1.0,1,118
36442,52864022,Lovely 2 bedroom in Manhattan,422053884,Tamir,Manhattan,Kips Bay,40.74315,-73.97971,Entire home/apt,414,30,0,,,2,2
36443,52864785,Welcome to The Gray Experience -NY State of Mind,144688687,Anthony,Queens,Springfield Gardens,40.6667,-73.76345,Entire home/apt,218,1,5,26/11/21,5.0,4,347
36444,52864876,Brooklyn Oasis,45535181,Olu,Brooklyn,Crown Heights,40.67602,-73.93083,Private room,66,1,4,28/11/21,2.86,2,341
36445,52865119,Cheerful top Floor (Townhouse) in Bushwick,80500519,Taryn,Brooklyn,Bushwick,40.6893,-73.90998,Entire home/apt,291,3,2,07/11/21,1.62,1,69
36446,52865396,Charming 1 bedroom apartment in prime Williamsburg,13992160,Saurav,Brooklyn,Williamsburg,40.71935,-73.96059,Entire home/apt,100,30,0,,,1,43
36447,52865758,project brooklyn,22010249,Jose,Brooklyn,Bushwick,40.6915,-73.9129,Private room,95,3,2,01/11/21,1.5,4,57
36448,52868147,Somewhere Silk King Bed Suite ✪ Waterline views,146807013,Jean,Manhattan,Financial District,40.70744,-74.00619,Entire home/apt,226,1,2,19/11/21,2.0,1,90
36449,52868384,Viagem 2BR Entire Harlem Apt with Washer/Dryer,388643659,Viagem,Manhattan,Harlem,40.82507,-73.9406,Entire home/apt,142,31,0,,,6,250
36450,52868525,Viagem Studio Style NY Apartment in Upper Manhattan,388643659,Viagem,Manhattan,Harlem,40.82313,-73.9421,Entire home/apt,82,31,0,,,6,239
36451,52868962,"Lovely 3-bedroom, 1.5-baths apartment in Bklyn",30461967,Eli,Brooklyn,Williamsburg,40.70873,-73.96518,Entire home/apt,368,2,6,28/11/21,4.39,1,351
36452,52869658,"Premium UES 1BR w/ Gym near Carl Schurz Park, by Blueground",107434423,Blueground,Manhattan,Upper East Side,40.77895,-73.94848,Entire home/apt,288,30,0,,,308,300
36453,52871220,Furnished Cozy Room in East Village Location,305240193,June,Manhattan,East Village,40.72322,-73.98017,Private room,74,90,0,,,421,324
36454,52871655,Gorgeous 1 BR apartment in the UES- With Laundry,384532776,Nathan,Manhattan,Upper East Side,40.78369,-73.95117,Entire home/apt,105,30,0,,,32,280
36455,52871847,Furnished Bright Room in Sunset Park Location,305240193,June,Brooklyn,Sunset Park,40.65017,-74.01049,Private room,52,90,0,,,421,323
36456,52872164,Furnished Cute Room in East Harlem Location,305240193,June,Manhattan,East Harlem,40.7905,-73.94262,Private room,77,90,0,,,421,324
36457,52872574,1BR apt#3 in brownstone sleep 4. CLEAN CDC Req.,9946160,Ivana,Brooklyn,Bedford-Stuyvesant,40.68204,-73.94126,Entire home/apt,144,4,0,,,2,47
