id,geom,amenities_500,subway_500,natural_500
52262000,"40.75734,-73.99562",145.0,2,3
52262415,"40.70463,-74.01507",75.0,4,21
52262568,"40.73162,-73.99115",113.0,0,0
52262725,"40.7571,-73.9936",171.0,2,0
52262733,"40.9108,-73.90176",2.0,0,1
52262858,"40.8803,-73.86509",3.0,1,0
52262868,"40.7555,-73.99374",153.0,2,0
52263001,"40.75744,-73.99515",152.0,2,3
52263027,"40.69282,-73.92548",4.0,0,0
52263098,"40.75748,-73.99504",153.0,2,3
52263149,"40.75765,-73.99351",176.0,2,0
52263191,"40.75732,-73.99386",170.0,2,0
52263497,"40.75724,-73.99345",174.0,2,0
52264364,"40.73243,-73.98574",121.0,0,2
52264489,"40.68781,-73.91544",10.0,0,0
52264638,"40.74957,-73.99653",96.0,1,0
52264778,"40.74915,-73.99473",95.0,2,1
52266126,"40.61264,-74.15086",1.0,0,0
52266192,"40.720066,-73.955109",93.0,0,1
52266283,"40.71043,-73.95974",63.0,0,0
52266519,"40.67652,-73.91601",2.0,0,0
52266674,"40.68218,-73.93615",17.0,0,0
52266979,"40.68749,-73.97582",38.0,3,0
52267290,"40.6424,-73.99569",13.0,1,0
52267534,"40.72108,-73.99892",187.0,0,0
52268538,"40.76216,-73.92994",24.0,0,0
52268953,"40.70804,-73.94091",14.0,0,0
52271041,"40.69078278,-73.93414991",4.0,0,1
52274118,"40.69568,-73.97598",9.0,0,1
52277683,"40.74653,-73.98878",199.0,2,2
52279877,"40.68733,-73.95571",20.0,0,0
52280572,"40.66916,-73.76457",0.0,0,0
52280776,"40.71031,-73.95096",44.0,1,0
52280949,"40.59152,-73.95743",4.0,0,0
52282051,"40.74165,-73.99408",133.0,0,1
52282661,"40.7964,-73.94911",11.0,0,4
52282835,"40.68567,-73.92846",8.0,0,0
52282944,"40.79604,-73.94754",16.0,0,4
52283472,"40.80679,-73.94997",53.0,0,0
52284361,"40.6849,-73.97614",49.0,3,1
52284944,"40.65613,-73.94332",0.0,0,0
52285578,"40.68517,-73.93139",13.0,0,0
52286333,"40.70209,-73.91497",58.0,2,0
52286422,"40.66847,-73.84968",2.0,0,0
52286874,"40.68738,-73.9916",73.0,0,0
52286964,"40.80194,-73.95223",37.0,0,1
52287565,"40.82263,-73.95076",10.0,0,0
52288075,"40.68589,-73.93703",11.0,0,0
52288214,"40.77283,-73.98873",27.0,0,4
52288229,"40.62136,-73.96514",1.0,1,0
52288632,"40.59262,-73.79011",0.0,0,1
52288793,"40.71325,-73.96495",61.0,0,2
52288869,"40.59544,-73.80071",0.0,0,0
52290041,"40.76422,-73.99474",59.0,0,1
52295615,"40.84738,-73.90349",0.0,0,0
52299330,"40.68757,-73.91943",13.0,0,0
52300094,"40.67303,-73.91539",1.0,0,0
52301615,"40.72543,-74.00637",99.0,0,1
52301844,"40.67738,-73.93786",10.0,0,0
52302962,"40.85371,-73.88507",15.0,0,3
52303067,"40.79468,-73.94812",22.0,0,4
52303204,"40.79695,-73.94942",12.0,0,4
52303578,"40.81587,-73.93616",6.0,0,1
52303594,"40.65058,-73.95767",4.0,2,0
52303735,"40.75383,-73.93429",35.0,0,0
52303989,"40.7626,-73.91444",57.0,0,0
52304111,"40.68866,-73.97768",38.0,3,0
52304392,"40.84435,-73.8455",1.0,0,0
52305166,"40.69284,-73.92448",4.0,0,0
52305625,"40.69347,-73.9403",9.0,1,0
52306001,"40.75658,-73.97701",124.0,2,18
52307085,"40.58959,-73.81339",5.0,0,1
52307689,"40.82126,-73.93926",4.0,1,1
52307781,"40.7722,-73.91646",24.0,0,0
52307807,"40.79714,-73.97007",64.0,1,1
52308192,"40.75693,-73.99453",164.0,2,1
52311764,"40.76221,-73.9881",214.0,2,1
52312904,"40.64303,-73.96434",22.0,2,0
52314569,"40.7946,-73.94801",23.0,0,4
52314685,"40.79472,-73.94784",22.0,0,4
52314840,"40.76154,-73.98642",244.0,1,3
52315427,"40.79667,-73.94922",12.0,0,4
52316185,"40.74127,-73.99956",109.0,0,2
52316709,"40.69241,-73.92987",5.0,1,1
52317592,"40.76497,-73.96534",65.0,0,0
52317600,"40.74459,-73.97343",59.0,0,2
52317649,"40.79505,-73.94741",19.0,0,4
52317697,"40.74903,-74.00402",41.0,1,1
52317876,"40.7947,-73.94942",18.0,0,4
52318032,"40.79669,-73.94772",14.0,0,4
52318130,"40.60914,-73.76831",0.0,0,0
52318166,"40.688,-73.86599",7.0,0,0
52318382,"40.76381,-73.9946",69.0,0,1
52318574,"40.70318,-73.90445",59.0,2,0
52318643,"40.74347,-73.82376",4.0,0,0
52318675,"40.70031,-73.90309",57.0,2,0
52319491,"40.82888,-73.94795",22.0,0,1
52320080,"40.75314,-73.89474",18.0,0,0
52320280,"40.59766,-73.968422",1.0,0,0
52320363,"40.80322,-73.939",12.0,1,1
52320787,"40.65256,-73.74703",0.0,0,4
52320898,"40.69158082,-73.94501427",3.0,0,0
52320950,"40.76281,-73.98434",196.0,2,7
52321049,"40.750183,-73.945595",27.0,1,1
52323750,"40.78876,-73.948",41.0,0,1
52323876,"40.79571,-73.97163",65.0,1,1
52324031,"40.79576,-73.97157",64.0,1,1
52324341,"40.63793,-73.89232",0.0,0,0
52324415,"40.7035,-73.75796",0.0,0,0
52324572,"40.79626,-73.97198",59.0,1,1
52325109,"40.64299,-73.97965",7.0,0,1
52325203,"40.76445,-73.99251",104.0,0,2
52325437,"40.75244,-73.97259",130.0,2,3
52328514,"40.66741,-73.95879",10.0,0,9
52329265,"40.79483,-73.9476",21.0,0,4
52329346,"40.79551,-73.94936",12.0,0,4
52329568,"40.79489,-73.94808",19.0,0,4
52330683,"40.76479,-73.92087",93.0,0,0
52331996,"40.77393,-73.9178",20.0,0,0
52332016,"40.80502,-73.95115",51.0,0,0
52332104,"40.68576,-73.92625",10.0,0,0
52332692,"40.68399,-73.92641",9.0,0,0
52334148,"40.74604,-73.9873",214.0,2,3
52334180,"40.72777,-74.00114",169.0,0,2
52334489,"40.87256,-73.85139",1.0,1,0
52335468,"40.74278,-74.00206",116.0,0,2
52335604,"40.75239,-73.90781",10.0,0,0
52335700,"40.73746,-74.00391",113.0,2,3
52336155,"40.75313,-73.97257",135.0,2,4
52336951,"40.6809,-73.80911",0.0,0,0
52337560,"40.84226,-73.86729",0.0,1,0
52338270,"40.71539,-73.94036",30.0,0,0
52339020,"40.79596,-73.96985",66.0,1,1
52339404,"40.72459,-73.97564",15.0,0,1
52339476,"40.71893,-73.94631",38.0,0,0
52340979,"40.80112,-73.9444",19.0,1,1
52343745,"40.82075,-73.95658",6.0,0,1
52344848,"40.68565,-73.95578",18.0,0,0
52344999,"40.68595,-73.95779",23.0,0,0
52345078,"40.68718,-73.95792",23.0,0,0
52345194,"40.76571,-73.96441",58.0,0,0
52345232,"40.68602,-73.94534",5.0,0,0
52348946,"40.77313,-73.9242",17.0,0,1
52350901,"40.79752,-73.97167",52.0,1,1
52351256,"40.80869,-73.91969",2.0,0,0
52351820,"40.67458,-73.91234",1.0,0,0
52352531,"40.65055,-73.95006",0.0,0,0
52353584,"40.81794,-73.92286",2.0,0,0
52353916,"40.75823,-73.96745",94.0,2,4
52354036,"40.75989,-73.92201",68.0,0,0
52354363,"40.66248,-73.8919",1.0,0,0
52355281,"40.67426,-73.94061",2.0,0,0
52355596,"40.68395,-73.74632",0.0,0,0
52355957,"40.78517,-73.94323",24.0,0,2
52360862,"40.59837,-73.75924",1.0,1,0
52362817,"40.68467,-73.90567",1.0,2,0
52362873,"40.58308,-74.09337",1.0,0,3
52363121,"40.76548,-73.83024",26.0,0,0
52363247,"40.62857,-73.94169",0.0,0,0
52363667,"40.79476,-73.94364",32.0,0,0
52365494,"40.789291,-73.942764",34.0,0,1
52365892,"40.79832,-73.94698",17.0,0,3
52366169,"40.65555,-73.97763",11.0,0,1
52367339,"40.59849,-73.76122",0.0,1,0
52367668,"40.809891,-73.930595",2.0,0,1
52367824,"40.64321,-74.01432",12.0,0,0
52368136,"40.59882,-73.75944",1.0,1,0
52368355,"40.70643,-73.81239",12.0,1,0
52368614,"40.77005,-73.92145",41.0,0,0
52368832,"40.59836,-73.76084",0.0,1,0
52368834,"40.76286,-73.96399",72.0,0,1
52368962,"40.85701,-73.90321",2.0,0,0
52369054,"40.60059,-73.75919",1.0,3,0
52370316,"40.71752,-73.85194",9.0,0,0
