id,geom,amenities_500,subway_500,natural_500
53414192,"40.709904,-73.968636",21.0,0,2
53414458,"40.71746,-73.98719",140.0,1,3
53414537,"40.63936,-73.95301",3.0,0,0
53414867,"40.85921,-73.86986",5.0,0,0
53415176,"40.76821,-73.89715",7.0,0,0
53415204,"40.68159258,-73.98258019",54.0,3,1
53415243,"40.7818,-73.98034",71.0,2,1
53415253,"40.77966,-73.98214",66.0,2,2
53415255,"40.78118,-73.9818",67.0,2,1
53415286,"40.78172,-73.98043",71.0,2,1
53415289,"40.78152,-73.98009",72.0,2,1
53415313,"40.78121,-73.98205",68.0,2,1
53415328,"40.78109,-73.98193",68.0,2,1
53415335,"40.78155,-73.98149",71.0,2,1
53415355,"40.78108,-73.98196",68.0,2,1
53415368,"40.78,-73.98185",67.0,2,2
53415378,"40.78166,-73.98198",71.0,2,1
53415379,"40.78001,-73.98162",67.0,2,2
53415382,"40.77974,-73.9822",66.0,2,2
53415391,"40.77955,-73.98152",66.0,2,2
53415392,"40.78182,-73.9801",71.0,2,1
53415549,"40.83803351,-73.90424537",1.0,0,0
53415976,"40.71413,-73.95526",91.0,1,0
53416690,"40.6928,-73.96802",38.0,0,0
53416746,"40.68416,-73.93669",16.0,0,0
53416761,"40.68408,-73.93656",17.0,0,0
53416762,"40.68598,-73.93595",11.0,0,0
53416764,"40.68578,-73.93599",11.0,0,0
53416767,"40.68595,-73.93438",13.0,0,0
53417067,"40.74951965,-73.93580261",30.0,0,0
53417891,"40.67629,-73.92211",2.0,0,0
53418341,"40.76252,-73.99131",154.0,1,1
53418719,"40.77017,-73.96486",38.0,0,3
53418854,"40.70277742,-73.9205098",60.0,1,0
53418934,"40.87806779,-73.84992845",0.0,0,0
53420671,"40.75476,-73.96611",70.0,1,4
53420716,"40.72280072,-73.9935689",179.0,1,2
53420926,"40.84882,-73.93975",17.0,1,1
53421129,"40.74355,-73.88845",29.0,4,0
53421168,"40.74244,-73.8901",13.0,4,0
53421195,"40.74408,-73.88857",28.0,4,0
53421215,"40.74199,-73.88839",15.0,1,0
53421570,"40.76584,-73.8288",22.0,0,0
53421923,"40.78665,-73.94124",11.0,0,2
53422147,"40.73018,-73.99877",174.0,1,2
