id,geom,amenities_500,subway_500,natural_500
50535149,"40.6918,-73.95267",16.0,0,0
50535600,"40.76163,-73.98678",239.0,1,2
50535731,"40.74548,-73.98265",216.0,1,2
50538300,"40.76416,-73.98781",178.0,1,2
50538586,"40.66745,-73.95962",9.0,0,13
50539494,"40.82316,-73.88633",0.0,0,1
50540529,"40.74264,-73.97337",43.0,0,1
50540716,"40.70003,-73.84181",0.0,0,0
50542216,"40.76231,-73.96092",57.0,0,1
50542617,"40.72748,-74.00279",161.0,0,2
50543153,"40.75545,-73.99537",134.0,2,3
50543254,"40.71236,-73.96586",54.0,0,2
50543572,"40.70493755,-74.00757596",131.0,3,4
50544637,"40.71102,-73.9645",53.0,0,2
50545578,"40.58899,-73.81077",2.0,0,1
50545664,"40.63829,-73.90112",0.0,0,0
50546587,"40.75969,-73.99194",193.0,1,1
50547429,"40.77667,-73.94955",89.0,0,2
50547960,"40.73366,-74.00065",152.0,1,2
50548041,"40.67667,-73.93934",9.0,0,0
50548558,"40.80062,-73.94772",20.0,0,1
50549001,"40.6989,-73.93892",13.0,1,0
50549725,"40.73212,-73.99752",155.0,1,2
50550368,"40.76263,-73.99288",123.0,1,2
50550783,"40.70262,-73.91975",61.0,1,0
50550807,"40.82076,-73.94677",9.0,0,0
50550914,"40.66559,-73.98845",45.0,3,0
50551031,"40.8094,-73.94546",25.0,0,0
50551102,"40.70041,-73.91948",50.0,1,0
50551160,"40.73366,-73.99246",99.0,0,1
50552044,"40.70315,-73.91472",58.0,2,0
50552494,"40.70412,-73.91475",47.0,1,0
50552681,"40.70293,-73.91412",61.0,2,0
50552859,"40.70402,-73.91484",48.0,1,0
50552956,"40.83093,-73.8932",1.0,0,0
50554478,"40.608604,-73.977539",4.0,3,0
50555048,"40.66459,-73.99172",33.0,0,0
50556425,"40.66572,-73.9939",16.0,4,0
50556675,"40.66375,-73.99168",28.0,0,0
50557109,"40.6639,-73.99186",27.0,0,0
50557626,"40.66594,-73.99364",17.0,4,0
50558313,"40.66525,-73.99159",33.0,1,0
50561233,"40.69136,-73.92682",4.0,0,1
50563028,"40.7467,-74.00189",71.0,1,0
50563385,"40.69713,-73.92743",22.0,1,0
50564286,"40.794,-73.94453",36.0,0,1
50564872,"40.76177,-73.96664",81.0,1,2
50566500,"40.85096,-73.92862",5.0,0,1
50567735,"40.71754,-73.94252",29.0,0,0
50568691,"40.69445,-73.96114",14.0,0,0
50569755,"40.67642,-73.95469",41.0,2,0
