id,geom,amenities_500,subway_500,natural_500
1166890,"40.81112,-73.95777",28.0,0,1
1182186,"40.80723,-73.95411",54.0,0,1
1182189,"40.73158,-73.99723",158.0,1,2
1198874,"40.7648,-73.98469",178.0,1,6
1200625,"40.62268,-73.92894",2.0,0,0
1242736,"40.7353,-73.95795",16.0,0,2
1256670,"40.77674,-73.95164",122.0,0,0
1268154,"40.72547,-73.90248",9.0,0,0
1268175,"40.72178,-73.97782",26.0,0,2
1278469,"40.70787,-73.92051",26.0,0,0
1290315,"40.77811,-73.98825",5.0,0,3
1294403,"40.80117,-73.96661",70.0,0,2
1312945,"40.64434,-73.98199",10.0,0,1
1322917,"40.78019,-73.95318",99.0,0,0
1352676,"40.74363,-73.97968",168.0,0,0
1353085,"40.73329,-74.00405",161.0,2,1
1355468,"40.79883,-73.96234",50.0,0,1
1355654,"40.72824,-73.98336",141.0,0,3
1403827,"40.69141,-73.94652",4.0,0,0
1407633,"40.80862,-73.95329",48.0,0,0
1408353,"40.76395,-73.9867",190.0,1,4
1414305,"40.72655,-73.94304",9.0,0,1
1453998,"40.68609,-73.97624",47.0,3,0
1506911,"40.74941,-73.99318",120.0,2,1
1513777,"40.79865,-73.96831",67.0,1,1
1521102,"40.62529,-73.96042",2.0,0,0
1535236,"40.68678,-73.95372",16.0,0,0
1545654,"40.70807,-73.9546",28.0,1,0
1550558,"40.71042,-73.96256",58.0,0,2
1584619,"40.77753,-73.98898",6.0,0,3
1596404,"40.6719,-73.92711",2.0,0,0
1596603,"40.75924,-73.93317",15.0,0,0
1614417,"40.6656,-73.91224",3.0,0,0
1634856,"40.71789,-73.9589",92.0,0,2
1640700,"40.69408,-73.9744",19.0,0,0
1650976,"40.7101,-73.96542",44.0,0,2
1654623,"40.68628,-73.95111",11.0,0,0
1654970,"40.67907,-73.9767",77.0,1,0
1678380,"40.72264,-73.9974",150.0,0,1
1693711,"40.69707,-73.92089",28.0,2,0
1707850,"40.65897,-73.94957",6.0,0,0
1709089,"40.71427,-73.9597",98.0,0,0
1712202,"40.76131,-73.92367",64.0,0,0
1724731,"40.74411,-74.00728",66.0,0,1
1744709,"40.67915,-73.92254",4.0,0,0
1746582,"40.72749,-73.98873",176.0,0,0
1756174,"40.72264,-73.98157",78.0,1,2
1763008,"40.6766,-73.97126",51.0,0,2
1778810,"40.68489,-73.97167",46.0,2,2
1793104,"40.82361,-73.94583",17.0,0,0
1806440,"40.71912,-73.95743",77.0,0,2
1851567,"40.80633,-73.94987",53.0,0,0
1861572,"40.743771,-73.987869",207.0,1,3
1879573,"40.7174,-73.99738",241.0,0,4
1887600,"40.7488,-73.98244",214.0,3,11
1901154,"40.82643,-73.94208",10.0,1,0
1914185,"40.5791,-73.95726",5.0,0,1
1917703,"40.74918,-73.98486",181.0,2,11
