id,geom,amenities_500,subway_500,natural_500
52386218,"40.76587,-73.92287",72.0,0,0
52386386,"40.8768,-73.89802",0.0,0,1
52387398,"40.75543,-73.99809",83.0,1,4
52388002,"40.78374,-73.95105",77.0,0,0
52389238,"40.68848,-73.91744",11.0,0,0
52389378,"40.81951,-73.95308",6.0,0,1
52389496,"40.63471,-73.89161",0.0,0,0
52389697,"40.74331,-73.89712",17.0,4,0
52390223,"40.78742,-73.98114",48.0,0,2
52390538,"40.68236,-73.92845",8.0,0,0
52390610,"40.63305,-73.89198",0.0,0,1
52391022,"40.64125,-73.95196",2.0,0,0
52396758,"40.68578,-73.94338",4.0,0,0
52396990,"40.65732,-73.95793",13.0,2,0
52397106,"40.65691,-73.95627",12.0,2,0
52397196,"40.65707,-73.95589",13.0,1,0
52397269,"40.65688,-73.95803",12.0,2,0
52397728,"40.64356,-73.99233",5.0,1,0
52398082,"40.66339,-73.95476",11.0,0,0
52398287,"40.72282,-73.99203",192.0,1,2
52398302,"40.66136,-73.94037",1.0,0,0
52398423,"40.68708,-73.95563",20.0,0,0
52398478,"40.6872,-73.95755",23.0,0,0
52399073,"40.77706,-73.95431",109.0,0,0
52399609,"40.68844,-73.93717",2.0,0,1
52399899,"40.68656,-73.94428",4.0,0,0
52399947,"40.67182929,-73.97310842",21.0,0,1
52401539,"40.87249,-73.90027",0.0,0,1
52401595,"40.68374,-73.95399",17.0,1,0
52401622,"40.70451,-74.01643",47.0,4,20
52402926,"40.796,-73.96411",42.0,0,1
52403053,"40.72111,-73.99171",207.0,1,2
52403339,"40.85002,-73.93937",17.0,1,1
52403401,"40.72285,-73.99268",189.0,1,2
52403404,"40.7231,-73.99276",187.0,1,2
52403428,"40.71540757,-73.91218097",6.0,0,0
52403473,"40.68692,-73.95577",20.0,0,0
52403518,"40.79563,-73.96461",42.0,0,1
52403596,"40.72154,-73.99328",228.0,1,2
52404057,"40.7717,-73.95397",109.0,0,1
52404169,"40.75707,-73.99293",184.0,2,0
52404207,"40.75798,-73.99331",177.0,1,0
52404336,"40.72283,-73.99283",191.0,1,2
52404485,"40.63727,-73.94652",1.0,0,0
52404588,"40.77961,-73.84254",3.0,0,0
52405277,"40.66996,-73.89076",0.0,0,0
52405840,"40.76027,-73.92132",73.0,0,0
52406162,"40.72133,-73.99178",212.0,1,2
52406468,"40.68863,-73.93278",3.0,0,1
52406860,"40.69045,-73.90434",7.0,1,0
52407038,"40.71059,-73.95927",63.0,0,0
52407383,"40.68087,-73.97462",60.0,3,1
52408105,"40.70692,-74.01178",146.0,7,10
52408430,"40.70807,-73.91332",13.0,0,0
52408696,"40.66539,-73.75079",1.0,0,0
52408891,"40.77376,-73.91832",19.0,0,0
52408941,"40.63038,-73.92098",1.0,0,1
52410548,"40.79594,-73.96441",44.0,0,1
52410593,"40.81655,-73.94539",11.0,0,0
52411201,"40.77195,-73.95582",115.0,0,0
52411806,"40.701,-73.91855",55.0,1,0
52414620,"40.70395,-74.00813",110.0,2,4
52417096,"40.73951,-73.98182",116.0,0,2
52417258,"40.6907,-73.79721",1.0,0,0
52417450,"40.77789,-73.97678",51.0,2,6
52417541,"40.68984,-73.91707",8.0,0,0
