id,geom,amenities_500,subway_500,natural_500
39024243,"40.73757,-74.00316",116.0,2,2
39024245,"40.58935,-73.79265",1.0,0,1
39024603,"40.70026,-73.9376",15.0,1,0
39024731,"40.73892,-74.00478",108.0,0,3
39024944,"40.73884,-74.00342",115.0,0,3
39025632,"40.70225,-73.93779",16.0,1,0
39028036,"40.67621,-74.0039",13.0,0,1
39028402,"40.66167,-73.99132",23.0,0,0
39028557,"40.71256,-73.96253",76.0,0,2
39029793,"40.732,-74.00283",188.0,2,2
39029925,"40.71998,-73.95453",90.0,0,1
39029972,"40.74097,-73.98154",149.0,0,0
39031849,"40.79614,-73.9481",14.0,0,4
39033318,"40.67026,-73.93575",3.0,0,0
39034248,"40.7009,-73.75192",0.0,0,0
39034756,"40.70449,-73.91669",45.0,0,0
39035186,"40.7182,-73.99388",294.0,1,3
39035532,"40.69097,-73.95068",14.0,0,0
39036247,"40.69319,-73.91455",16.0,0,0
39036581,"40.68815,-73.91053",12.0,1,0
39036790,"40.68647,-73.91042",8.0,2,0
39052611,"40.58852,-73.8152",5.0,0,1
39053981,"40.73122,-74.00118",192.0,2,2
39054711,"40.67471,-73.95323",37.0,1,0
39054797,"40.67111,-73.91361",2.0,0,0
39057955,"40.75739,-73.91733",37.0,0,0
39058145,"40.65868,-73.91194",0.0,0,0
39058347,"40.69376,-73.90709",24.0,0,0
39058690,"40.70052,-73.73884",0.0,0,0
39059690,"40.83229,-73.94352",16.0,0,1
39059931,"40.78505,-73.95575",36.0,0,1
39060270,"40.74683,-73.95692",38.0,0,4
39063314,"40.76436,-73.98317",191.0,1,8
39066657,"40.67563,-73.92374",2.0,0,0
39072592,"40.68726,-73.98982",75.0,0,0
39074638,"40.68361,-73.91959",13.0,0,0
39075331,"40.76896,-73.91539",50.0,0,0
39075477,"40.71674,-73.94072",24.0,0,0
39079171,"40.69125,-73.91641",13.0,0,0
39081063,"40.80189,-73.94375",21.0,1,0
39083120,"40.64167,-74.09808",4.0,0,3
39083177,"40.6915,-73.92824",4.0,0,1
39083245,"40.77182,-73.95843",113.0,0,0
39084990,"40.74214,-73.81386",5.0,0,0
39086622,"40.71937,-73.9865",137.0,1,3
39087293,"40.67242,-73.75004",0.0,0,0
39090973,"40.75272,-73.88327",46.0,0,0
39091454,"40.79828,-73.96023",30.0,0,1
39100961,"40.76387,-73.97653",106.0,1,14
39103956,"40.71005,-74.01478",66.0,5,12
39105956,"40.72416,-74.00498",100.0,0,0
39112224,"40.75309,-73.97134",110.0,2,3
39112832,"40.73935,-73.89192",4.0,0,0
39113138,"40.8469,-73.90458",0.0,0,0
39114301,"40.69807,-73.91015",65.0,1,0
39117708,"40.6975,-73.91591",38.0,2,0
39122763,"40.74489,-73.87263",8.0,0,0
39123850,"40.62573,-74.0266",25.0,0,0
39125813,"40.52339,-74.20517",4.0,0,5
39126988,"40.68786,-73.96036",19.0,0,0
39128021,"40.76993,-73.95856",84.0,0,0
39128779,"40.76501,-73.98188",173.0,1,8
39130186,"40.68802,-73.91034",11.0,1,0
39130673,"40.71445,-73.91041",13.0,0,0
39131261,"40.70446,-73.91988",53.0,0,0
39132093,"40.63391,-73.94864",1.0,0,1
39132278,"40.70984,-73.80173",7.0,0,1
39135161,"40.74517,-73.91328",8.0,0,1
39135437,"40.69111,-73.92453",4.0,0,0
39136584,"40.7627,-73.98871",204.0,2,2
39136879,"40.69793,-73.92945",25.0,1,0
39138188,"40.68173,-73.91253",5.0,0,0
39139580,"40.71776,-73.98187",43.0,1,0
39146672,"40.81361,-73.88933",0.0,0,0
39148874,"40.63185,-73.95525",1.0,0,1
39149013,"40.6903,-73.95507",18.0,0,0
39150564,"40.77471,-73.95629",118.0,0,0
39151119,"40.66955,-73.86958",2.0,0,0
39153442,"40.67577,-73.94732",18.0,0,0
39153649,"40.77057,-73.9621",62.0,0,1
39153742,"40.77041,-73.95494",92.0,0,1
39154426,"40.74005,-73.97995",102.0,0,2
39154799,"40.77513,-73.94952",72.0,0,1
