id,geom,amenities_500,subway_500,natural_500
52492995,"40.67857,-73.91423",1.0,0,0
52494046,"40.61944,-74.08612",0.0,0,0
52494665,"40.7543,-73.99763",98.0,1,3
52495224,"40.70049,-73.92773",44.0,1,0
52495311,"40.75079,-73.99625",103.0,1,1
52496006,"40.69071,-73.93449",5.0,0,1
52496794,"40.80589,-73.94303",17.0,1,0
52497241,"40.68887,-73.91916",9.0,0,0
52497751,"40.80817,-73.94123",13.0,1,0
52498271,"40.80621,-73.9416",14.0,1,0
52499031,"40.73827,-73.8983",5.0,0,0
52500005,"40.7009,-73.90484",65.0,2,0
52500546,"40.68224,-73.95427",15.0,1,0
52505195,"40.72886,-73.97797",39.0,0,3
52505256,"40.81487,-73.94631",14.0,0,0
52505435,"40.6818,-73.91989",10.0,0,0
52505766,"40.68264,-73.92202",10.0,0,0
52507194,"40.85508,-73.90143",1.0,0,0
52507609,"40.68826,-73.91918",9.0,0,0
52508207,"40.67338,-73.94499",8.0,0,0
52508237,"40.73026,-73.99029",151.0,0,1
52508357,"40.6901,-73.91837",8.0,0,0
52508579,"40.64728,-73.90986",1.0,0,0
52508681,"40.82291,-73.94939",12.0,0,0
52508703,"40.68998,-73.91729",9.0,0,0
52508754,"40.73521,-73.89534",2.0,0,0
52509003,"40.78734,-73.98059",52.0,0,2
52509007,"40.73709,-73.89637",3.0,0,0
52509268,"40.68807,-73.91888",10.0,0,0
52509666,"40.75846,-73.93901",22.0,0,1
52510302,"40.68844,-73.951",11.0,0,0
52510470,"40.74762,-73.98873",199.0,2,1
52510586,"40.75678,-73.93828",32.0,0,0
52511469,"40.81638,-73.9378",5.0,0,1
52514131,"40.69941,-73.93896",14.0,1,0
52514197,"40.76281,-73.96236",65.0,0,1
52514393,"40.72667,-73.80896",1.0,0,0
52514819,"40.72654,-73.98693",184.0,0,2
52514828,"40.80602,-73.94135",13.0,1,0
52515515,"40.67411,-73.92989",4.0,0,0
52515757,"40.72957,-73.9797",74.0,0,5
52515771,"40.68893,-73.93688",3.0,0,1
52515784,"40.75537,-73.99331",156.0,3,0
52516040,"40.75575,-73.9938",159.0,2,0
52516129,"40.72845,-73.9866",172.0,0,2
52516165,"40.75575,-73.99384",159.0,2,0
52516319,"40.7572,-73.99524",152.0,2,3
52516409,"40.80052,-73.93531",14.0,0,1
52516724,"40.71585,-73.96411",73.0,0,2
52516756,"40.76078,-73.96589",91.0,1,2
52516992,"40.77193,-73.92282",19.0,0,0
52517051,"40.72648,-73.98814",187.0,0,0
52517298,"40.67938,-73.96954",64.0,0,2
52517796,"40.73509,-73.89535",2.0,0,0
52518092,"40.77437,-73.9151",23.0,0,0
52519097,"40.67459,-73.96119",46.0,1,0
52519640,"40.72636,-73.98673",184.0,0,2
52519928,"40.76534,-73.99305",69.0,0,2
52521975,"40.75894,-73.96559",97.0,1,2
52523649,"40.76294,-73.96794",75.0,1,4
52525014,"40.66571,-73.95009",8.0,0,0
52525757,"40.76462,-73.96866",59.0,0,6
52526027,"40.76786,-73.9521",51.0,0,2
52526346,"40.78053,-73.97375",56.0,0,4
52527112,"40.75287,-73.99465",136.0,3,3
52527249,"40.66441,-73.95339",10.0,0,0
52527334,"40.75554,-73.82431",19.0,0,0
52527375,"40.70561,-73.93824",21.0,1,0
52527648,"40.75082,-73.96971",69.0,1,3
52530164,"40.76755,-73.74646",1.0,0,3
52530336,"40.69108,-73.93555",2.0,0,1
52532860,"40.74967,-73.87056",7.0,0,0
52533092,"40.71918,-73.98897",168.0,1,3
52533102,"40.72059,-73.98697",144.0,1,3
52533165,"40.6865,-73.9288",7.0,0,0
52533564,"40.72103,-73.98874",166.0,1,2
52533573,"40.71908,-73.98687",142.0,1,3
52533590,"40.72084,-73.98722",148.0,1,3
52533623,"40.71948,-73.98696",144.0,1,2
52533655,"40.7189,-73.98751",157.0,1,3
52533687,"40.72051,-73.98903",163.0,1,2
52533706,"40.71941,-73.98705",149.0,1,2
52533723,"40.8512,-73.93605",25.0,1,1
52533829,"40.72104,-73.98768",151.0,1,3
52533958,"40.71903,-73.98829",161.0,1,3
52534048,"40.71893,-73.98877",170.0,1,3
52534080,"40.72087,-73.98836",153.0,1,2
52534089,"40.71934,-73.98721",151.0,1,3
52534194,"40.71897,-73.98823",161.0,1,3
52534237,"40.71894,-73.9886",167.0,1,3
52534281,"40.75092,-73.99803",69.0,1,0
52534282,"40.71909,-73.98873",169.0,1,3
52534373,"40.72021,-73.98714",145.0,1,3
52534402,"40.72056,-73.98894",164.0,1,2
52534436,"40.72099,-73.98839",152.0,1,2
52534513,"40.71883,-73.98688",145.0,1,3
52534523,"40.71899,-73.98837",163.0,1,3
52534533,"40.72064,-73.98724",147.0,1,3
52534605,"40.72085,-73.98895",168.0,1,2
52534620,"40.72051,-73.98871",161.0,1,2
52534652,"40.72064,-73.98909",170.0,1,2
52534722,"40.71978,-73.98164",46.0,1,1
52534815,"40.7494,-73.99601",102.0,1,1
52534882,"40.78048255,-73.95384369",94.0,0,1
52534962,"40.70011,-73.79401",2.0,1,0
52535017,"40.76646,-73.9227",64.0,0,0
52535027,"40.64564,-74.01864",7.0,0,0
52535759,"40.76835,-73.9596",72.0,0,0
52536023,"40.75026,-73.99489",107.0,2,1
52536372,"40.6846,-73.95039",13.0,1,0
52536476,"40.75407,-73.96937",100.0,2,4
52544162,"40.82221,-73.9418",6.0,1,0
52544742,"40.70701,-73.95095",19.0,0,0
52544944,"40.65019,-74.00878",21.0,0,0
52545450,"40.66057,-73.99321",18.0,0,0
52545468,"40.81218,-73.95301",21.0,0,0
52545955,"40.72349,-73.97988",73.0,0,2
52546073,"40.68972,-73.91681",9.0,0,0
52547011,"40.68353,-73.91058",6.0,1,0
52547017,"40.77805,-73.98519",37.0,2,2
52547649,"40.78824,-73.94192",20.0,0,1
52548658,"40.6951,-73.94353",3.0,0,0
52548697,"40.69098,-73.9242",7.0,0,0
52548865,"40.79431,-73.94499",33.0,0,1
52549681,"40.72085,-73.98889",168.0,1,2
52549974,"40.79957,-73.96581",70.0,0,1
52550598,"40.80102,-73.96279",59.0,0,2
52550721,"40.64366,-73.95223",2.0,0,0
52551120,"40.72107,-73.99284",229.0,1,2
52551302,"40.74146,-73.98377",176.0,0,2
52551308,"40.745,-73.98127",204.0,0,0
52551893,"40.76222,-73.97535",115.0,2,15
52551903,"40.76333,-73.97552",108.0,0,11
52551973,"40.72125,-73.99319",225.0,1,2
52551976,"40.7618,-73.97579",120.0,2,15
52551990,"40.7615,-73.9775",150.0,1,15
52552429,"40.72273,-73.99108",183.0,1,2
52552638,"40.72067,-73.99202",215.0,1,2
52552777,"40.65511,-73.95135",2.0,0,0
52552836,"40.76348,-73.97542",105.0,0,11
52552844,"40.76156,-73.97564",124.0,2,16
52552861,"40.76346,-73.97686",111.0,1,11
52552863,"40.76348,-73.97596",109.0,1,11
52552869,"40.76145,-73.97606",126.0,2,16
52552873,"40.76308,-73.97754",129.0,1,10
52553133,"40.76301,-73.97743",130.0,2,12
52553139,"40.76345,-73.97726",123.0,1,11
52553144,"40.76203,-73.97552",118.0,2,15
52553150,"40.76346,-73.97684",110.0,1,11
52553154,"40.76338,-73.97579",105.0,1,10
52553162,"40.76193,-73.97553",119.0,2,15
52553165,"40.76146,-73.97521",123.0,2,16
52553198,"40.76187,-73.97755",147.0,1,15
52553202,"40.76273,-73.9752",110.0,1,15
52553205,"40.7617,-73.97527",118.0,2,15
52553208,"40.76347,-73.97667",109.0,1,11
52553406,"40.7631,-73.97724",125.0,1,10
52553425,"40.7635,-73.97536",105.0,0,11
52553432,"40.76205,-73.97731",140.0,2,15
52553434,"40.76184,-73.97574",120.0,2,15
52553457,"40.76352,-73.97554",107.0,0,11
52553462,"40.76169,-73.9752",120.0,2,15
52553466,"40.76365,-73.9757",105.0,1,11
52553468,"40.76147,-73.9773",145.0,1,15
52553472,"40.76224,-73.9773",137.0,2,15
52553481,"40.76145,-73.97751",151.0,1,15
52553488,"40.76273,-73.97749",136.0,2,15
52553506,"40.76363,-73.9766",110.0,1,11
52553510,"40.76229,-73.97755",143.0,2,15
52553514,"40.76315,-73.97703",120.0,1,10
52553519,"40.76227,-73.97525",116.0,2,15
52553524,"40.76327,-73.97557",107.0,0,11
52553530,"40.76205,-73.9753",116.0,2,15
52553537,"40.76359,-73.97734",126.0,1,11
52553541,"40.76281,-73.97541",108.0,1,15
52553544,"40.76344,-73.97523",105.0,0,11
52553547,"40.76176,-73.97757",149.0,1,15
52553725,"40.76121,-73.98882",234.0,1,1
52554131,"40.7686,-73.92968",22.0,0,2
52554296,"40.74938,-73.99642",98.0,1,1
52554380,"40.8081,-73.94708",29.0,0,0
52554389,"40.74879,-73.99491",99.0,2,1
52554445,"40.75057,-73.9965",101.0,1,0
52555016,"40.69557,-73.92647",16.0,1,1
52555034,"40.76832,-73.92503",37.0,0,0
52555884,"40.65675,-73.87807",1.0,0,0
52556033,"40.79602,-73.96985",66.0,1,1
52556574,"40.67666,-73.83688",0.0,0,0
52557528,"40.74424,-73.91083",9.0,0,0
52557797,"40.65468,-73.91939",0.0,0,0
52558699,"40.7928,-73.94448",44.0,0,1
52561467,"40.71678,-73.95756",99.0,1,0
52561503,"40.7518,-73.97348",127.0,2,3
52562360,"40.89365,-73.86101",0.0,0,0
52562428,"40.77719,-73.94722",73.0,0,3
52562829,"40.72169,-73.98525",137.0,1,2
52563218,"40.72736,-73.9872",177.0,0,2
52563229,"40.73565,-73.89511",2.0,0,0
52564818,"40.79477,-73.9496",18.0,0,4
52565133,"40.80014,-73.94922",18.0,0,1
