id,geom,amenities_500,subway_500,natural_500
51321125,"40.69068,-73.91041",19.0,1,0
51321191,"40.69828,-73.92942",23.0,1,0
51321207,"40.74644,-73.98858",204.0,2,2
51321386,"40.74775,-73.9888",204.0,2,1
51321554,"40.74803,-73.98836",205.0,2,1
51321714,"40.7463,-73.98842",205.0,2,2
51321749,"40.64922,-73.94555",0.0,0,0
51321883,"40.7462,-73.98864",205.0,2,3
51322098,"40.74615,-73.98668",214.0,2,3
51322114,"40.69351,-73.94221",5.0,0,0
51322314,"40.74748,-73.98884",200.0,2,1
51322766,"40.75556,-73.99371",155.0,2,0
51323236,"40.75567,-73.9955",137.0,2,3
51323538,"40.75725,-73.99563",145.0,2,3
51324863,"40.74817,-73.987",206.0,2,1
51325033,"40.74675,-73.98689",209.0,2,2
51325397,"40.74607,-73.98845",206.0,2,3
51326241,"40.79503,-73.94766",18.0,0,4
51326439,"40.79666,-73.94762",14.0,0,4
51326519,"40.756001,-73.955002",5.0,1,3
51326534,"40.7567,-73.96812",100.0,2,4
51326880,"40.75558,-73.99355",156.0,2,0
51327110,"40.7653,-73.98853",136.0,1,2
51327187,"40.75563,-73.99364",158.0,2,0
51327546,"40.671562,-73.891777",0.0,0,0
51327577,"40.72584,-73.9901",179.0,0,1
51330016,"40.76274,-73.99269",130.0,1,2
51330421,"40.76905,-73.96029",69.0,0,0
51330832,"40.68985,-73.91425",12.0,0,0
51332163,"40.68969,-73.97232",46.0,1,0
51332325,"40.67717,-73.79506",2.0,0,0
51332358,"40.69036,-73.97346",42.0,0,0
51332671,"40.7057,-73.93818",21.0,1,0
51333702,"40.69778,-73.7924",3.0,0,0
51335945,"40.74747,-73.98674",200.0,2,1
51336943,"40.66114,-73.99471",20.0,0,0
51337620,"40.86814,-73.92743",10.0,0,2
51339023,"40.74607,-73.98677",216.0,2,3
51339218,"40.74698,-73.98693",199.0,2,2
51339531,"40.74777,-73.98877",203.0,2,1
51340045,"40.74159,-73.98829",173.0,0,2
51340306,"40.68869,-73.95525",17.0,0,0
51340754,"40.69984,-73.90535",59.0,1,0
51342382,"40.6699,-73.98119",61.0,0,0
51342538,"40.76719,-73.98605",121.0,1,2
51343103,"40.7011,-73.90398",63.0,2,0
51343497,"40.70113,-73.90395",63.0,2,0
51343672,"40.7299,-73.98913",170.0,0,2
51343758,"40.69896,-73.90463",60.0,1,0
51343896,"40.72997,-73.98734",167.0,0,3
51344110,"40.74125,-73.98305",168.0,0,2
51344224,"40.76513,-73.9132",52.0,0,0
51344320,"40.72983,-73.96063",19.0,0,1
51344474,"40.68721,-73.93067",10.0,0,0
51344878,"40.68585,-73.93095",13.0,0,0
51345084,"40.68601,-73.93279",13.0,0,0
51346279,"40.78115,-73.95866",40.0,0,3
51346349,"40.77586,-73.95419",120.0,0,0
51346453,"40.81028,-73.95175",26.0,0,0
51346819,"40.81212,-73.95199",15.0,0,0
51347340,"40.7214,-73.98841",158.0,1,2
51347497,"40.73959,-73.87008",7.0,0,0
51349209,"40.70164,-73.89232",22.0,0,0
51349741,"40.72805,-73.98273",130.0,0,3
51349805,"40.71986,-73.99429",240.0,1,2
51350332,"40.82635,-73.92188",6.0,0,0
51350836,"40.78358,-73.94449",40.0,0,2
51350849,"40.78487,-73.94229",12.0,0,2
51351987,"40.74649,-73.98256",221.0,1,2
51351995,"40.87011,-73.83514",1.0,0,0
51356492,"40.7469,-73.98666",203.0,2,2
51356865,"40.74681,-73.98898",196.0,2,2
51357616,"40.76387,-73.88042",8.0,0,0
51358030,"40.79508,-73.94729",19.0,0,4
51358202,"40.89314,-73.8598",0.0,0,0
51358344,"40.67405,-73.95995",47.0,1,0
51359407,"40.7544,-73.99708",112.0,1,3
51360243,"40.71935,-73.94688",46.0,0,0
51361856,"40.78278,-73.95371",64.0,0,1
51362020,"40.74811,-73.98744",207.0,2,1
51363890,"40.62613,-74.07805",6.0,0,0
51364003,"40.68761,-73.92432",11.0,0,0
51364750,"40.81651,-73.94634",13.0,0,0
51366512,"40.72745,-73.98811",175.0,0,1
51367149,"40.76323,-73.9931",114.0,1,2
51367772,"40.673634,-73.878761",1.0,0,0
51367794,"40.84529,-73.94187",8.0,1,1
51370299,"40.70543,-74.00913",144.0,5,5
51370430,"40.74308,-73.97354",52.0,0,1
51370440,"40.74475,-73.97356",63.0,0,2
51374868,"40.70848,-73.95338",30.0,1,0
51374873,"40.68813,-73.94573",5.0,0,0
51375151,"40.83669,-73.85811",3.0,1,0
51376033,"40.69888,-73.91213",69.0,2,0
51382527,"40.86392,-73.85427",0.0,0,0
51382663,"40.6789,-73.82392",2.0,0,0
51384358,"40.74898,-73.81586",6.0,0,0
51384921,"40.71416,-73.93912",24.0,0,1
51385479,"40.78722,-73.94913",48.0,0,1
51386324,"40.75164,-73.97196",112.0,2,2
51386422,"40.65868,-73.96217",10.0,2,3
51386433,"40.70584,-73.83413",9.0,0,0
51387294,"40.74807,-73.95683",27.0,0,4
51387550,"40.70679,-73.83603",7.0,0,0
51387723,"40.63704,-73.93993",0.0,0,0
51389174,"40.6794,-73.79653",1.0,0,0
51389263,"40.64176,-73.97222",16.0,0,0
51390060,"40.67788,-73.82385",3.0,0,0
51391672,"40.68993,-73.93829",3.0,0,0
51397063,"40.68247,-73.95467",15.0,1,0
51399678,"40.71033,-73.95558",60.0,1,0
51400328,"40.65827,-73.95176",5.0,0,0
51401191,"40.67482,-73.76599",1.0,0,0
51401453,"40.66823,-73.99329",16.0,4,1
51401513,"40.69212,-73.96066",21.0,0,0
51402328,"40.62816,-73.95627",1.0,0,1
51402585,"40.68974,-73.91869",8.0,0,0
51402591,"40.74094,-73.99958",102.0,0,2
51402678,"40.73385,-73.95846",25.0,0,2
51403200,"40.77568,-73.9557",114.0,0,0
51403339,"40.7827,-73.95408",61.0,0,1
51404361,"40.69892,-73.89914",36.0,0,0
51406255,"40.77996,-73.97917",75.0,2,2
51406622,"40.87851,-73.85034",0.0,0,0
51406742,"40.72287,-73.99342",184.0,1,2
51407096,"40.61616,-74.06902",0.0,0,1
51409151,"40.64826,-73.92052",1.0,0,0
51409317,"40.71147,-73.93956",23.0,0,0
51409979,"40.72084,-73.99353",224.0,1,2
51410480,"40.72117,-73.99172",208.0,1,2
51410607,"40.72098,-73.99284",229.0,1,2
51410678,"40.72094,-73.99135",193.0,1,2
51410905,"40.72123,-73.99131",193.0,1,2
51410966,"40.72238,-73.99349",199.0,1,2
51411027,"40.72164,-73.99351",223.0,1,2
51411120,"40.72097,-73.99187",210.0,1,2
51411254,"40.72112,-73.99289",227.0,1,2
51411625,"40.76338,-73.87012",7.0,0,0
51411714,"40.69743,-73.93629",7.0,1,0
51412408,"40.76124,-73.86912",11.0,0,0
51412723,"40.75643,-73.96572",72.0,1,2
51413806,"40.76045,-73.8739",14.0,0,0
51418549,"40.70781,-74.01631",66.0,3,21
51418956,"40.76676,-73.98375",134.0,1,5
51421349,"40.742001,-73.816513",4.0,0,0
51423022,"40.71154,-74.00656",109.0,5,5
51423505,"40.75408,-73.98452",179.0,3,16
51425482,"40.733143,-74.009605",53.0,1,1
51426722,"40.70161,-73.91929",59.0,1,0
51427125,"40.65146,-73.96112",5.0,3,1
51428533,"40.65297,-73.95967",5.0,3,1
51429927,"40.62193,-74.02218",5.0,0,0
51430122,"40.7672,-73.92327",52.0,0,0
51432910,"40.58989,-73.81139",3.0,0,1
51433519,"40.73801,-73.98397",116.0,0,3
51434147,"40.80203,-73.96501",70.0,0,3
51439322,"40.69135,-73.8067",3.0,0,0
51439915,"40.68734,-73.98132",41.0,3,0
51441187,"40.706799,-73.781601",1.0,0,0
51443399,"40.59418,-73.95103",1.0,0,0
51443431,"40.74519,-73.999",91.0,1,0
51444181,"40.676884,-73.907265",4.0,5,0
51444428,"40.61351,-73.95491",2.0,0,0
51444465,"40.76844,-73.90397",5.0,0,0
51444558,"40.6328,-73.97079",5.0,0,0
51444991,"40.67353,-73.96591",30.0,0,2
51445187,"40.8756,-73.90973",1.0,0,1
51445783,"40.67141,-73.98015",59.0,0,0
51446334,"40.77836,-73.97911",55.0,2,3
51447187,"40.76784,-73.95816",67.0,0,1
51447515,"40.755787,-73.965126",60.0,1,2
51447533,"40.69526,-73.93194",13.0,2,1
51447541,"40.6956,-73.96888",23.0,0,1
51449212,"40.64811,-73.94556",0.0,0,0
51450548,"40.68391,-73.92456",10.0,0,0
51450816,"40.76895,-73.96046",68.0,0,0
51451029,"40.59926,-73.79795",0.0,0,0
51451157,"40.78169,-73.97881",79.0,2,1
51451223,"40.70798,-73.94013",13.0,0,0
51451368,"40.74866,-73.98121",204.0,3,10
51452496,"40.730396,-73.902596",2.0,0,0
51452531,"40.78426,-73.9731",71.0,0,1
51454273,"40.6991,-73.92203",43.0,2,0
51454608,"40.83304,-73.86906",12.0,0,0
51454680,"40.75451,-73.89314",11.0,0,0
51454723,"40.63677,-74.02379",19.0,0,0
51455566,"40.81321,-73.94628",18.0,0,0
51455941,"40.81502,-73.94584",14.0,0,0
51455950,"40.81347,-73.94564",14.0,0,0
51460850,"40.71397,-73.96238",92.0,0,2
51462622,"40.8249,-73.93957",5.0,1,1
51462977,"40.81739,-73.88883",0.0,0,1
51464921,"40.7944,-73.97617",46.0,1,2
51465312,"40.81245,-73.93456",2.0,0,1
51465380,"40.73104,-74.00504",172.0,2,2
51465807,"40.62636,-74.07984",6.0,0,0
51466091,"40.60009,-73.76291",0.0,1,0
51466826,"40.66139,-73.9529",7.0,0,0
51467306,"40.6365,-74.02449",19.0,0,0
51468271,"40.81567,-73.82138",0.0,0,0
