id,geom,amenities_500,subway_500,natural_500
49440502,"40.70673,-73.92814",38.0,1,1
49440516,"40.76329,-73.98287",200.0,1,7
49440623,"40.76222,-73.98444",210.0,2,6
49441328,"40.6501,-73.9205",0.0,0,0
49441423,"40.77895,-73.94836",98.0,0,2
49442598,"40.68752,-73.9483",9.0,0,0
49443360,"40.64317,-73.93869",0.0,0,0
49443808,"40.69299,-73.9482",8.0,0,0
49444503,"40.69146,-73.94873",8.0,0,0
49444794,"40.74399,-73.95303",38.0,0,3
49445167,"40.75257,-73.99302",151.0,3,0
49446258,"40.83196,-73.83436",0.0,0,1
49447343,"40.68914,-73.90994",11.0,1,0
49447906,"40.77453,-73.95825",114.0,0,1
49447911,"40.76742,-73.98486",121.0,1,2
49447923,"40.71115,-73.91696",10.0,0,0
49448081,"40.68804,-73.97598",37.0,3,0
49448292,"40.76402,-73.98364",179.0,1,8
49449038,"40.84377,-73.93607",10.0,1,1
49451418,"40.74628,-73.97032",31.0,0,3
49456735,"40.85318,-73.93301",16.0,1,1
49459969,"40.83774,-73.91715",0.0,0,1
49460071,"40.79428,-73.96838",72.0,1,0
49460261,"40.73915,-73.99931",98.0,0,2
49462031,"40.79562,-73.97025",66.0,1,1
49462266,"40.778797,-73.976624",55.0,2,5
49462476,"40.76916,-73.95725",79.0,0,1
49465263,"40.71448,-73.95416",92.0,1,0
49465882,"40.66204,-73.95869",15.0,1,6
49466942,"40.69709,-73.98299",12.0,1,0
49467391,"40.67638,-73.94326",11.0,0,0
49468455,"40.68493,-73.94241",5.0,0,0
49468968,"40.71552,-73.82423",2.0,0,0
49469061,"40.65888,-73.98466",17.0,0,0
49469117,"40.71326,-73.9658",55.0,0,2
49469841,"40.65914,-73.92594",1.0,0,0
49470050,"40.7639,-73.98165",181.0,1,10
49470218,"40.76597,-73.98205",147.0,1,6
49470374,"40.76596,-73.98031",130.0,1,6
49474557,"40.72304,-73.94546",32.0,0,0
49475002,"40.77491,-73.94716",41.0,0,3
49475096,"40.74081,-73.98055",124.0,0,0
49475346,"40.74687,-73.98696",203.0,2,2
49476517,"40.74127,-73.9784",115.0,0,1
49479083,"40.85771,-73.90689",3.0,0,0
49479332,"40.79696,-73.96374",47.0,0,1
49480583,"40.70854,-73.9647",32.0,0,1
49480977,"40.78683,-73.79588",1.0,0,3
49481016,"40.74512,-73.97686",113.0,0,1
49481775,"40.76189,-73.99103",165.0,1,1
49482454,"40.69017,-73.93549",2.0,0,1
49482592,"40.68801,-73.93615",6.0,0,1
49482865,"40.68985,-73.93548",2.0,0,1
49482990,"40.68996,-73.93739",3.0,0,1
49483076,"40.68815,-73.93559",5.0,0,1
49483226,"40.66248,-73.98472",41.0,0,0
49484281,"40.76413,-73.98169",184.0,1,9
49484536,"40.70556,-73.92747",47.0,0,1
49484842,"40.69501,-73.82562",2.0,0,0
49486977,"40.82255,-73.94684",11.0,0,0
49487011,"40.75788,-73.99543",155.0,2,3
49487853,"40.66077,-73.98365",24.0,0,0
49488240,"40.86876,-73.88612",2.0,1,0
49488940,"40.74965,-73.9402",40.0,1,0
49491879,"40.77483,-73.94714",39.0,0,3
49495090,"40.67,-73.88956",0.0,0,0
49499951,"40.81733,-73.93825",8.0,0,1
49500273,"40.74076,-73.89341",4.0,0,0
49500622,"40.71549,-73.94499",51.0,1,0
49501168,"40.74902,-73.99601",97.0,1,1
49501721,"40.70137,-73.92215",58.0,2,0
49502039,"40.66701,-73.77028",1.0,0,0
49505001,"40.69648,-73.90592",46.0,1,0
49505168,"40.68506,-73.78085",2.0,0,1
49505489,"40.69889,-73.91846",46.0,1,0
49506819,"40.69871,-73.91648",44.0,2,0
49506941,"40.75174,-73.97178",118.0,2,2
49507083,"40.75296,-73.97366",137.0,2,3
49507167,"40.75214,-73.97367",134.0,2,3
49509755,"40.72272,-74.00408",104.0,0,0
49512284,"40.74533,-73.99679",106.0,1,0
49512718,"40.76993,-73.95647",84.0,0,1
49512986,"40.72742,-73.98529",162.0,0,2
49513454,"40.76568,-73.98184",154.0,1,8
49515442,"40.70874,-73.95187",31.0,1,0
49517739,"40.69205,-73.93805",4.0,0,1
49517798,"40.73575,-74.00458",115.0,2,3
49517824,"40.72736181,-73.99133361",143.0,0,0
49518785,"40.71048,-73.94158",23.0,0,0
49519286,"40.87177,-73.89981",1.0,0,1
49520488,"40.72402,-73.98151",90.0,0,2
49524149,"40.65179,-73.91475",0.0,0,0
49528207,"40.66736,-73.9903",47.0,4,0
49528626,"40.76133,-73.96",47.0,0,1
49528915,"40.89772,-73.84467",1.0,0,0
49529057,"40.77054,-73.9486",31.0,0,3
49530389,"40.6708,-73.95006",10.0,0,0
49531439,"40.6841,-73.92422",12.0,0,0
49532344,"40.74737,-74.00052",71.0,1,0
49532423,"40.71548,-73.87691",7.0,0,0
49533981,"40.87804,-73.83925",0.0,1,0
49534489,"40.7565,-73.87939",21.0,0,0
49534641,"40.77203,-73.95703",115.0,0,0
49535021,"40.75706,-73.89828",6.0,0,0
49535251,"40.79191,-73.94477",46.0,0,1
49539983,"40.76411,-73.93947",7.0,0,1
49540622,"40.79338,-73.97013",68.0,1,0
49544107,"40.64902,-73.92538",1.0,0,0
49545608,"40.71679,-73.95675",100.0,1,0
49545721,"40.73288,-74.00612",133.0,2,2
49546017,"40.74599,-73.98201",223.0,1,1
49547619,"40.67563,-73.87809",2.0,0,0
49548424,"40.66347,-73.99301",25.0,0,0
49550643,"40.73092,-73.98712",153.0,0,3
49551536,"40.70439,-73.83473",6.0,0,0
49551756,"40.67504,-73.91504",2.0,0,0
49551901,"40.76398,-73.98228",192.0,1,10
49553240,"40.74751,-73.87556",6.0,0,0
49560136,"40.8448,-73.94135",8.0,1,1
49562382,"40.70808,-73.95995",30.0,0,0
49563078,"40.72111,-73.98095",51.0,1,1
49564643,"40.75658,-73.99268",193.0,2,0
49565770,"40.72271,-73.98824",172.0,1,2
49565858,"40.75507,-73.99497",132.0,2,3
49565944,"40.89311,-73.86045",0.0,0,0
49566018,"40.66903,-73.98906",48.0,4,0
49566023,"40.75688,-73.99334",177.0,2,0
49566121,"40.75672,-73.99453",163.0,2,1
49566140,"40.75638,-73.993",181.0,2,0
49566302,"40.75492,-73.99453",136.0,2,1
49567184,"40.70168,-73.91605",57.0,2,0
49567765,"40.684,-73.9274",8.0,0,0
49568717,"40.72359,-73.99469",168.0,0,2
49568874,"40.79472,-73.96858",73.0,1,0
49570244,"40.75783,-73.93481",22.0,0,0
49571409,"40.76332,-73.9755",108.0,0,11
49572267,"40.71634,-73.99384",271.0,1,2
49579941,"40.79296,-73.96683",50.0,1,2
49584878,"40.75568,-73.99695",120.0,2,3
49584983,"40.75995,-73.99296",161.0,1,1
49589266,"40.70891,-73.75795",0.0,0,0
49589617,"40.64965,-73.96442",7.0,2,1
49590052,"40.74327,-73.98146",191.0,0,0
49590069,"40.71219,-73.96537",53.0,0,2
49590874,"40.71808,-73.94463",37.0,1,0
49590949,"40.86554,-73.92523",15.0,1,0
49591019,"40.67572,-73.92368",2.0,0,0
49591825,"40.62837,-74.08608",0.0,0,0
49593677,"40.72753,-73.98818",174.0,0,0
49593742,"40.84404,-73.93708",11.0,1,1
49594127,"40.76203,-73.97586",119.0,2,15
49595999,"40.76297,-73.97742",132.0,2,14
49596032,"40.75919,-73.99036",215.0,1,1
49596803,"40.71585,-73.79441",3.0,0,1
49597474,"40.75611,-73.91593",25.0,0,0
49597728,"40.75468,-73.91402",21.0,0,0
49602955,"40.75538,-73.99412",146.0,2,0
49604821,"40.75748,-73.99327",179.0,2,0
49604884,"40.65251,-73.95114",1.0,0,0
49606003,"40.74456,-73.95145",41.0,1,2
49607441,"40.67388,-73.98005",75.0,0,0
49607596,"40.79744,-73.96196",31.0,0,1
49607941,"40.72357,-73.94111",9.0,0,0
49609544,"40.725418,-73.988174",192.0,0,1
49609718,"40.74795,-73.98712",209.0,2,1
49610010,"40.6923,-73.98191",32.0,0,0
49610751,"40.65583,-73.95192",2.0,0,0
49610794,"40.74583,-73.98538",214.0,2,3
49611264,"40.69021,-73.98894",67.0,0,1
