id,geom,amenities_500,subway_500,natural_500
39335644,"40.77479,-73.9538",120.0,0,0
39335757,"40.7135,-73.94792",59.0,1,0
39336273,"40.68713,-73.99832",52.0,0,1
39336402,"40.79872,-73.96243",52.0,0,1
39336993,"40.61129,-74.06357",2.0,0,2
39337020,"40.6809,-73.91935",8.0,0,0
39337910,"40.7103,-73.82764",10.0,0,1
39340144,"40.70381,-73.92679",50.0,0,0
39340734,"40.67921,-74.00111",24.0,0,1
39340742,"40.75832,-73.82947",54.0,0,0
39340820,"40.71558,-73.95537",100.0,1,0
39341313,"40.66175,-73.94866",7.0,0,0
39342683,"40.76172,-73.99169",162.0,1,1
39344115,"40.68866,-73.87381",0.0,0,0
39345548,"40.68719,-73.77831",3.0,0,0
39355251,"40.71702,-73.99541",263.0,0,2
39355550,"40.70405,-73.91487",47.0,1,0
39355943,"40.88812,-73.86039",2.0,0,0
39358131,"40.73541,-74.00438",115.0,2,2
39360194,"40.76989,-73.89951",5.0,0,0
39362271,"40.68994,-73.94263",3.0,0,0
39363832,"40.76378,-73.92231",85.0,0,0
39364371,"40.7571,-73.93133",28.0,0,0
39364483,"40.68939,-73.9203",7.0,0,0
39369799,"40.65789,-74.0016",14.0,0,2
39369872,"40.71433,-73.99264",189.0,1,2
39370156,"40.72809,-73.95556",34.0,0,1
39370929,"40.65492,-73.72969",0.0,0,2
39371379,"40.71906,-73.98259",73.0,1,0
39372420,"40.82864,-73.92469",6.0,0,1
39380638,"40.62938,-73.99645",0.0,2,0
39380947,"40.67223,-73.77906",5.0,0,1
39381034,"40.68622,-73.93016",12.0,0,0
39381486,"40.71177,-73.99719",129.0,0,4
39381503,"40.88279,-73.89765",3.0,0,1
39384393,"40.72643,-73.97949",75.0,0,2
39385381,"40.85345,-73.92862",5.0,0,1
39386362,"40.72762,-73.98636",168.0,0,2
39386879,"40.79393,-73.96701",59.0,1,1
39387412,"40.84885,-73.88601",0.0,0,2
39387598,"40.68699,-73.91045",10.0,2,0
39388729,"40.74602,-73.98301",226.0,1,2
39390463,"40.75383,-73.97362",139.0,3,4
39390945,"40.64328,-73.91389",1.0,0,0
39392480,"40.79232,-73.93804",21.0,0,1
39393260,"40.81448,-73.94359",11.0,0,0
39394198,"40.66744,-73.93452",3.0,0,0
39395456,"40.67194,-73.77711",5.0,0,0
39396638,"40.68707,-73.97992",39.0,3,0
39398030,"40.75371,-73.97301",139.0,3,3
39398034,"40.7538,-73.97191",132.0,3,3
39398035,"40.75221,-73.9716",115.0,2,2
39411592,"40.7361,-73.79774",1.0,0,0
39413551,"40.58587,-73.95089",23.0,0,0
39413681,"40.78156,-73.97643",82.0,2,2
39413941,"40.74433,-73.97878",154.0,0,0
39414106,"40.7702,-73.96281",59.0,0,1
39414688,"40.70256,-73.92385",60.0,1,0
39415178,"40.70055,-73.92282",51.0,2,0
39417163,"40.59643,-73.76244",0.0,1,1
39417250,"40.7444,-73.91773",21.0,0,1
39421106,"40.72251,-73.97956",57.0,0,3
39421390,"40.68421,-73.88045",6.0,0,1
39422367,"40.74736,-73.98811",198.0,2,1
39422545,"40.82256,-73.94353",12.0,0,0
39423751,"40.79813,-73.97022",58.0,1,1
39424633,"40.73134,-73.87188",8.0,0,1
39428172,"40.76874,-73.87308",8.0,0,0
