id,geom,amenities_500,leisure_500
21885544,"40.68541,-73.94692",4,5
21885667,"40.77129,-73.91712",34,10
21885677,"40.75893,-73.9636",78,8
21885860,"40.70383,-73.94431",8,7
21885914,"40.67933,-73.96912",70,5
21889698,"40.66373,-73.93222",1,1
21890848,"40.63531,-73.96546",9,0
21891406,"40.72801,-73.98736",162,8
21891982,"40.74864,-73.97383",115,12
21892073,"40.70807,-73.95099",22,12
21892596,"40.77089,-73.95946",92,2
21892706,"40.66046,-73.96014",8,2
21892834,"40.78383,-73.97529",83,4
21893129,"40.75033,-73.97546",124,11
21893604,"40.74045,-74.00047",105,10
21893658,"40.71296,-73.93838",14,2
21894437,"40.70902,-73.95724",35,16
21894785,"40.68057,-73.97617",58,4
21895071,"40.6768,-73.95346",36,2
21895262,"40.66715,-73.96084",7,4
21896267,"40.80296,-73.9369",12,11
21896537,"40.71211,-73.94058",24,2
21896552,"40.80513,-73.9632",46,16
21897759,"40.67607,-73.97167",51,5
21897775,"40.70591,-73.92916",34,3
21897845,"40.86706,-73.84674",1,5
21898551,"40.69999,-73.95275",0,7
21898567,"40.72566,-73.94823",40,8
21898686,"40.68837,-73.98717",60,5
21898732,"40.72648,-73.97904",64,14
21899241,"40.71325,-73.99009",86,25
21899473,"40.73616,-73.99614",99,9
21899575,"40.57962,-73.96535",9,7
21899794,"40.74416,-73.97702",115,5
21899939,"40.67842,-73.88768",3,4
21900721,"40.777,-73.95771",85,1
21901025,"40.64537,-74.08381",0,6
21901156,"40.75656,-73.99063",233,4
21902630,"40.69532,-73.93995",9,6
21906858,"40.67835,-73.98209",74,4
21907036,"40.70027,-73.91268",66,5
21907240,"40.67848,-73.98386",54,4
21907615,"40.67868,-73.98254",68,3
21907916,"40.76347,-73.90928",19,1
21907941,"40.67753,-73.9841",60,5
21908120,"40.67873,-73.98236",70,4
21908184,"40.75006,-73.97694",129,5
21908265,"40.67733,-73.98407",62,5
21909291,"40.76699,-73.98174",131,8
21909717,"40.75731,-73.85785",10,3
21913309,"40.76191,-73.94934",2,10
21913782,"40.75732,-73.98142",174,6
21913811,"40.74496,-73.89534",29,9
21913859,"40.72734,-73.97203",3,6
21914314,"40.76062,-73.99297",149,4
21914499,"40.68616,-73.94295",4,7
21915201,"40.72067,-74.00024",191,13
21919913,"40.77055,-73.98615",53,17
21920061,"40.72147,-73.99054",191,15
21921178,"40.79943,-73.94386",14,6
21921608,"40.76996,-73.98551",59,16
21921707,"40.69386,-73.91897",5,6
21922035,"40.69067,-73.93917",3,4
21922071,"40.65177,-73.96417",2,4
21922407,"40.80853,-73.96352",28,10
21922639,"40.71911,-73.95045",51,14
21923390,"40.70889,-73.94357",17,4
21923649,"40.7264,-73.95613",46,9
21923722,"40.72508,-73.94698",40,8
21923996,"40.65028,-73.97771",8,11
21924203,"40.6857,-73.96964",43,8
21924586,"40.68537,-73.95894",26,6
21924630,"40.71344,-73.95702",87,17
21924815,"40.77752,-73.94726",75,3
21925948,"40.73307,-73.95275",23,3
21925970,"40.79757,-73.93851",28,4
21926117,"40.71601,-73.99171",187,20
21926198,"40.77625,-73.95495",116,1
21926279,"40.64813,-73.9589",3,3
21926432,"40.65543,-73.95674",6,4
21926844,"40.7611,-73.95015",2,10
21926893,"40.76522,-73.92438",64,2
21927300,"40.76537,-73.87639",9,7
21929935,"40.74586,-73.88409",51,17
21930306,"40.68932,-73.82047",1,0
21931508,"40.81426,-73.95152",9,8
21931557,"40.69687,-73.94111",9,7
21931779,"40.76354,-73.91341",52,2
21931979,"40.76245,-73.8238",23,3
21932693,"40.70572,-73.93823",21,5
21932977,"40.78744,-73.94319",30,12
21933065,"40.67685,-73.93141",2,4
21933372,"40.7723,-73.9281",15,8
21933635,"40.79998,-73.95633",15,9
21933725,"40.76432,-73.98075",168,7
21933777,"40.67773,-73.98312",68,4
21933969,"40.6784,-73.98447",53,4
21934181,"40.68782,-73.9189",10,4
21934202,"40.7023,-73.9419",7,9
21934318,"40.67704,-73.9846",61,5
21934465,"40.67726,-73.9837",62,5
21934601,"40.67787,-73.98635",43,4
21934873,"40.75008,-73.97752",130,4
21935245,"40.72735,-74.00131",164,23
21935339,"40.80759,-73.95464",45,12
21935551,"40.76042,-73.99032",203,4
21935569,"40.84344,-73.93922",10,8
21935727,"40.69065,-73.95929",27,6
21935921,"40.73811,-74.00348",111,17
21936014,"40.7436,-73.98573",205,3
21936033,"40.76419,-73.87498",8,7
21936073,"40.73253,-74.00859",73,9
21936080,"40.69507,-73.93354",13,9
21936288,"40.74361,-73.87732",23,6
21936550,"40.76858,-73.94436",0,7
21937197,"40.77051,-73.90944",28,2
21937306,"40.72728,-73.95313",47,6
