id,geom,amenities_500,leisure_500
32915389,"40.63189,-74.02322",22,2
32915674,"40.76219,-73.98564",219,5
32915763,"40.68443,-73.93167",14,5
32916183,"40.82195,-73.95572",4,10
32916190,"40.70311,-73.92514",55,2
32916378,"40.76142,-73.96493",82,6
32917116,"40.711,-73.96218",61,26
32917795,"40.75093,-73.87507",7,3
32917917,"40.68355,-73.8765",5,4
32918029,"40.63517,-74.13352",0,1
32918155,"40.75157,-73.87639",11,6
32919210,"40.713,-73.83101",17,6
32919247,"40.69872,-73.93461",12,6
32919980,"40.69929,-73.93602",12,6
32920030,"40.71222,-73.83297",17,6
32920121,"40.69825,-73.93029",19,6
32920999,"40.82791,-73.94752",25,7
32921148,"40.69387,-73.91826",6,6
32921617,"40.82661,-73.8571",4,4
32922087,"40.84505,-73.93779",9,7
32922463,"40.6417,-74.01892",9,3
32923358,"40.78812,-73.97091",65,5
32926087,"40.76186,-73.99714",52,4
32928652,"40.76135,-73.98698",237,6
32929439,"40.80643,-73.92783",2,9
32929482,"40.66648,-73.7526",1,0
32932554,"40.58546,-73.9457",17,3
32933643,"40.78331,-73.94646",60,9
32935473,"40.77205,-73.91759",24,11
32935877,"40.7269,-73.98368",145,12
32935986,"40.58527,-73.96871",1,2
32936398,"40.79153,-73.94138",28,9
32936990,"40.67425,-73.82231",3,2
32937132,"40.7295,-73.98327",139,10
32937689,"40.70158,-73.92257",60,5
32937802,"40.69444,-73.9669",22,7
32938196,"40.68227,-73.90703",3,4
32938308,"40.8267,-73.85704",4,4
32939925,"40.69911,-73.78196",1,3
32940382,"40.81731,-73.89052",0,7
32940875,"40.75091,-73.87612",9,4
32941264,"40.69987,-73.92638",38,3
32942408,"40.71563,-73.94085",30,2
32942632,"40.74642,-73.88044",32,13
32942981,"40.58462,-73.97155",2,3
32943558,"40.6745,-73.92612",3,1
32943585,"40.72085,-73.98253",84,12
32943764,"40.80598,-73.94792",37,5
32944408,"40.77726,-73.90689",20,3
32954828,"40.68671,-73.93886",10,4
32955144,"40.73867,-73.98039",84,8
32956331,"40.62493,-74.08318",1,3
32957830,"40.7071,-73.86482",9,1
32959315,"40.70504,-73.86933",7,2
32959357,"40.7201,-73.81043",1,1
32959389,"40.79361,-73.97047",68,9
32959453,"40.58532,-73.81687",5,1
32960518,"40.73488,-73.98585",104,5
32961345,"40.77348,-73.97994",42,11
32961700,"40.77912,-73.98029",62,7
32961822,"40.7776,-73.94634",59,3
32962251,"40.67453,-73.94164",2,3
32962319,"40.73216,-73.98937",122,5
32963138,"40.73232,-73.95664",25,5
32963218,"40.7262,-73.95077",44,5
32964403,"40.71253,-73.99599",147,28
32964714,"40.80838,-73.94093",13,11
32966499,"40.6758,-73.94146",10,5
32967426,"40.80808,-73.9405",13,15
32967988,"40.76306,-73.98867",197,9
32968738,"40.63213,-73.94559",1,1
32969639,"40.73478,-74.00015",112,18
32973353,"40.69977,-73.93966",11,7
32974799,"40.7008,-73.9394",13,8
32975089,"40.70001,-73.93914",14,7
32975416,"40.70106,-73.93895",19,6
