id,geom,amenities_500,leisure_500
32765655,"40.71373,-73.94034",24,2
32765984,"40.71627,-73.83768",22,7
32765985,"40.76663,-73.91436",53,3
32766010,"40.74968,-73.98722",180,6
32770241,"40.74874,-73.91315",5,24
32770484,"40.72504,-73.88976",17,9
32773207,"40.74996,-73.99488",106,5
32775747,"40.68376,-73.93336",17,5
32777169,"40.84332,-73.93829",10,7
32777705,"40.67668,-73.91243",1,5
32779148,"40.68062,-74.00722",14,5
32780360,"40.7616,-73.99368",117,6
32781823,"40.75676,-73.91334",21,6
32782675,"40.87498,-73.85644",1,0
32783284,"40.5765,-73.9685",7,5
32783365,"40.72412,-73.98283",124,14
32783755,"40.68406,-73.98481",35,6
32784434,"40.74929,-73.9779",152,4
32784607,"40.71665,-73.9515",61,13
32785169,"40.83988,-73.78287",2,2
32785423,"40.67687,-73.98171",77,4
32786031,"40.65974,-73.96134",9,1
32786180,"40.71474,-73.89931",10,1
32786275,"40.76341,-73.99306",110,5
32787798,"40.59642,-73.95878",7,1
32788167,"40.78365,-73.94723",64,10
32788343,"40.6941,-73.93947",9,8
32788464,"40.77032,-73.95498",85,1
32788864,"40.69485,-73.93866",9,7
32788877,"40.76317,-73.92208",90,2
32788887,"40.68743,-73.94451",4,7
32789261,"40.8694,-73.84171",2,5
32789884,"40.77122,-73.92326",29,11
32790135,"40.7319,-74.00489",171,21
32790345,"40.84355,-73.91103",2,8
32790547,"40.76266,-73.93929",8,6
32792015,"40.85912,-73.89254",5,13
32792151,"40.69431,-73.97289",16,7
32792802,"40.77526,-73.95333",117,0
32792849,"40.86411,-73.92353",15,10
32792970,"40.86423,-73.92348",15,10
32794232,"40.71899,-73.98968",186,18
32795950,"40.6396,-74.1661",0,2
32798710,"40.83757,-73.8353",2,5
32799550,"40.83647,-73.83491",2,3
32801102,"40.74072,-73.97764",88,6
32801214,"40.8356,-73.83369",2,1
32802231,"40.7889,-73.94925",35,11
32802904,"40.724,-73.98933",189,9
32803072,"40.73535,-73.99525",91,6
32805038,"40.74655,-74.00134",79,4
32805276,"40.82786,-73.94845",24,7
32805414,"40.76057,-73.98583",240,4
32806692,"40.71813,-73.95964",90,10
32806789,"40.71078,-73.96905",20,12
32807364,"40.69141,-73.93022",4,5
32808169,"40.68891,-73.93201",6,4
32808737,"40.7475,-73.97569",127,11
32808795,"40.73283,-74.00734",95,21
32808836,"40.88542,-73.86169",2,2
32808879,"40.74851,-73.97431",116,12
32809387,"40.59384,-73.79392",1,5
32809670,"40.82908,-73.94096",10,9
32810768,"40.72876,-73.81967",8,2
32811391,"40.74596,-73.99234",142,6
32811501,"40.72434,-73.93971",8,5
32812845,"40.72981,-73.98638",160,6
32813805,"40.66061,-73.99765",16,0
32813862,"40.89981,-73.86684",5,5
32814024,"40.75747,-73.80868",0,2
32814524,"40.76452,-73.92536",64,1
32815390,"40.75705,-73.90697",14,5
32815738,"40.69583,-73.93051",17,6
32816064,"40.76017,-73.99638",94,5
32816486,"40.76494,-73.95808",45,4
32816601,"40.67915,-73.89986",2,4
32816987,"40.73598,-74.0048",115,20
32818195,"40.73226,-73.98983",121,6
32818383,"40.89393,-73.8581",0,2
32818954,"40.71952,-73.99167",215,18
32819286,"40.89604,-73.85877",0,2
32820306,"40.68873,-73.95472",17,5
32820753,"40.69417,-73.94734",6,8
32820849,"40.68343,-73.92746",8,5
32821152,"40.72848,-74.00269",179,21
32821769,"40.76649,-73.98727",119,11
32822073,"40.70966,-74.01644",42,16
32822356,"40.74434,-73.97758",133,4
32826893,"40.73885,-73.98786",138,6
32828305,"40.74138,-73.98168",147,6
32828362,"40.77041,-73.99242",20,9
32828462,"40.74056,-73.98077",116,6
32831206,"40.75378,-73.9955",122,7
32833064,"40.70754,-73.94151",14,4
32834210,"40.7494,-73.9784",158,4
32834423,"40.71036,-73.94053",20,3
32835357,"40.75298,-73.87675",21,7
32836385,"40.69258,-73.97285",30,7
32837714,"40.75074,-73.93648",38,4
32837987,"40.68851,-73.95174",14,8
32838270,"40.7515,-73.97206",114,12
32838331,"40.68989,-73.94469",3,8
32838697,"40.76091,-73.88686",5,4
32839377,"40.67757,-73.98845",31,3
32839529,"40.64217,-73.9714",19,0
32840036,"40.73379,-73.97754",19,10
32840500,"40.71468,-73.95825",99,15
32840626,"40.706,-74.01068",149,23
32841296,"40.69826,-73.93474",9,7
32841690,"40.6246,-73.92709",0,0
32841707,"40.74551,-73.82662",4,5
32842295,"40.62646,-73.92754",0,0
32843454,"40.77085,-73.94933",35,4
32844039,"40.76177,-73.79415",0,5
32844072,"40.76292,-73.87906",9,7
32844370,"40.76414,-73.98652",196,9
32844387,"40.72423,-73.98816",179,11
32844588,"40.76035,-73.98587",244,4
32844884,"40.70949,-73.79304",12,5
32845010,"40.73566,-73.79059",5,3
32845131,"40.79368,-73.94294",36,7
32845242,"40.77248,-73.91665",23,9
32845331,"40.68573,-73.9527",16,6
32845516,"40.68543,-73.95415",17,3
32845716,"40.71565,-73.95837",101,14
32846103,"40.68391,-73.91721",15,5
32847003,"40.67248,-73.92962",3,2
32847146,"40.84751,-73.93864",18,5
32847511,"40.76195,-73.98771",227,7
32848199,"40.63238,-74.02382",24,1
32848619,"40.8022,-73.96483",70,11
32854456,"40.76235,-73.92138",85,1
32856048,"40.7304,-74.00301",188,19
32857508,"40.68637,-73.97431",42,8
32857674,"40.68533,-73.95278",16,5
32857918,"40.76926,-73.98746",76,17
32858018,"40.68571,-73.95265",16,5
32858895,"40.75658,-73.99734",106,6
32859066,"40.68881,-73.91992",9,3
32860008,"40.69148,-73.94994",14,6
32860550,"40.81058,-73.9069",1,7
32861073,"40.75628,-73.97072",106,7
32862140,"40.74068,-73.97848",95,6
32864955,"40.8022,-73.9666",69,10
32864985,"40.78493,-73.97294",73,5
32865017,"40.681,-73.79592",1,0
32865372,"40.68816,-73.78974",1,1
32865732,"40.6622,-73.96208",9,2
32866480,"40.71614,-73.99047",162,20
32866678,"40.74896,-73.97521",133,13
32867399,"40.6865,-73.9729",38,8
32869060,"40.76575,-73.98938",95,7
32869379,"40.69271,-73.93799",7,5
32870169,"40.73341,-74.00444",153,22
32870748,"40.72136,-73.95532",87,9
32871846,"40.68133,-73.99944",36,4
32872356,"40.68725,-73.94625",6,7
32872437,"40.75492,-73.91548",22,2
32873781,"40.68779,-73.92131",9,4
32874495,"40.75493,-73.99676",108,7
32874857,"40.74881,-73.94316",31,10
32875637,"40.72124,-73.95984",60,5
32876011,"40.76174,-73.96625",83,4
32876527,"40.62688,-73.99795",0,1
32884159,"40.68274,-73.91272",6,7
32884505,"40.68845,-73.9439",2,8
32885270,"40.74184,-73.9981",108,3
32886217,"40.67041,-73.9463",6,1
32886361,"40.68258,-73.87731",6,3
32886967,"40.77558,-73.90941",27,3
32888484,"40.66346,-73.93572",1,1
32890197,"40.69835,-73.93258",11,8
32890299,"40.63894,-74.08069",12,7
32890531,"40.75544,-73.9829",179,4
32890591,"40.82757,-73.94915",25,5
32890647,"40.76449,-73.91996",95,2
32891080,"40.64922,-73.93301",0,1
32891427,"40.72504,-73.98327",149,16
32891722,"40.74367,-73.97551",84,7
32892358,"40.6901,-73.95139",15,7
32892533,"40.75731,-73.98326",195,7
32892576,"40.73304,-73.95491",26,6
32892634,"40.72055,-73.95825",65,9
32892845,"40.70937,-74.00531",114,19
32893084,"40.65813,-73.95788",11,3
32893569,"40.80981,-73.92031",2,13
32894176,"40.73882,-73.98291",119,6
32894678,"40.68624,-73.9144",11,3
32894721,"40.71324,-73.73318",3,7
32896994,"40.82398,-73.90894",2,13
32897532,"40.82575,-73.90993",2,13
32897709,"40.70235,-73.92892",46,4
32897839,"40.68224,-73.92097",10,7
32898133,"40.67721,-73.91404",1,7
32898150,"40.82913,-73.92236",6,10
32900798,"40.7006,-73.93018",41,5
32901262,"40.75196,-73.86893",7,4
32908284,"40.66066,-73.94458",1,1
32912783,"40.63476,-74.0894",1,8
32914064,"40.76094,-73.99129",179,4
