id,geom,amenities_500,leisure_500
22929141,"40.66669,-73.9807",46,1
22929942,"40.72017,-73.95352",82,10
22934602,"40.76274,-73.99321",114,4
22936827,"40.70856,-73.94281",15,4
22937095,"40.68898,-73.95835",20,6
22937305,"40.60336,-74.17118",0,1
22937557,"40.70285,-73.92563",52,2
22938753,"40.76551,-73.98315",160,5
22940490,"40.77251,-73.95113",72,3
22940777,"40.67418,-73.97918",71,3
22941772,"40.6964,-73.94696",5,8
22942669,"40.6865,-73.93199",11,3
22944203,"40.74286,-73.99847",109,4
22944348,"40.76716,-73.98779",102,12
22945122,"40.70843,-73.75018",0,2
22946348,"40.65222,-73.95016",0,3
22950209,"40.74779,-73.98734",200,6
22951326,"40.74658,-73.97782",147,4
22951923,"40.68876,-73.95265",13,7
22953136,"40.70593,-73.92818",42,3
22953160,"40.72545,-73.98279",135,14
22953869,"40.652,-73.95805",3,6
22955340,"40.76372,-73.98355",183,7
22955342,"40.71998,-73.96141",64,7
22956809,"40.79846,-73.94239",17,5
22957090,"40.68588,-73.9144",11,4
22958516,"40.70733,-73.92028",29,3
22958680,"40.7141,-73.96194",94,14
22959643,"40.80189,-73.94483",18,4
22961758,"40.60407,-73.95302",1,2
22961764,"40.75715,-73.99759",102,6
22965846,"40.73677,-73.84784",4,3
22968206,"40.71246,-73.96133",79,22
22969068,"40.69375,-73.96697",36,7
22969403,"40.72196,-73.98103",62,10
22969873,"40.70299,-73.92693",51,3
22970376,"40.74355,-73.92557",27,4
22971074,"40.67839,-73.92532",2,6
22971238,"40.58012,-73.95896",6,8
22971252,"40.66987,-73.93433",2,2
22971913,"40.66615,-73.95426",10,2
22972328,"40.76097,-73.92191",79,1
22972357,"40.83755,-73.94224",5,8
22972832,"40.75794,-73.83234",51,4
22973043,"40.7116,-73.99568",122,28
22975958,"40.72475,-73.94889",39,9
22977021,"40.5895,-74.09663",1,3
22978028,"40.68156,-73.93722",20,6
22978388,"40.65907,-73.99849",13,1
22978756,"40.74144,-73.99984",108,7
22979825,"40.7195,-73.95256",65,11
22980068,"40.69665,-73.85114",15,1
22980907,"40.64579,-73.97383",18,3
22981126,"40.6654,-73.93653",1,1
22983227,"40.64786,-73.96125",3,2
22983671,"40.75066,-73.9804",155,3
22983888,"40.82101,-73.94065",7,9
22984370,"40.6996,-73.91492",51,5
22984650,"40.70419,-73.75116",0,2
22985168,"40.76475,-73.9289",40,2
22985354,"40.6899,-73.93559",2,6
22985419,"40.72249,-73.75486",4,2
22985840,"40.75735,-73.87845",20,7
22986139,"40.71889,-73.99686",230,14
22986248,"40.67031,-73.98603",64,1
22986303,"40.77799,-73.90807",23,3
22986519,"40.71884,-73.98354",99,20
22987331,"40.76853,-73.9172",59,5
22987769,"40.76546,-73.99253",78,6
22994960,"40.74827,-73.97851",158,3
22997160,"40.69054,-73.97892",40,6
22997928,"40.71691,-73.96302",77,10
22998663,"40.66621,-73.99256",23,4
23000751,"40.74807,-73.73674",0,1
23001249,"40.74142,-74.0025",118,10
23001343,"40.65369,-73.95565",6,2
23001611,"40.72968,-73.98073",95,12
23002312,"40.74882,-73.97788",151,4
23002371,"40.73123,-73.98655",140,8
23002904,"40.77602,-73.95062",100,1
23003201,"40.66182,-73.99387",22,3
23004287,"40.6092,-73.9572",4,5
23004845,"40.67697,-73.96317",55,4
23005618,"40.70289,-73.92594",49,2
23005685,"40.71412,-74.00984",84,25
23006296,"40.72196,-73.98083",61,11
23006397,"40.72957,-73.98724",170,6
23006437,"40.70612,-73.90729",32,1
23006591,"40.58198,-73.9577",6,8
23010967,"40.67074,-73.94896",9,1
23012588,"40.82089,-73.95018",9,9
23014432,"40.68804,-73.93013",8,4
23016550,"40.73573,-73.98755",115,5
23017828,"40.67432,-73.9391",3,4
23018280,"40.85407,-73.83264",2,4
23019675,"40.86407,-73.92822",12,6
23019746,"40.70068,-73.91008",67,2
23020466,"40.80375,-73.93599",9,12
23021186,"40.6784,-73.8924",2,2
23021271,"40.74711,-73.88188",34,17
23021573,"40.72169,-73.98279",96,12
23023423,"40.707,-73.82684",7,4
23023728,"40.77395,-73.95493",123,1
23024065,"40.70581,-73.93454",25,3
23024273,"40.72839,-73.99437",126,5
23024656,"40.81767,-73.93771",6,6
23025738,"40.70849,-73.94535",26,6
23026309,"40.74208,-73.92414",28,4
23026346,"40.84934,-73.83345",9,4
23027004,"40.7117,-73.9624",66,24
23027784,"40.76327,-73.96766",70,4
23031618,"40.7434,-73.90588",22,7
23034152,"40.7841,-73.97468",78,4
23035441,"40.78904,-73.97172",79,7
23035859,"40.77847,-73.95162",124,1
23035874,"40.74422,-73.98473",213,4
23035891,"40.70649,-73.94317",5,4
23035911,"40.80557,-73.96441",39,14
23036845,"40.77742,-73.95149",117,1
23037039,"40.68209,-73.92015",9,6
23037820,"40.77748,-73.9514",116,2
23038073,"40.77915,-73.95041",107,3
23038520,"40.85929,-73.84229",0,2
23039069,"40.77721,-73.94997",94,3
23039363,"40.77712,-73.95176",116,1
23040052,"40.77717,-73.95131",114,2
23040115,"40.68799,-73.95202",14,8
23041312,"40.76208,-73.99932",23,2
23042836,"40.71181,-73.96383",62,17
23044937,"40.638,-74.01619",13,2
23045850,"40.71415,-73.91426",7,4
23046924,"40.67191,-73.92669",2,1
23047572,"40.66896,-73.95347",24,2
23052180,"40.68579,-73.91416",10,5
23052964,"40.68651,-73.91384",9,3
23053294,"40.69727,-73.98552",12,18
23053597,"40.69946,-73.89079",14,3
23053827,"40.76393,-73.86444",5,3
23054077,"40.72904,-73.95433",30,4
23054329,"40.69842,-73.92378",32,7
23054586,"40.75305,-73.93487",35,4
23054855,"40.71563,-73.9398",29,2
23055816,"40.81064,-73.95734",33,15
23056637,"40.7437,-73.91983",30,19
23058456,"40.69181,-73.95989",25,6
23058686,"40.71218,-73.96711",45,10
23059062,"40.64399,-74.08526",0,6
23059611,"40.70312,-73.98416",12,10
23060192,"40.67218,-73.94087",2,2
23060372,"40.79653,-73.96887",69,7
23061070,"40.64129,-73.91316",1,2
23061112,"40.67087,-73.91293",3,5
23062475,"40.72998,-73.9839",141,10
23062725,"40.67958,-73.90858",4,4
23062969,"40.81618,-73.94355",11,6
23063403,"40.67966,-73.93045",11,5
23064260,"40.70124,-73.91988",61,4
23070522,"40.6849,-73.91811",13,5
23071191,"40.84697,-73.93776",18,5
23071774,"40.71043,-73.95575",63,22
23072308,"40.84861,-73.93716",20,6
23072371,"40.74252,-73.8899",13,4
23072631,"40.8045,-73.96383",50,16
23072853,"40.71276,-73.95897",82,20
23074259,"40.65625,-73.91901",0,1
