id,geom,amenities_500,leisure_500
26036861,"40.70621,-73.95026",7,11
26037255,"40.72918,-74.00482",167,20
26037496,"40.80579,-73.94916",42,5
26038458,"40.68037,-73.94775",18,4
26038825,"40.82252,-73.94858",12,11
26038936,"40.78883,-73.98068",31,3
26039252,"40.74012,-74.00537",94,15
26039725,"40.79608,-73.93335",16,2
26040209,"40.72718,-73.98798",167,10
26040426,"40.73867,-74.00383",112,16
26040453,"40.68004,-73.94699",18,4
26041591,"40.82291,-73.95612",4,6
26041689,"40.65287,-73.94861",1,2
26043335,"40.64595,-73.97578",17,5
26043558,"40.68681,-73.93344",11,3
26048920,"40.69502,-73.93107",14,6
26050423,"40.69615,-73.93302",13,7
26050704,"40.73616,-73.95511",13,6
26052294,"40.72844,-74.00025",179,19
26053340,"40.70858,-73.95378",33,17
26053366,"40.69625,-73.93693",9,7
26054026,"40.84367,-73.93566",10,8
26055132,"40.70267,-73.88663",5,4
26055709,"40.66697,-73.93225",2,1
26056703,"40.75233,-73.9941",133,5
26057084,"40.68553,-73.96314",26,6
26057252,"40.68423,-73.9149",13,5
26057878,"40.72292,-73.99951",162,12
26058074,"40.67621,-73.95052",22,2
26058246,"40.68642,-73.90734",4,3
26058634,"40.74441,-74.00385",99,6
26059525,"40.71657,-73.9595",99,11
26060534,"40.70793,-73.89528",28,1
26061337,"40.74623,-73.94051",24,11
26061532,"40.73986,-73.9863",155,6
26061712,"40.72608,-73.97797",45,14
26062650,"40.58536,-73.81726",5,1
26062892,"40.67771,-73.90969",3,5
26063053,"40.74036,-73.97929",98,8
26063230,"40.6424,-73.95365",3,0
26063353,"40.70139,-73.98351",12,12
26063436,"40.67736,-73.90995",3,6
26063550,"40.67758,-73.90841",4,3
26064299,"40.7278,-73.99976",175,18
26064779,"40.68354,-73.94003",19,7
26065193,"40.78052,-73.97567",72,4
26072801,"40.71424,-73.96182",94,13
26074006,"40.81217,-73.94406",17,10
26074339,"40.68662,-73.95466",19,4
26075796,"40.80395,-73.96311",52,15
26076732,"40.66336,-73.9789",26,1
26076877,"40.69791,-73.85158",8,2
26077493,"40.86113,-73.91511",1,8
26078971,"40.75654,-73.94232",23,4
26079745,"40.68834,-73.96269",15,7
26080154,"40.70908,-73.78237",2,5
26080646,"40.72848,-74.0012",177,20
26080745,"40.63554,-74.02421",20,4
