id,geom,amenities_500,leisure_500
27593335,"40.68307,-73.99226",50,5
27593369,"40.71815,-73.98858",171,23
27596342,"40.61241,-73.95939",4,1
27596820,"40.69245,-73.95542",17,5
27598172,"40.74194,-73.92353",29,5
27598707,"40.73928,-73.98638",143,5
27599185,"40.66055,-73.98597",28,3
27600209,"40.81709,-73.94217",12,6
27600437,"40.74912,-73.99739",84,4
27601676,"40.79666,-73.97334",57,6
27602303,"40.81756,-73.94099",13,5
27602495,"40.86139,-73.92744",6,8
27602987,"40.73354,-73.95576",27,6
27603879,"40.66049,-73.73496",4,1
27603936,"40.7188,-73.98554",125,25
27604258,"40.75389,-73.83192",13,4
27604639,"40.85268,-73.92716",3,9
27606109,"40.69178,-73.9486",8,6
27606720,"40.73439,-73.95839",20,6
27608063,"40.71852,-73.84577",20,3
27609132,"40.64136,-74.01898",8,3
27609355,"40.68977,-73.92723",5,6
27610009,"40.81162,-73.95199",16,7
27610245,"40.76561,-73.7464",1,4
27610753,"40.65818,-73.98031",12,3
27610995,"40.79099,-73.97293",71,10
27611098,"40.78549,-73.94895",51,10
27612070,"40.74673,-73.98499",211,5
27612667,"40.70666,-73.96629",11,13
27612876,"40.7594,-73.81971",6,6
27612925,"40.64047,-73.99687",10,5
27613128,"40.60059,-73.98818",11,0
27620424,"40.7143,-73.78985",7,4
27622210,"40.71295,-73.94459",39,5
27623260,"40.78497,-73.95201",59,7
27623360,"40.77713,-73.95309",111,1
27624476,"40.82923,-73.93764",4,10
27624539,"40.73801,-73.98815",132,6
27627627,"40.7206,-74.0033",133,17
27627991,"40.69616,-73.92905",21,5
27628195,"40.69442,-73.95144",9,7
27628302,"40.58845,-73.80015",1,6
27628465,"40.68152,-73.94389",14,6
27628480,"40.65591,-73.94352",0,1
27628754,"40.76892,-73.92919",25,3
27629043,"40.71364,-74.01758",21,23
27629538,"40.67864,-73.91546",3,7
27630335,"40.691,-73.93837",3,3
27630572,"40.77979,-73.98513",31,7
27632141,"40.69768,-73.93511",9,6
27632496,"40.73394,-73.87207",8,6
27633968,"40.72159,-73.98959",186,12
27633987,"40.81915,-73.9425",11,7
27635012,"40.73028,-73.98165",105,11
27636227,"40.77516,-73.90558",19,4
27636889,"40.78837,-73.96821",43,5
27637065,"40.68175,-73.93966",19,8
27637220,"40.72586,-73.94547",32,7
27637755,"40.62776,-73.94137",0,2
27638014,"40.59787,-73.79759",0,3
27638567,"40.82972,-73.84957",4,4
27639125,"40.73224,-73.87534",9,4
27639832,"40.82424,-73.9554",6,6
27649154,"40.69399,-73.92472",10,4
27649404,"40.69339,-73.93971",8,7
27649901,"40.69197,-73.94052",4,4
27650083,"40.69197,-73.93872",3,4
27650553,"40.70133,-73.91726",58,4
27650624,"40.67973,-73.92592",6,6
27652402,"40.6912,-73.9394",3,4
27653212,"40.69015,-73.94075",4,6
27653304,"40.70601,-73.92825",43,3
27654484,"40.72409,-73.95039",38,9
27654829,"40.73639,-73.99318",104,3
27656004,"40.69632,-73.9193",25,5
27656104,"40.71015,-73.94654",41,5
27656752,"40.76384,-73.98822",180,9
27656768,"40.80116,-73.96088",46,11
27657263,"40.69792,-73.91886",40,7
27657926,"40.81493,-73.93953",9,6
27658108,"40.7044,-73.92111",55,1
27658203,"40.65092,-74.00489",20,2
27659298,"40.70761,-74.00513",136,22
27659540,"40.73215,-73.9866",124,8
27659585,"40.8154,-73.94677",11,7
27660427,"40.863,-73.90661",2,3
27661175,"40.69236,-73.93759",4,5
27662837,"40.75732,-73.82075",7,9
27663407,"40.69372,-73.92801",9,5
27663483,"40.76164,-73.99804",39,5
27670819,"40.69898,-73.92266",40,7
27671796,"40.77943,-73.95456",103,2
27672277,"40.63368,-74.01956",9,3
27672939,"40.67889,-73.97813",82,5
27673543,"40.69155,-73.95714",23,6
27675041,"40.67522,-73.91938",2,5
27675173,"40.7309,-73.98671",151,8
27676268,"40.75828,-73.82145",9,9
27677746,"40.75453,-73.96841",99,9
27677869,"40.82248,-73.89915",0,8
27677962,"40.71727,-73.94821",48,12
27678012,"40.71877,-73.96093",76,9
27678171,"40.68592,-73.93117",13,2
27678259,"40.66448,-73.76479",1,2
27678634,"40.66872,-73.95343",21,2
27680233,"40.71714,-73.99815",219,16
27681015,"40.71582,-73.94191",30,3
27681497,"40.6844,-73.9358",14,5
27681710,"40.58087,-73.95974",7,8
27681714,"40.69576,-73.78867",2,3
27681899,"40.82663,-73.94108",8,11
27682748,"40.64599,-73.95986",3,1
27682933,"40.65625,-73.9218",0,1
27684910,"40.70245,-73.76925",0,1
27686998,"40.74146,-73.89341",5,7
27689960,"40.64011,-73.95773",2,0
27692424,"40.76066,-73.96397",78,8
27693410,"40.69309,-73.93051",12,6
27693532,"40.72265,-73.99458",169,10
27693980,"40.77668,-73.90668",20,3
27694474,"40.61358,-73.95484",2,3
27694593,"40.72658,-73.97753",39,14
27695133,"40.81658,-73.93994",7,7
27695485,"40.75398,-73.90084",12,3
27695755,"40.75375,-73.90037",10,4
27696495,"40.70609,-73.90592",32,1
