id,geom,amenities_500,leisure_500
21711085,"40.67034,-73.92777",3,2
21711690,"40.83139,-73.94672",21,7
21711746,"40.64658,-73.96909",10,3
21712433,"40.67655,-73.97303",60,6
21713358,"40.67433,-73.9248",1,2
21713419,"40.74025,-74.00066",105,10
21713495,"40.79951,-73.96436",67,12
21713551,"40.76401,-73.95823",38,6
21714177,"40.81425,-73.94187",12,9
21714930,"40.75314,-73.81964",12,10
21715410,"40.75963,-73.82218",11,4
21715655,"40.70887,-73.95591",36,17
21715735,"40.6818,-73.97552",56,4
21715749,"40.71262,-73.94815",54,7
21716197,"40.70362,-74.00721",106,13
21716449,"40.81095,-73.93942",12,16
21716508,"40.75949,-73.91143",22,3
21716772,"40.88302,-73.90899",11,4
21718049,"40.74727,-74.00261",58,6
21718529,"40.70466,-73.92043",49,1
21721040,"40.65168,-73.96411",2,4
21721836,"40.7123,-73.95228",55,17
21721946,"40.72411,-73.98872",186,12
21722921,"40.73399,-73.95542",26,6
21723212,"40.66911,-73.93666",3,2
21723666,"40.65553,-73.93642",1,0
21724762,"40.67668,-73.93997",9,5
21725929,"40.71989,-74.00465",120,20
21725963,"40.71273,-73.95026",58,12
21726358,"40.66894,-73.93649",3,1
21726826,"40.71504,-73.95394",93,15
21727407,"40.71994,-74.00332",143,20
21727418,"40.71091,-73.95747",60,22
21727923,"40.68514,-73.95981",27,6
21727957,"40.7723,-73.98764",41,13
21728093,"40.72026,-73.961",64,6
21728589,"40.68476,-73.92961",13,3
21728670,"40.71901,-73.9571",77,12
21728681,"40.72672,-73.98811",178,11
21729121,"40.67078,-73.97948",50,2
21729245,"40.76919,-73.9305",22,4
21730099,"40.72683,-73.95905",20,6
21730105,"40.69399,-73.97153",26,6
21730366,"40.70034,-73.9284",43,3
21730735,"40.77056,-73.87191",15,5
21732716,"40.6602,-73.98244",20,3
21733463,"40.70668,-73.92099",37,3
21733510,"40.67984,-73.95044",19,3
21733545,"40.75575,-73.99374",159,3
21733997,"40.68639,-73.93263",12,2
21734761,"40.71353,-73.96442",69,10
21735642,"40.71469,-73.94097",30,2
21736059,"40.81524,-73.95249",13,7
21736164,"40.68145,-73.93132",15,5
21736598,"40.71581,-73.95543",98,14
21736682,"40.66112,-73.9539",4,3
21736808,"40.7192,-73.99011",185,18
21737389,"40.7967,-73.94913",12,6
21737409,"40.71106,-73.95954",65,27
21737535,"40.71935,-73.98442",118,19
