id,geom,amenities_500,leisure_500
9777601,"40.72745,-73.98979",153,8
9777669,"40.85147,-73.93771",24,4
9777883,"40.82021,-73.95421",5,11
9778049,"40.78818,-73.96928",52,5
9778407,"40.69335,-73.93107",13,6
9778579,"40.71504,-73.98879",119,23
9778583,"40.68768,-73.92069",12,4
9778855,"40.69134,-73.90895",16,2
9778978,"40.82094,-73.95745",6,10
9779136,"40.67377,-73.95887",49,2
9779228,"40.73524,-73.98812",116,5
9779960,"40.68589,-73.91486",13,4
9785516,"40.79113,-73.96645",37,7
9785847,"40.71988,-73.95591",88,10
9786021,"40.63655,-73.95424",1,1
9786182,"40.81602,-73.94316",11,6
9786398,"40.67835,-73.96846",64,6
9786543,"40.68666,-73.92724",7,4
9786769,"40.79827,-73.97321",43,7
9787107,"40.79471,-73.93482",18,3
9787590,"40.80316,-73.95189",34,6
9787634,"40.77507,-73.94896",68,2
9788114,"40.82023,-73.92844",3,5
9788141,"40.80518,-73.95099",43,6
9789339,"40.65411,-73.95816",5,5
9789350,"40.77227,-73.94968",51,3
9790098,"40.80345,-73.95067",36,6
9790355,"40.73455,-74.00312",126,20
9790462,"40.66593,-73.95082",6,1
9790748,"40.7773,-73.95305",111,1
9790995,"40.73352,-73.98896",118,7
9791355,"40.7412,-73.98171",145,7
9791362,"40.71725,-73.96447",58,8
9792286,"40.72265,-73.98365",131,12
9792315,"40.77254,-73.92853",15,7
9792323,"40.75185,-73.97001",90,14
9792367,"40.67176,-73.93387",3,2
9792720,"40.76646,-73.99345",48,4
9793213,"40.71891,-73.96133",72,9
9793465,"40.79197,-73.94711",35,9
9793542,"40.7209,-74.00229",146,14
9793665,"40.71283,-73.9593",83,19
9793676,"40.76875,-73.96763",24,3
9794077,"40.72276,-73.94857",46,11
9794251,"40.72407,-73.98236",107,13
9794364,"40.8,-73.96404",63,13
9794402,"40.7609,-73.92288",70,1
9794825,"40.76339,-73.99404",86,6
9795890,"40.71561,-74.00642",85,19
9795958,"40.76223,-73.99296",127,4
9796155,"40.69084,-73.92075",6,4
9796737,"40.71282,-73.98448",22,19
9797293,"40.79617,-73.93452",21,1
9797510,"40.72939,-74.00225",181,19
9798242,"40.76576,-73.98383",150,6
9800247,"40.72955,-73.98058",94,12
9802654,"40.72935,-74.00064",179,19
9804243,"40.69027,-73.95021",11,6
9804299,"40.71776,-73.9605",91,10
9804368,"40.74566,-73.99989",92,5
9804516,"40.7682,-73.98467",112,12
9804814,"40.75287,-73.96708",68,14
9804849,"40.76278,-73.98178",195,7
9805128,"40.69184,-73.90593",17,2
9805274,"40.72248,-73.99481",170,10
9806373,"40.6576,-73.94609",1,1
9806634,"40.72288,-73.98454",146,15
9806799,"40.76681,-73.98365",134,10
9807059,"40.81047,-73.95735",34,14
9807758,"40.73564,-73.98611",106,5
9808151,"40.75134,-73.96807",57,12
9808637,"40.71197,-73.96061",73,25
9808859,"40.76565,-73.98587",148,6
9809458,"40.71907,-73.95434",78,13
9809784,"40.67815,-73.96823",59,5
9809911,"40.68441,-73.91625",13,5
9810235,"40.71819,-74.00833",86,23
9810271,"40.8226,-73.95468",5,10
9810506,"40.71775,-74.01509",27,23
9810696,"40.76385,-73.98669",196,9
9811274,"40.72974,-73.95163",20,2
9813364,"40.80145,-73.95428",19,9
9818465,"40.80761,-73.95841",36,16
9819018,"40.71209,-73.98794",56,22
9819164,"40.8216,-73.95583",5,11
9819437,"40.79502,-73.96703",70,5
9819545,"40.70657,-73.94234",7,4
9819589,"40.68579,-73.97455",48,7
9820053,"40.72688,-74.00058",162,23
9820308,"40.75992,-73.9879",251,4
9820483,"40.72246,-73.98006",59,10
9820533,"40.68259,-73.92358",9,5
9820968,"40.76379,-73.99378",82,6
9821359,"40.76125,-73.91008",20,2
9821370,"40.82391,-73.93881",3,13
9821408,"40.72792,-73.98718",162,9
9822032,"40.69557,-73.9315",13,6
9822110,"40.70179,-73.93689",16,7
9822635,"40.67239,-73.93225",2,2
9822738,"40.77641,-73.95505",115,1
9822983,"40.6733,-73.9647",29,5
9823085,"40.68786,-73.95019",13,5
9823636,"40.76057,-73.99038",203,4
9823806,"40.71481,-73.95475",95,15
9824042,"40.74423,-73.97742",128,4
9824463,"40.69452,-73.9284",9,5
9824613,"40.74195,-73.98242",169,6
9824682,"40.72691,-73.94802",39,4
9824807,"40.79982,-73.95375",8,9
9825420,"40.66817,-73.98774",55,2
9825939,"40.70663,-73.94701",12,8
9826062,"40.74852,-73.97521",128,12
9826081,"40.67534,-73.94958",17,2
9826494,"40.69573,-73.95345",6,4
9826628,"40.6913,-73.9406",4,3
9826822,"40.68752,-73.9567",22,4
9827236,"40.69224,-73.91834",5,4
9827941,"40.60596,-73.95672",3,4
9828004,"40.60666,-73.9575",3,5
9831392,"40.72126,-73.84542",29,4
9832827,"40.78442,-73.94722",59,10
9832882,"40.73393,-73.9982",130,15
9833212,"40.77633,-73.97932",48,9
9833953,"40.72804,-73.97638",19,13
9835402,"40.78333,-73.94996",78,7
9835950,"40.70848,-73.94584",26,6
9836020,"40.71982,-74.01134",50,27
9836642,"40.76487,-73.99143",105,6
9836940,"40.68735,-73.9196",13,4
9836960,"40.68535,-73.95036",11,4
9837205,"40.61634,-74.03378",18,5
9837588,"40.68307,-73.92894",9,5
9838053,"40.70311,-73.91264",64,1
9838145,"40.72451,-73.98369",147,16
9838585,"40.69237,-73.99412",39,7
9838832,"40.78763,-73.97204",84,5
9838920,"40.85509,-73.93236",11,7
9839017,"40.82545,-73.94969",26,7
9839263,"40.76036,-73.924",64,2
9839378,"40.72464,-73.98861",191,13
9839532,"40.71229,-73.95695",69,20
9839906,"40.587,-73.95588",18,5
9840355,"40.73113,-74.00314",187,21
9841191,"40.78528,-73.98091",63,3
9841695,"40.68777,-73.94793",6,5
9842117,"40.79088,-73.94261",33,11
9842363,"40.7088,-74.01455",90,15
9842492,"40.76542,-73.98702",144,8
9842780,"40.73238,-73.99517",120,9
9843277,"40.80638,-73.96245",35,13
