id,geom,amenities_500,leisure_500
16480273,"40.69158,-73.93776",3,3
16480421,"40.70275,-73.93288",26,6
16480673,"40.73409,-74.00621",114,22
16481602,"40.81387,-73.96205",20,7
16485273,"40.8698,-73.92255",13,4
16485990,"40.64272,-73.97187",20,0
16486996,"40.6714,-73.99257",18,3
16487043,"40.72807,-73.97718",29,14
16487077,"40.74593,-73.98687",215,6
16487157,"40.72507,-73.86959",6,2
16487823,"40.75327,-73.97175",128,13
16487967,"40.80347,-73.96607",54,12
16488277,"40.72355,-74.01045",43,13
16488787,"40.64212,-74.00259",24,1
16489149,"40.75373,-73.97272",137,11
16489175,"40.74902,-73.9472",27,9
16490625,"40.74917,-73.97549",137,13
16490732,"40.66763,-73.97486",9,1
16490903,"40.84798,-73.94092",16,4
16491507,"40.71404,-73.95783",90,17
16491731,"40.76106,-73.98891",239,5
16493057,"40.73795,-74.00139",111,14
16493084,"40.76548,-73.99374",53,7
16496715,"40.80439,-73.96263",52,15
16497297,"40.73792,-73.95541",9,8
16498294,"40.72638,-73.98464",161,15
16498335,"40.85365,-73.93298",15,8
16499274,"40.71281,-73.94246",28,3
16499824,"40.77547,-73.98154",50,14
16503382,"40.68988,-73.95334",14,7
16504513,"40.72162,-73.96029",48,5
16504986,"40.70076,-73.92878",45,5
16505722,"40.6456,-73.95982",3,1
16506016,"40.8006,-73.94115",16,4
16506121,"40.8179,-73.91456",3,10
16506579,"40.74788,-73.99615",104,5
16507002,"40.7495,-73.93676",33,5
16507116,"40.86768,-73.92685",11,4
16507804,"40.83248,-73.83203",0,2
16507990,"40.78296,-73.98284",53,5
16508394,"40.86253,-73.9277",12,7
16508710,"40.70419,-73.88558",4,3
16511493,"40.87692,-73.87427",2,4
16513101,"40.67706,-74.01133",15,5
16513698,"40.72068,-73.98574",129,19
16514343,"40.71845,-74.00932",85,25
16514760,"40.70589,-73.95123",7,14
16514808,"40.69487,-73.9263",12,5
16514949,"40.71682,-73.99574",251,23
16515501,"40.70893,-73.94662",27,5
16517394,"40.71265,-73.98711",48,24
16517710,"40.76513,-73.96583",61,3
16518377,"40.7235,-73.97963",66,12
16518787,"40.71333,-73.99225",135,26
16519069,"40.74227,-73.97432",52,6
16519154,"40.71013,-73.96517",44,16
16519911,"40.73308,-74.00203",172,22
16520111,"40.59495,-73.75771",0,4
16523132,"40.67356,-73.92131",1,2
16525573,"40.74506,-73.98202",208,6
16526927,"40.64972,-73.96363",4,4
16527938,"40.82128,-73.95835",4,8
16528098,"40.7326,-74.00824",78,15
16528572,"40.70509,-73.93322",29,5
16529413,"40.71753,-73.94946",49,13
16529755,"40.74324,-73.99586",121,2
16529936,"40.79372,-73.93445",16,4
16530373,"40.70095,-73.98006",5,8
16530447,"40.69833,-73.9266",26,4
16530772,"40.80999,-73.9415",15,11
16530947,"40.70827,-73.94749",24,6
16530962,"40.77675,-73.95206",121,1
16533105,"40.80227,-73.95523",28,8
16533876,"40.7129,-73.94896",54,9
16533954,"40.67673,-73.95311",35,1
16534037,"40.75377,-73.97203",132,11
16534156,"40.77251,-73.95431",109,1
16534157,"40.62066,-73.95378",0,2
16534337,"40.71348,-73.93748",6,1
16534588,"40.75172,-73.97193",118,13
16535746,"40.67129,-73.98537",60,1
16540563,"40.69544,-73.92994",12,6
16541635,"40.79163,-73.96727",43,7
16542661,"40.68066,-73.99097",38,6
16542864,"40.76501,-73.98076",157,6
16543032,"40.74067,-74.00013",105,10
16543538,"40.82097,-73.95282",6,11
16543563,"40.72558,-73.99025",178,11
16543637,"40.74171,-73.9254",26,3
16544473,"40.70725,-73.95271",19,15
16545297,"40.74354,-73.90093",24,9
16545876,"40.77549,-73.90786",24,4
16546557,"40.72198,-73.98785",171,12
16546903,"40.80931,-73.9412",13,11
16547073,"40.70894,-73.94142",15,4
16547704,"40.65352,-73.96191",5,5
16552108,"40.70896,-73.95383",35,16
16553353,"40.71991,-73.87439",3,1
16553544,"40.71734,-73.95952",89,11
16554288,"40.68513,-73.96789",39,7
16554488,"40.68156,-73.91424",6,7
16554739,"40.6528,-73.95805",4,5
16555274,"40.8262,-73.92557",6,7
16555921,"40.727,-73.88974",17,8
16556049,"40.64638,-73.95065",2,1
16556211,"40.64863,-73.94948",0,1
16557384,"40.82261,-73.95163",10,9
16557829,"40.86688,-73.92402",14,5
16558246,"40.76794,-73.95712",69,2
16559041,"40.75888,-73.91747",46,4
16559061,"40.81488,-73.94221",13,7
16560593,"40.68186,-73.91188",6,7
16560739,"40.6933,-73.9541",12,7
16561990,"40.77628,-73.95322",115,1
16565202,"40.66045,-73.98057",21,1
16565435,"40.66156,-73.99318",22,3
16567425,"40.66404,-73.95141",6,1
16568106,"40.65917,-73.99137",16,3
16568164,"40.79732,-73.94873",10,6
16568191,"40.74604,-73.97495",102,10
16568252,"40.69269,-73.9737",28,7
16568275,"40.73083,-73.9943",120,6
16569426,"40.64342,-73.94037",0,1
16569554,"40.71681,-73.96296",78,10
16570490,"40.68118,-73.96126",33,2
16570631,"40.68863,-73.90874",9,2
16570975,"40.71661,-73.9551",96,15
16570978,"40.6887,-73.82572",1,0
16575174,"40.693,-73.99374",41,6
16575852,"40.71764,-73.76402",3,2
16577736,"40.77267,-73.92871",15,6
16578092,"40.71368,-73.9536",78,18
16578112,"40.6485,-73.95439",3,2
16578780,"40.69472,-73.77109",0,1
16578826,"40.81516,-73.94829",12,6
16579236,"40.70825,-73.94932",26,7
16581779,"40.68488,-73.92706",8,4
16582351,"40.67328,-73.96415",31,5
16584033,"40.68855,-73.96476",22,4
16584878,"40.6858,-73.99977",39,4
16585566,"40.61336,-73.9857",9,2
16585605,"40.81847,-73.93957",8,6
16586422,"40.69482,-73.96419",20,7
16586785,"40.70724,-73.94379",13,5
16586966,"40.67915,-73.96913",70,5
16587776,"40.69121,-73.95877",27,6
16590264,"40.80007,-73.96524",70,11
16591428,"40.85188,-73.90321",1,11
16595351,"40.77102,-73.94671",9,6
16598387,"40.6869,-73.97454",39,8
16599323,"40.69964,-73.93729",13,7
16599472,"40.70493,-74.01036",126,21
16601748,"40.7229,-73.98476",148,15
16601801,"40.73233,-74.00329",175,22
16601841,"40.76224,-73.8766",10,8
16603017,"40.8568,-73.93162",9,6
16603730,"40.80371,-73.94377",19,3
16603823,"40.80288,-73.96396",62,15
16604023,"40.6915,-73.92881",4,6
16604112,"40.71107,-73.78429",3,7
16604568,"40.66812,-73.98595",59,1
16604913,"40.7383,-73.80867",2,4
16607054,"40.81378,-73.95152",11,8
16608718,"40.71947,-73.96255",61,6
16612424,"40.68554,-73.94478",4,7
16613219,"40.68392,-73.93123",13,5
16613394,"40.74201,-73.92096",31,9
16613506,"40.72645,-73.84079",0,6
16613747,"40.70677,-73.92043",34,3
16613993,"40.71391,-74.00489",104,16
16614389,"40.70538,-73.91322",32,1
16614713,"40.66489,-73.9805",31,1
16616320,"40.70267,-73.9364",18,5
16616410,"40.7566,-73.91974",36,3
16616522,"40.79465,-73.94021",32,3
16616853,"40.67864,-73.9444",17,4
16617217,"40.74473,-73.99005",171,4
16617542,"40.71875,-73.98349",99,20
16617640,"40.69102,-73.90526",12,1
16617893,"40.73693,-73.95507",11,6
16617969,"40.83088,-73.945",23,8
16618049,"40.70476,-73.92195",51,1
16618113,"40.70762,-73.94221",14,3
16619241,"40.68132,-73.75403",1,1
16619861,"40.62562,-73.94255",0,2
16620082,"40.70436,-73.94123",10,7
16620235,"40.68519,-73.94176",4,8
16620607,"40.68994,-73.91556",12,2
16625310,"40.6849,-73.9289",9,4
16627548,"40.79798,-73.95052",9,4
16627834,"40.6714,-73.95547",34,1
16628617,"40.76585,-73.98507",145,5
16629299,"40.79656,-73.94818",13,6
16629401,"40.69467,-73.98339",20,11
16630483,"40.73945,-73.98273",128,6
16630594,"40.73824,-73.9537",9,6
16634357,"40.77486,-73.95296",112,0
16634459,"40.81367,-73.93809",6,9
16634534,"40.80715,-73.93834",7,15
16634642,"40.73362,-73.95983",24,4
