id,geom,amenities_500,leisure_500
13411560,"40.77856,-73.98278",51,10
13411711,"40.80521,-73.95213",39,7
13411759,"40.66018,-73.98074",20,1
13412231,"40.68134,-73.9072",2,3
13412918,"40.8754,-73.91263",2,4
13413386,"40.69002,-73.9518",13,9
13413420,"40.68825,-73.93433",5,5
13414523,"40.8021,-73.96629",69,10
13415100,"40.74439,-73.98125",199,5
13415535,"40.74653,-73.99632",115,3
13415850,"40.68831,-73.97549",35,8
13415925,"40.83041,-73.91838",0,7
13415952,"40.70821,-73.95001",26,9
13416582,"40.77643,-73.98262",45,13
13416840,"40.69805,-73.9846",17,17
13417071,"40.68444,-73.9287",9,5
13417080,"40.73578,-73.98706",108,5
13417267,"40.66781,-73.99024",45,2
13417410,"40.66167,-73.92854",1,1
13417723,"40.8357,-73.91023",0,8
13418942,"40.83048,-73.95009",21,3
13419864,"40.78521,-73.95006",56,8
13422992,"40.72079,-73.98965",180,15
13424027,"40.67735,-73.96581",54,4
13424903,"40.71754,-73.9868",131,25
13424996,"40.69507,-73.92081",15,6
13425518,"40.76066,-73.99922",37,6
13426171,"40.76207,-73.99937",23,2
13426681,"40.76216,-73.99775",38,3
13427044,"40.70298,-73.92203",61,2
13427412,"40.63163,-74.09297",0,6
13427591,"40.76112,-73.99893",39,5
13427658,"40.77679,-73.91366",33,1
13427702,"40.77437,-73.91854",19,9
13427968,"40.82291,-73.94958",12,7
13428478,"40.70624,-73.92861",38,3
13429535,"40.71256,-73.94785",54,7
13429562,"40.76258,-73.99771",39,3
13429591,"40.75695,-73.97988",149,7
13429684,"40.69941,-73.92833",35,3
13430012,"40.76077,-73.99822",52,8
13430210,"40.74148,-73.98493",185,5
13430458,"40.80842,-73.93136",2,11
13430483,"40.76196,-73.99803",37,4
13430794,"40.76112,-73.99887",40,5
13431257,"40.76103,-73.99745",61,5
13431552,"40.75833,-73.99019",241,7
13431664,"40.81937,-73.90978",4,13
13431793,"40.76213,-73.99972",21,2
13431961,"40.7847,-73.97155",56,4
13432015,"40.76201,-73.99755",46,3
13432348,"40.76108,-73.99812",47,6
13432434,"40.79751,-73.93271",14,4
13432549,"40.71377,-73.99464",201,29
13432828,"40.7801,-73.97917",76,7
13433027,"40.67866,-73.8068",1,5
13433684,"40.70353,-73.9344",23,4
13433870,"40.7025,-73.92935",44,4
13434493,"40.69375,-73.92123",7,5
13434959,"40.66058,-73.96132",8,1
13435285,"40.75892,-73.99146",208,4
13435688,"40.76369,-73.98476",188,6
13436088,"40.76569,-73.98281",162,5
13436132,"40.72741,-73.97529",10,12
13436258,"40.81949,-73.92913",3,6
13436489,"40.63974,-74.01944",7,2
13437219,"40.8259,-73.94962",25,6
13440481,"40.76642,-73.97107",55,3
13441680,"40.86541,-73.92935",12,5
13442932,"40.7323,-73.95261",24,2
13443640,"40.75143,-73.96973",76,12
13443722,"40.76425,-73.98654",194,9
13443794,"40.68846,-73.90847",10,2
13444490,"40.72471,-73.98891",194,11
13444818,"40.73888,-73.87299",15,7
13444884,"40.74448,-73.97776",134,4
13444902,"40.81591,-73.93995",7,6
