id,geom,amenities_500,leisure_500
21271180,"40.70614,-73.92756",45,2
21272115,"40.80674,-73.95337",46,10
21272452,"40.69523,-73.9191",19,6
21273425,"40.73698,-73.90256",3,4
21274308,"40.66977,-73.99021",41,2
21274330,"40.76709,-73.96422",42,3
21274914,"40.70571,-74.01031",148,22
21275075,"40.72244,-73.99461",175,10
21275645,"40.71646,-74.01379",49,24
21275837,"40.75031,-73.97776",135,3
21276361,"40.72655,-74.00466",143,25
21277145,"40.64699,-74.01404",7,2
21277719,"40.73138,-73.72435",0,0
21278102,"40.80421,-73.9502",42,5
21279140,"40.67683,-73.95836",51,3
21279172,"40.72754,-73.94396",10,2
21280201,"40.66529,-73.88326",0,5
21280280,"40.75602,-73.818",7,1
21281051,"40.63682,-73.94947",1,2
21281237,"40.81197,-73.93891",9,12
21281339,"40.63258,-73.95924",3,1
21281525,"40.73213,-73.99957",169,21
21281604,"40.72807,-73.86872",4,3
21281641,"40.679,-73.97096",64,4
21282152,"40.70031,-73.90828",64,2
21282732,"40.7745,-73.90406",20,4
21283357,"40.74267,-73.8996",22,8
21283507,"40.65261,-73.94486",0,1
21287982,"40.7303,-73.98341",136,9
21288588,"40.68294,-73.93742",19,5
21288895,"40.71386,-73.9634",78,10
21289522,"40.67048,-73.77259",3,2
21289615,"40.72615,-73.98303",140,13
21289640,"40.66934,-73.77269",3,2
21289758,"40.82096,-73.9531",6,11
21289989,"40.7005,-73.93827",16,7
21291569,"40.69211,-73.9067",17,2
21291783,"40.71528,-73.95365",92,14
21292130,"40.67433,-73.92824",4,2
21292185,"40.69731,-73.90824",57,3
21292529,"40.70177,-73.92313",58,5
21292741,"40.76898,-73.91607",55,6
21293326,"40.71994,-73.98184",54,13
21294449,"40.75323,-73.94025",39,3
21295182,"40.76913,-73.986",86,16
21295218,"40.69407,-73.94153",6,7
21295334,"40.77829,-73.97984",54,7
21295834,"40.653,-73.95079",2,3
21295942,"40.68583,-73.9587",26,5
21295951,"40.66508,-73.95097",7,1
21296227,"40.71422,-73.96046",98,14
21296249,"40.76031,-73.91583",49,3
21296439,"40.68779,-73.97174",41,8
21297416,"40.66071,-73.88858",1,6
21297711,"40.77816,-73.97735",52,6
21297804,"40.75097,-73.94119",36,9
21298222,"40.7617,-73.98931",202,4
21298453,"40.69933,-73.81436",9,3
21298471,"40.64185,-73.91509",1,3
21298561,"40.70529,-73.9331",29,5
21299488,"40.79242,-73.94178",31,7
21304320,"40.69166,-73.90928",17,2
21304935,"40.6939,-73.73104",0,0
21305125,"40.69358,-73.73",1,0
21305248,"40.76197,-73.98961",190,4
21305393,"40.7137,-73.94813",59,6
21306332,"40.74071,-73.99977",101,10
21306375,"40.64162,-73.90915",1,1
21306457,"40.6598,-73.73316",1,0
21307055,"40.67587,-73.96194",54,3
21307403,"40.63881,-73.93476",0,2
21307577,"40.72853,-73.98472",151,11
21308528,"40.72026,-73.98468",122,18
21308590,"40.6654,-73.94864",6,1
21308702,"40.76174,-73.98306",225,6
21308792,"40.73905,-73.97353",11,5
21309053,"40.64126,-73.90953",1,1
21309659,"40.68368,-73.93796",20,6
21310073,"40.68294,-73.93979",19,7
21311003,"40.68613,-73.94021",11,6
21311240,"40.71198,-73.95787",64,22
21311288,"40.77869,-73.97658",53,5
21311520,"40.76168,-73.99061",176,4
21311781,"40.70706,-73.90006",40,0
21311903,"40.70258,-73.8151",8,1
21311946,"40.76037,-73.99085",195,4
21312075,"40.70333,-73.8138",12,1
21312191,"40.70259,-73.81415",12,1
21312225,"40.70262,-73.81526",7,1
21312283,"40.7045,-73.81447",8,0
21312330,"40.70458,-73.81418",10,0
21312403,"40.70423,-73.8144",10,1
21312440,"40.70269,-73.81585",7,1
21312495,"40.70426,-73.81509",7,1
21312549,"40.70262,-73.81579",7,1
21312595,"40.70475,-73.81572",5,0
21312687,"40.70471,-73.81542",5,0
21312732,"40.70455,-73.81528",5,0
21312749,"40.77803,-73.91084",27,1
21313022,"40.57536,-73.96523",8,4
21313240,"40.73591,-73.98744",112,5
21313582,"40.71818,-73.98922",178,19
21313640,"40.68527,-73.95014",11,4
