id,geom,amenities_500,leisure_500
5931103,"40.69354,-73.96152",16,7
5931824,"40.82896,-73.94059",9,10
5932543,"40.72934,-74.00276",180,19
5934108,"40.6748,-73.97736",69,4
5934255,"40.71604,-73.9589",103,11
5935275,"40.7477,-73.94438",30,10
5936796,"40.7817,-73.94613",65,7
5939328,"40.6777,-73.99126",21,5
5940268,"40.75518,-73.80422",0,1
5940868,"40.72777,-73.95231",45,4
5940920,"40.73536,-73.98393",89,7
5941888,"40.72634,-73.9932",145,13
5942962,"40.7618,-73.92728",37,1
5943770,"40.79788,-73.9618",34,8
5944460,"40.70965,-73.96817",24,12
5944801,"40.80947,-73.95392",36,9
5945548,"40.87093,-73.91737",10,4
5946137,"40.82335,-73.94887",17,8
5954466,"40.72102,-73.94808",52,12
5956257,"40.66149,-73.95222",4,1
5957111,"40.69134,-73.97229",38,8
5958299,"40.74717,-73.99179",154,6
5965198,"40.63555,-73.97151",9,2
5965946,"40.69904,-73.91282",66,6
5967998,"40.77635,-73.95616",105,2
5977676,"40.79092,-73.97426",69,10
5978999,"40.68402,-73.95176",16,3
5979675,"40.68085,-73.88895",2,3
5985742,"40.66923,-73.98714",61,1
5986444,"40.75709,-73.99545",150,5
5990045,"40.67477,-74.01046",11,7
5990467,"40.68401,-73.98521",35,5
5991434,"40.6409,-73.99891",14,5
5991641,"40.70914,-73.90737",24,2
5991675,"40.70399,-73.91195",50,1
5992438,"40.6942,-73.97104",19,6
5993541,"40.81506,-73.94851",12,7
5998890,"40.67215,-73.95753",41,3
5998978,"40.71769,-73.98801",157,23
5999786,"40.79155,-73.94746",38,11
6000709,"40.7701,-73.93219",15,5
6000785,"40.69709,-73.93538",7,6
6000868,"40.67955,-73.94662",16,3
6000898,"40.78155,-73.95175",102,4
6002382,"40.76105,-73.92068",82,1
6004052,"40.67949,-73.97172",70,4
6004200,"40.82846,-73.94492",26,7
6004567,"40.73235,-73.98646",124,7
6004786,"40.72703,-74.00286",157,23
6005231,"40.68459,-73.93985",12,6
6005868,"40.71151,-73.95339",60,21
6005910,"40.68569,-73.94358",4,7
6006387,"40.82442,-73.95203",20,7
6006603,"40.74349,-73.97577",86,5
6006661,"40.74936,-73.88698",54,26
6006711,"40.72753,-73.98749",162,10
6006837,"40.66343,-73.99324",26,3
6012187,"40.72425,-73.98866",185,12
6013171,"40.76164,-73.98594",241,4
6013186,"40.68446,-73.93956",12,4
6014926,"40.72646,-73.98685",177,12
6015754,"40.63676,-73.96713",18,0
6018325,"40.84245,-73.93918",6,9
6018589,"40.83741,-73.93928",5,8
6019386,"40.80991,-73.94058",15,15
6020044,"40.67092,-73.98997",37,2
6020237,"40.81134,-73.95531",33,12
6020382,"40.6825,-73.94709",13,5
6021955,"40.70532,-73.93868",19,6
6025389,"40.83413,-73.94297",4,7
6026166,"40.7254,-73.98854",189,13
6026546,"40.77793,-73.9602",55,1
6027345,"40.68242,-73.94774",14,4
6027485,"40.68568,-73.95237",14,6
6027682,"40.82875,-73.94371",22,5
6029332,"40.71192,-73.94161",24,2
6029809,"40.68245,-73.91951",11,7
6029987,"40.84305,-73.94045",9,8
6031895,"40.76257,-73.98574",212,5
6031904,"40.73261,-74.00116",177,23
6033449,"40.84035,-73.94089",3,6
6037761,"40.72816,-73.98843",165,8
6040757,"40.67554,-73.96384",49,5
6041875,"40.8124,-73.9347",2,6
6042335,"40.68686,-73.98231",37,7
6042635,"40.85882,-73.92897",4,6
6043199,"40.68915,-73.95116",12,5
6043671,"40.74725,-73.97431",109,11
6043733,"40.67652,-73.96147",50,3
6044268,"40.71111,-74.01567",42,21
6044964,"40.58921,-73.79479",1,5
6045055,"40.78234,-73.94907",74,6
6045917,"40.70664,-73.83395",9,2
6046877,"40.7064,-73.83327",9,3
6048412,"40.77727,-73.95089",106,2
6048583,"40.72966,-73.99787",174,17
6051044,"40.67815,-73.91518",2,7
6051782,"40.73342,-73.98545",105,10
6051856,"40.84411,-73.93764",9,7
6052119,"40.66124,-73.99449",21,2
6052129,"40.79816,-73.94111",23,5
6054194,"40.75673,-73.9253",37,2
6054400,"40.73629,-73.95208",12,2
6054864,"40.68051,-73.99743",44,4
6056028,"40.78826,-73.96767",34,5
6059556,"40.66955,-73.98174",60,2
6062060,"40.67975,-73.97666",71,6
6063050,"40.68669,-73.93452",11,3
6064471,"40.7208,-73.9867",142,20
6065370,"40.72661,-73.95153",45,5
6065778,"40.65888,-73.98013",14,2
6066563,"40.8115,-73.85607",0,7
6069703,"40.71462,-73.96309",90,11
6070899,"40.77684,-73.97979",49,9
6071347,"40.70069,-73.91114",70,3
6071456,"40.67406,-73.95234",33,1
6071870,"40.80465,-73.95827",36,18
6072842,"40.76602,-73.91742",74,3
6074676,"40.70763,-74.00778",158,21
6074975,"40.74896,-73.80715",0,1
6076202,"40.69384,-73.99261",40,8
6077354,"40.72399,-73.87088",5,2
6078234,"40.78866,-73.97878",54,3
6078788,"40.72004,-73.98896",163,16
6079079,"40.72362,-73.791",2,0
6079197,"40.80272,-73.96634",65,10
6084475,"40.74637,-73.94615",26,12
6085109,"40.67529,-74.0099",11,7
6085932,"40.6586,-73.96104",10,1
6087827,"40.69962,-73.94102",10,7
6087959,"40.684,-73.98859",52,5
6088910,"40.75749,-73.99657",130,4
6090186,"40.75181,-73.89064",37,18
6091208,"40.7168,-73.94073",24,3
6091224,"40.80386,-73.95369",33,8
6091850,"40.76019,-73.92915",37,3
6092607,"40.83987,-73.94279",3,6
6093352,"40.7058,-73.93803",21,5
6093459,"40.7186,-73.95951",81,9
6094046,"40.75863,-73.98472",207,5
6094708,"40.71724,-73.98546",108,24
6099485,"40.69069,-73.96043",28,7
6100514,"40.76017,-73.99198",184,4
6101104,"40.77526,-73.95075",96,1
6103146,"40.6566,-73.96148",8,4
6103273,"40.81128,-73.94647",22,8
6103774,"40.79842,-73.93549",17,5
6104187,"40.67757,-73.94886",19,5
6104542,"40.74898,-73.88638",52,23
6104951,"40.64685,-73.95",2,1
6105140,"40.68582,-73.94231",4,7
6105240,"40.72123,-73.95357",83,8
6105342,"40.8251,-73.93899",3,11
6106142,"40.77724,-73.95883",77,1
6106445,"40.76378,-73.98847",181,9
6106544,"40.75621,-73.96802",97,8
6107289,"40.72987,-73.95296",26,3
6107592,"40.80226,-73.94976",27,6
6108021,"40.67743,-73.98464",60,5
6114161,"40.72191,-73.99587",162,9
6114353,"40.71974,-73.98549",122,23
6115275,"40.75102,-73.97447",118,11
6115341,"40.71482,-73.93863",17,2
6117178,"40.66928,-73.99019",44,2
6117496,"40.76365,-73.98057",164,7
6121052,"40.72337,-73.99724",147,5
6121300,"40.72923,-73.99949",181,19
6124097,"40.74089,-74.00181",112,10
6128992,"40.75054,-73.99683",95,6
6129158,"40.777,-73.95253",118,1
6130145,"40.74315,-73.91733",23,16
6131266,"40.67331,-73.95863",50,3
6131580,"40.72716,-74.0032",157,23
6131606,"40.68875,-73.92377",9,3
6132230,"40.72708,-74.00055",162,22
6132646,"40.71869,-73.98282",79,19
6133150,"40.68227,-73.93305",17,6
6134199,"40.78926,-73.96989",62,5
6134906,"40.64027,-74.01774",8,2
6138423,"40.79233,-73.9643",12,4
6140695,"40.72003,-73.98901",163,16
6141401,"40.74257,-73.98207",172,6
6141561,"40.67483,-73.9646",39,5
6142960,"40.69315,-73.95998",16,7
6145124,"40.66739,-73.9501",5,1
6145637,"40.73065,-73.98899",164,7
6146081,"40.64944,-73.93376",0,1
6146783,"40.64224,-73.96273",14,0
6149507,"40.712,-73.96666",48,11
6150778,"40.71059,-73.9506",45,12
6151450,"40.82366,-73.9461",18,9
6152725,"40.76509,-73.877",8,8
6155072,"40.68732,-73.96654",34,7
6155857,"40.73405,-74.00283",143,21
6155877,"40.82434,-73.94816",23,10
6156278,"40.76881,-73.98832",81,14
6156319,"40.78073,-73.94976",95,4
6156442,"40.76329,-73.99554",72,5
6157276,"40.76664,-73.87577",9,9
6161282,"40.71014,-73.96253",56,25
