id,geom,amenities_500,leisure_500
21967615,"40.76447,-73.99056",124,6
21967654,"40.72317,-73.99084",183,10
21967751,"40.70892,-73.96584",28,16
21967835,"40.72379,-73.9416",8,6
21968568,"40.70075,-73.92422",50,4
21969058,"40.80255,-73.94349",18,3
21970259,"40.74739,-73.98344",205,4
21970350,"40.70255,-73.94408",5,8
21970487,"40.69355,-73.95197",9,9
21971593,"40.69475,-73.91507",24,7
21972082,"40.71172,-73.98665",37,20
21972403,"40.69398,-73.90719",24,2
21972697,"40.6926,-73.94076",6,3
21973631,"40.67504,-73.93956",3,4
21973767,"40.73936,-73.99753",94,7
21975315,"40.71212,-73.94011",23,2
21975709,"40.73539,-73.99547",94,6
21976874,"40.71622,-73.94462",39,7
21977042,"40.57872,-73.96009",8,5
21977693,"40.7253,-73.98861",192,13
21977987,"40.72224,-74.00356",112,13
21978019,"40.72224,-73.99438",190,9
21978281,"40.67528,-73.906",3,6
21978366,"40.69131,-73.93387",5,5
21978558,"40.8029,-73.95576",33,9
21979050,"40.72389,-73.9954",144,10
21979387,"40.69267,-73.9218",3,5
21979566,"40.71237,-74.00747",96,22
21979587,"40.72672,-73.94715",38,4
21979890,"40.58793,-73.79268",1,4
21979898,"40.71642,-73.96459",66,8
21980316,"40.67728,-73.95676",33,3
21980586,"40.71015,-73.94672",41,5
21980711,"40.72085,-73.95723",72,8
21980723,"40.82277,-73.9555",5,7
21981036,"40.73878,-73.9839",123,8
21981313,"40.72539,-73.95473",51,10
21981703,"40.67405,-73.94419",5,2
21981789,"40.7128,-73.99045",70,23
21981845,"40.63108,-74.12512",0,1
21982096,"40.66222,-73.99567",21,0
21982177,"40.73716,-73.98835",124,6
21982223,"40.7745,-73.94844",58,1
21982333,"40.66379,-73.89127",0,8
21982534,"40.71271,-73.94284",30,3
21982618,"40.8262,-73.95035",25,6
21982630,"40.71157,-73.94308",30,2
21982707,"40.73144,-74.00388",191,20
21982758,"40.68165,-73.96006",30,3
21982995,"40.76017,-73.90945",15,3
21983066,"40.68286,-73.97134",58,5
21983105,"40.72549,-73.94453",16,5
21983211,"40.76535,-73.98765",142,8
21983275,"40.69407,-73.94275",3,9
21983362,"40.67288,-73.95444",39,1
21983547,"40.75172,-73.99784",80,7
21983780,"40.72705,-73.9933",124,8
21984139,"40.769,-73.98757",82,17
21984170,"40.76978,-73.98936",43,14
21984189,"40.75288,-73.98526",165,5
21984232,"40.70401,-73.92629",45,3
21984342,"40.68318,-73.96624",40,3
21984356,"40.67943,-73.98387",46,4
21985066,"40.67068,-73.95764",34,2
21985070,"40.80257,-73.96725",64,9
21985279,"40.70231,-73.82722",3,1
21987828,"40.64215,-73.95685",1,0
21989166,"40.6467,-73.94841",2,1
21990254,"40.68514,-73.87333",3,1
21990808,"40.75835,-73.99065",233,5
21991066,"40.79748,-73.948",11,5
21991970,"40.70518,-74.00881",134,22
21992083,"40.75289,-73.99403",133,6
21993232,"40.74421,-73.98007",170,5
21993629,"40.71382,-73.94385",36,4
21993956,"40.76552,-73.92576",58,1
21994561,"40.79917,-73.96795",68,11
21994769,"40.61224,-73.91854",0,4
21995883,"40.74624,-73.99273",130,5
21995927,"40.77885,-73.95756",84,1
21996377,"40.68719,-73.99384",67,6
21996542,"40.72732,-73.98056",91,11
21996983,"40.76084,-73.99899",40,7
21997208,"40.78707,-73.9769",88,6
21997763,"40.67912,-74.00227",19,7
21997804,"40.76691,-73.98545",121,11
21998044,"40.67487,-73.96409",40,5
