id,geom,amenities_500,leisure_500
7967922,"40.71111,-73.91689",7,4
7967942,"40.74052,-74.00423",101,14
7968283,"40.68935,-73.9127",12,3
7968983,"40.66125,-73.89976",0,9
7969111,"40.74192,-73.99978",107,7
7970110,"40.76583,-73.92878",36,4
7970450,"40.77285,-73.94715",22,4
7970578,"40.73175,-73.95403",28,6
7972210,"40.70158,-73.92724",51,3
7972825,"40.75535,-73.92609",21,2
7972839,"40.67603,-73.96941",56,6
7973484,"40.76769,-73.95236",48,8
7973730,"40.71147,-73.95312",60,19
7973933,"40.83713,-73.94343",3,9
7974235,"40.64689,-73.96048",3,2
7975360,"40.82215,-73.95601",4,8
7979200,"40.68426,-73.95669",22,2
7979237,"40.6796,-73.96948",67,5
7979433,"40.75959,-73.92439",63,2
7980191,"40.74763,-73.9733",99,13
7981341,"40.75091,-73.99414",111,5
7982304,"40.6834,-73.98549",34,5
7982720,"40.68817,-73.96852",30,8
7983640,"40.72124,-73.95847",62,9
7984555,"40.68502,-73.99306",58,5
7985333,"40.74904,-74.00164",46,6
7985537,"40.65798,-73.95985",10,3
7986666,"40.71939,-73.94356",23,9
7987209,"40.7566,-73.98329",195,6
7987212,"40.71067,-73.96005",65,28
7987306,"40.70227,-73.92362",59,4
7987971,"40.6917,-73.96508",36,6
7988259,"40.67705,-73.99607",21,5
7988385,"40.68625,-73.93003",12,2
7988411,"40.72913,-74.00074",180,19
7988491,"40.71381,-73.93619",3,1
7995078,"40.82291,-73.95172",12,7
7995140,"40.71212,-73.95888",69,23
7997433,"40.74583,-73.90059",21,12
7998385,"40.66783,-73.93042",3,1
7999409,"40.78129,-73.98572",21,7
7999574,"40.67354,-73.96359",39,4
7999671,"40.62022,-73.95622",0,3
8000640,"40.69485,-73.96254",18,8
8000716,"40.75014,-73.99069",181,7
8001648,"40.74947,-73.98257",200,3
8002080,"40.61059,-74.00602",15,2
8005645,"40.74667,-73.92361",20,10
8007908,"40.73221,-74.00928",57,7
8009332,"40.60991,-73.95677",4,3
8009966,"40.6529,-74.00399",26,3
8010033,"40.84269,-73.93605",7,7
8011605,"40.71608,-73.99425",259,25
8012041,"40.73219,-73.95776",25,5
8012334,"40.77569,-73.98028",49,10
8012976,"40.70726,-74.00593",142,21
8013358,"40.68318,-73.95002",14,3
8013498,"40.82987,-73.94625",25,6
8013780,"40.7331,-73.984",98,8
8013947,"40.74921,-73.98445",173,5
8014087,"40.74042,-73.99714",104,4
8014298,"40.66827,-73.93255",2,1
8014315,"40.69312,-73.9236",6,5
8014773,"40.76189,-73.9225",81,1
8014811,"40.7076,-73.94072",14,5
8015917,"40.66948,-73.97797",32,1
8016681,"40.84074,-73.93544",4,5
8016747,"40.72126,-73.98482",128,18
8017587,"40.7383,-74.00602",93,18
8021914,"40.80189,-73.96962",56,7
8024051,"40.67427,-73.96511",35,5
8025808,"40.71555,-73.99298",232,25
8028767,"40.74109,-73.91577",15,8
8029217,"40.737,-73.99576",96,5
8030123,"40.68973,-73.98563",54,4
8031617,"40.7083,-73.95473",29,16
8032689,"40.67874,-73.96842",64,6
8033609,"40.67872,-73.98286",65,3
8033860,"40.85563,-73.93509",15,5
8034514,"40.72045,-73.99016",182,17
8034665,"40.80083,-73.95584",23,9
8035074,"40.79791,-73.96951",58,7
8036524,"40.7484,-73.97298",98,13
8040050,"40.80377,-73.96903",43,6
8042732,"40.68581,-73.95218",15,7
8043824,"40.71693,-73.94477",39,7
8044856,"40.71848,-73.95834",83,14
8045421,"40.74465,-73.99253",131,3
8045552,"40.76762,-73.90727",13,2
8047711,"40.72569,-73.95179",44,8
8052046,"40.69758,-73.93417",12,8
8052159,"40.72351,-73.98288",118,13
8052243,"40.71062,-73.95274",52,17
8052841,"40.75512,-73.96826",99,9
8053024,"40.78451,-73.94939",64,9
8053664,"40.70011,-73.92119",52,5
8054277,"40.80025,-73.95519",14,9
8054523,"40.71278,-73.96471",67,14
8054651,"40.68929,-73.93079",6,5
8055508,"40.68917,-73.92901",7,6
8055582,"40.69003,-73.93085",5,5
8055598,"40.85296,-73.93527",22,6
8055721,"40.69022,-73.93077",5,5
8055778,"40.68927,-73.93035",5,5
8055859,"40.69702,-73.93167",14,5
8058693,"40.68352,-73.96348",38,2
8061409,"40.7052,-73.91549",33,1
8063109,"40.69132,-73.93866",3,2
8063277,"40.71549,-73.94712",64,8
8063565,"40.6854,-73.96741",39,7
