id,geom,amenities_500,leisure_500
29938457,"40.72878,-74.0016",182,21
29938894,"40.69342,-73.9324",13,7
29939030,"40.76243,-73.93044",19,3
29939528,"40.68777,-73.95378",17,7
29940344,"40.74938,-73.9802",176,3
29940771,"40.73695,-73.92376",7,3
29941633,"40.67534,-73.97332",46,5
29942196,"40.75355,-73.89221",22,14
29942679,"40.65092,-73.9632",3,4
29942901,"40.76544,-73.9585",49,4
29943061,"40.67961,-73.92461",5,6
29943391,"40.6359,-73.97105",11,1
29943455,"40.74287,-73.89439",20,6
29943543,"40.70469,-73.93878",20,6
29943700,"40.68701,-73.97457",38,9
29943824,"40.71194,-73.91414",7,4
29943909,"40.76423,-73.98891",167,8
29944557,"40.81022,-73.94547",22,9
29944625,"40.8055,-73.93653",5,17
29944850,"40.84353,-73.94072",10,7
29945246,"40.74419,-74.00067",102,3
29945283,"40.70356,-73.90241",61,1
29945516,"40.7184,-73.98719",158,25
29945765,"40.73511,-73.92488",1,2
29945767,"40.68931,-73.94041",4,6
29945987,"40.74563,-73.98342",210,5
29946074,"40.75457,-73.86162",17,3
29946107,"40.67948,-73.99531",37,4
29946644,"40.85359,-73.92982",5,8
29946757,"40.68901,-73.92826",6,5
29947091,"40.79768,-73.93455",20,3
29947398,"40.64608,-73.94738",2,0
29948187,"40.75922,-73.9969",96,5
29948786,"40.8063,-73.9558",34,13
29955067,"40.67037,-73.85899",0,8
29955544,"40.73039,-73.95434",27,4
29956272,"40.73123,-73.95664",26,6
29956865,"40.67442,-73.95165",30,1
29957016,"40.68589,-73.98543",45,4
29957585,"40.72744,-73.94673",35,4
29957848,"40.77951,-73.97765",70,5
29958350,"40.73649,-73.99927",111,12
29959104,"40.81927,-73.93886",6,5
29959489,"40.75507,-73.90741",12,4
29959581,"40.79758,-73.93808",29,4
29959810,"40.71365,-73.93838",13,2
29960469,"40.82687,-73.94364",24,7
29960687,"40.78413,-73.97451",77,5
29961517,"40.80004,-73.96088",37,10
29962534,"40.80043,-73.95859",29,11
29962755,"40.87,-73.90129",2,9
29962965,"40.86268,-73.9238",11,12
29963179,"40.79655,-73.96285",35,6
29963540,"40.6988,-73.91388",54,6
29963575,"40.65567,-73.73076",0,1
29963810,"40.80612,-73.93627",4,16
29964046,"40.68515,-73.93255",14,3
29964050,"40.68012,-73.94795",18,4
29964348,"40.76519,-73.96874",55,4
29964470,"40.70328,-73.92474",57,2
29964495,"40.66006,-73.99161",17,3
29964510,"40.71101,-73.93613",9,1
29964754,"40.72104,-73.85391",19,5
29965041,"40.75652,-73.96859",102,8
29965101,"40.69306,-73.97084",36,8
29965481,"40.65628,-73.83172",0,0
