id,geom,amenities_500,leisure_500
31319331,"40.83651,-73.92269",0,8
31319380,"40.77905,-73.9535",113,2
31320905,"40.77951,-73.95075",112,2
31322232,"40.75085,-73.7854",2,1
31322379,"40.76358,-73.99361",91,5
31324327,"40.80334,-73.94681",19,4
31325866,"40.72273,-74.00479",102,16
31328535,"40.68994,-73.96952",47,8
31328877,"40.788,-73.953",38,7
31330713,"40.75483,-73.99405",134,4
31331255,"40.68433,-73.94392",9,6
31331349,"40.83307,-73.93515",2,7
31332143,"40.68062,-73.90716",3,3
31332746,"40.61203,-74.00181",13,2
31333074,"40.81438,-73.94782",14,6
31333606,"40.79554,-73.94835",11,8
31334292,"40.75483,-73.99689",105,7
31336040,"40.70755,-73.74421",0,2
31336245,"40.66715,-73.78346",5,2
31336368,"40.64844,-73.95032",0,1
31336375,"40.70195,-73.92257",61,5
31336763,"40.7943,-73.95003",18,6
31337900,"40.79575,-73.9496",11,6
31339496,"40.74633,-73.82975",4,4
31339548,"40.72262,-73.98515",144,16
31339600,"40.73386,-73.95294",23,3
31340282,"40.73369,-73.95197",21,1
31340283,"40.7198,-73.98566",122,21
31340315,"40.76724,-73.9232",51,4
31340539,"40.86772,-73.92057",10,2
31340666,"40.7558,-73.99376",159,3
31340743,"40.75599,-73.99185",196,2
31340955,"40.70006,-73.92902",39,5
31341166,"40.74057,-73.86975",4,2
31341298,"40.70061,-73.92869",44,5
31341476,"40.74038,-73.86964",4,3
31350702,"40.69126,-73.95285",18,8
31351908,"40.72833,-73.99331",115,5
31352270,"40.72811,-73.99381",117,6
31353429,"40.74533,-73.97685",119,7
31353678,"40.65841,-73.96121",10,2
31354518,"40.73344,-73.95851",27,5
31354965,"40.8334,-73.94327",8,7
31355075,"40.70138,-73.91556",54,3
31355285,"40.73176,-73.8702",9,6
31355295,"40.65144,-73.94659",0,1
31356462,"40.79737,-73.93499",23,3
31356710,"40.71708,-73.94852",50,12
31357191,"40.7282,-73.9506",29,0
31357323,"40.7702,-73.9261",32,7
31358401,"40.6771,-73.97174",63,4
31358547,"40.69853,-73.93098",18,6
31359053,"40.64481,-73.97318",17,3
31359630,"40.7566,-73.99725",110,7
31360128,"40.72482,-73.98242",122,15
31360817,"40.61693,-74.03136",24,5
31361356,"40.69327,-73.92456",6,4
31362232,"40.66743,-73.98963",48,1
31362276,"40.58449,-73.94132",7,3
31364352,"40.79241,-73.94132",27,6
31365313,"40.71916,-73.99754",217,13
