id,geom,amenities_500,leisure_500
35030427,"40.74848,-73.98631",208,5
35030460,"40.69348,-73.94499",3,9
35030571,"40.77132,-73.90474",19,1
35030589,"40.76392,-73.98805",176,9
35030835,"40.74646,-73.9863",213,5
35031082,"40.74669,-73.98749",207,6
35031409,"40.74847,-73.98629",207,5
35031778,"40.71949,-73.98607",133,22
35031939,"40.82204,-73.95566",4,10
35032636,"40.75476,-73.97118",109,8
35032803,"40.76501,-73.98892",141,8
35033070,"40.64918,-74.00756",20,3
35033521,"40.76356,-73.98814",183,9
35033674,"40.82374,-73.91555",1,8
35033921,"40.76509,-73.98795",147,9
35034032,"40.70861,-74.00479",129,19
35034410,"40.72764,-73.98712",162,9
35034543,"40.76424,-73.98916",155,6
35034773,"40.76404,-73.98973",138,6
35035202,"40.85539,-73.88769",15,11
35035291,"40.76487,-73.98912",139,6
35035847,"40.76113,-73.98557",241,4
35036056,"40.82172,-73.95618",4,9
35036124,"40.68957,-73.92659",7,6
35037136,"40.70865,-73.96673",26,13
35037457,"40.69634,-73.93445",12,8
35037586,"40.73891,-73.98657",137,6
35037973,"40.84176,-73.93738",5,7
35037976,"40.75455,-73.9695",105,9
35038031,"40.75823,-73.93114",28,3
35038048,"40.74525,-73.97225",59,11
35038124,"40.75911,-73.97011",103,4
35038269,"40.75624,-73.97171",116,8
35038426,"40.74781,-73.98769",201,6
35038658,"40.74696,-73.87912",27,10
35039302,"40.75974,-73.97067",108,4
35039831,"40.78714,-73.84378",3,4
35039936,"40.69971,-73.93068",31,5
35040055,"40.75484,-73.9939",136,4
35040098,"40.78766,-73.9423",23,11
35040805,"40.76044,-73.97012",103,6
35040813,"40.76263,-73.93547",11,6
35041121,"40.69824,-73.92888",23,6
35042058,"40.799,-73.96315",53,11
35042440,"40.6357,-74.15478",0,1
35042474,"40.76377,-73.82692",38,4
35043094,"40.66316,-73.74804",1,2
35044394,"40.68538,-73.94637",5,6
35044981,"40.74392,-73.97741",127,4
35050872,"40.71055,-74.00623",105,21
35054863,"40.68425,-73.92503",10,6
35055076,"40.70254,-73.8322",4,3
35055437,"40.82132,-73.95441",7,11
35056385,"40.64669,-73.95921",3,3
35056734,"40.76394,-73.99466",62,6
35057815,"40.71209,-73.80151",5,2
35058541,"40.81869,-73.82233",0,1
35059067,"40.76444,-73.87238",11,6
35059177,"40.79599,-73.96659",69,7
35059538,"40.76411,-73.87373",9,6
35059681,"40.76481,-73.87242",9,6
35059840,"40.64127,-73.89119",0,3
35060103,"40.69214,-73.92379",5,5
35060288,"40.72604,-73.98843",183,13
35060675,"40.67623,-73.93642",10,5
35060992,"40.66701,-73.93861",1,1
35061907,"40.67463,-73.9606",46,3
35062211,"40.89323,-73.85215",0,0
35062294,"40.80098,-73.94261",14,3
35062731,"40.70659,-74.00501",128,21
35062818,"40.76329,-73.96235",63,6
35063045,"40.71837,-73.99768",225,13
35063377,"40.71544,-73.96003",102,9
35064014,"40.69026,-73.97074",47,8
35064019,"40.81149,-73.94024",13,13
35064196,"40.76284,-73.99003",160,6
35064738,"40.85638,-73.92921",5,7
35064797,"40.73435,-74.00392",130,23
35065083,"40.69664,-73.99467",22,12
35065348,"40.6944,-73.83192",2,2
35065615,"40.69791,-73.98381",15,15
35066003,"40.68463,-73.92617",10,6
35066396,"40.76238,-73.91721",74,2
35066800,"40.59279,-73.79993",1,6
35067259,"40.68406,-73.93967",19,6
35067483,"40.76506,-73.98507",174,6
35069416,"40.60625,-74.089",0,1
35069663,"40.85743,-73.90233",2,7
35069936,"40.76256,-73.9904",165,4
35070555,"40.76512,-73.98726",155,10
35071302,"40.73108,-74.00114",188,21
35075812,"40.7472,-73.97278",86,12
35076834,"40.68295,-73.91553",13,6
35079012,"40.72096,-73.95528",87,9
35079670,"40.80619,-73.94174",15,7
35080347,"40.71345,-73.98678",56,25
35080969,"40.74125,-73.98125",144,7
35081477,"40.72905,-74.00294",186,19
35081665,"40.6929,-73.86378",12,1
35082055,"40.71752,-73.99387",289,20
35082227,"40.6613,-73.88756",1,4
35082332,"40.71018,-73.95377",52,21
35082713,"40.72765,-74.00213",163,21
35084043,"40.76831,-73.98515",107,12
35084260,"40.76795,-73.98381",121,12
35085042,"40.67753,-73.99084",19,5
35085643,"40.71909,-73.95408",80,12
35085802,"40.70629,-73.91281",26,3
35085826,"40.69362,-73.76953",0,1
35085934,"40.72035,-73.94117",16,7
35086171,"40.75837,-73.82529",34,9
35086252,"40.69561,-73.9878",34,14
35088621,"40.82622,-73.93489",1,12
35088935,"40.77166,-73.94665",12,5
35089556,"40.67653,-73.93556",8,4
35090082,"40.72027,-73.9588",64,7
35090364,"40.61735,-74.03",23,4
35090587,"40.74351,-73.92281",29,14
35091010,"40.76625,-73.87347",12,7
35091116,"40.76566,-73.87215",11,6
35092409,"40.83894,-73.91158",0,5
35092433,"40.7482,-73.83113",7,2
35092820,"40.76194,-73.99074",167,4
35093378,"40.76568,-73.98636",147,7
35093823,"40.67165,-73.95644",31,2
35096173,"40.78891,-73.94399",36,13
35096397,"40.6261,-73.94578",0,1
35096744,"40.68526,-73.92693",8,3
35096805,"40.69388,-73.92564",10,4
35097415,"40.70506,-73.87073",7,2
35097684,"40.73232,-73.97784",25,12
35098251,"40.74653,-73.97891",173,4
35100775,"40.76077,-73.99427",120,6
35108156,"40.75971,-73.99256",181,4
35109246,"40.68929,-73.99656",49,4
35112957,"40.70624,-74.01006",147,24
35114189,"40.77198,-73.98931",27,13
35114837,"40.74506,-73.99935",93,4
35115408,"40.70034,-73.92869",42,5
35115612,"40.8019,-73.95924",39,11
35115893,"40.76063,-73.95938",35,8
