id,geom,amenities_500,leisure_500
35542412,"40.71418,-73.93837",13,2
35542686,"40.75283,-73.82561",13,11
35542830,"40.71884,-73.9502",44,14
35543031,"40.69325,-73.96732",37,9
35543132,"40.67606,-73.98251",69,4
35543291,"40.75932,-73.79859",1,3
35543560,"40.6666,-73.89112",0,8
35545031,"40.6752,-73.94851",15,3
35545082,"40.75809,-73.91271",23,5
35545626,"40.80695,-73.9654",27,10
35546298,"40.856,-73.86705",6,2
35546352,"40.6748,-73.79242",0,1
35546843,"40.80391,-73.9361",8,12
35547124,"40.75304,-73.87661",20,7
35547909,"40.76135,-73.80724",8,3
35548551,"40.64225,-73.96425",17,0
35548672,"40.84655,-73.93332",14,9
35548721,"40.69405,-73.92642",10,5
35549378,"40.76369,-73.98891",178,8
35558366,"40.76313,-73.8234",20,2
35561531,"40.81868,-73.93937",8,5
35563249,"40.73975,-73.98511",148,5
35563781,"40.64936,-73.96061",3,5
35564919,"40.70013,-73.93502",17,6
35565108,"40.69175,-73.90932",18,2
35565616,"40.73234,-74.00543",149,22
35566070,"40.77842,-73.95026",103,3
35566162,"40.8315,-73.92277",6,9
35567048,"40.83329,-73.94056",5,6
35567269,"40.76209,-73.96181",60,5
35567504,"40.69014,-73.91531",13,2
35568112,"40.77719,-73.98312",45,14
35569130,"40.67072,-73.86947",3,3
35569189,"40.80434,-73.95515",33,10
35569456,"40.69934,-73.99635",25,11
35569459,"40.72434,-73.99945",156,15
35569626,"40.642,-73.95979",5,0
35570396,"40.8129,-73.94391",15,10
35570498,"40.75563,-73.96621",74,10
35570515,"40.77065,-73.96675",20,2
35570674,"40.74244,-73.97872",138,5
35570995,"40.78986,-73.94783",44,11
35571189,"40.71139,-73.96208",65,25
35572261,"40.70126,-73.90292",56,2
35572377,"40.69483,-73.94059",9,8
35572559,"40.70737,-74.00622",144,22
35573040,"40.66154,-73.99158",23,3
35573043,"40.75372,-73.97232",135,11
35573815,"40.80102,-73.96669",71,10
35573971,"40.67037,-73.92764",3,2
35574349,"40.72683,-74.00222",158,23
