id,geom,amenities_500,leisure_500
14909867,"40.72,-73.85411",13,5
14911628,"40.75611,-73.99387",162,3
14911767,"40.66821,-73.98253",56,2
14912574,"40.64189,-73.96066",6,0
14913167,"40.67154,-73.96221",37,4
14913197,"40.72948,-73.94918",20,1
14913358,"40.67854,-73.92321",2,5
14913941,"40.67564,-73.95497",40,1
14914048,"40.83503,-73.94166",4,6
14914739,"40.68381,-73.94346",11,5
14915099,"40.7122,-73.96619",52,11
14915616,"40.65651,-73.95322",2,3
14916773,"40.65828,-73.98451",15,5
14916806,"40.71865,-73.96392",55,6
14917475,"40.68312,-73.9086",5,5
14917765,"40.86932,-73.90057",2,10
14918238,"40.68624,-73.95528",18,4
14918404,"40.64018,-73.96152",11,0
14926631,"40.76793,-73.98561",110,13
14926698,"40.70156,-73.98199",9,10
14928089,"40.8153,-73.93741",6,5
14928864,"40.84606,-73.93325",11,10
14928996,"40.71449,-73.96311",90,12
14932887,"40.76021,-73.99969",34,6
14933521,"40.81949,-73.94621",12,7
14933893,"40.77334,-73.94848",57,2
14935001,"40.74211,-73.91646",19,9
14935151,"40.83112,-73.87319",4,6
14936181,"40.68789,-73.9575",23,5
14936709,"40.8604,-73.92716",4,7
14945219,"40.70708,-73.92343",36,3
14945274,"40.88985,-73.90747",12,9
14945585,"40.69251,-73.92478",4,5
14946346,"40.7481,-73.97417",116,12
14946381,"40.83849,-73.93809",3,6
14947252,"40.72022,-73.95727",71,9
14948249,"40.76495,-73.98964",120,6
14949281,"40.75863,-73.98812",255,6
14949923,"40.77718,-73.98023",49,10
14951904,"40.80171,-73.95871",37,11
14952053,"40.67825,-73.89416",2,2
14952649,"40.8419,-73.93866",5,8
14959161,"40.7608,-73.96032",47,7
14959195,"40.69287,-73.94334",3,8
14959206,"40.71279,-73.94443",38,5
14959966,"40.77979,-73.95379",105,2
14961122,"40.68381,-73.91776",14,5
14961253,"40.77883,-73.95205",126,1
14963404,"40.65949,-73.98422",18,4
14963583,"40.80167,-73.95781",33,11
14964655,"40.6371,-73.99834",7,5
14965582,"40.69296,-73.92092",3,4
14966184,"40.79757,-73.94006",32,3
14966692,"40.7609,-73.92516",52,0
14967790,"40.68918,-73.91217",11,3
14967881,"40.76404,-73.96628",65,4
14967994,"40.63241,-73.89367",0,3
14968000,"40.67124,-73.98625",61,1
14968403,"40.69141,-73.92092",6,4
14968436,"40.81041,-73.94337",13,11
14968939,"40.7119,-73.94431",36,4
14969217,"40.69096,-73.91055",17,1
14972714,"40.82316,-73.94478",16,7
14975651,"40.71391,-74.00624",76,19
14976368,"40.71156,-73.95454",60,22
14976950,"40.79799,-73.96161",31,7
14979450,"40.73515,-73.95645",18,5
14980174,"40.76744,-73.95901",56,3
14981124,"40.69402,-73.94529",3,8
14981522,"40.72151,-73.94141",16,7
14982260,"40.76802,-73.91815",60,4
14982907,"40.68692,-73.76832",2,3
14983453,"40.81205,-73.95273",20,7
14984002,"40.76326,-73.92569",61,1
14987023,"40.67758,-73.97123",59,4
14987516,"40.65378,-73.72582",0,1
14988134,"40.7363,-73.98338",90,7
14988596,"40.77357,-73.95149",100,1
14989532,"40.79853,-73.94143",21,5
14989615,"40.74647,-73.88258",36,15
14991887,"40.68664,-73.93849",11,4
14992784,"40.73602,-73.85619",1,9
14994076,"40.88207,-73.83538",1,3
14994367,"40.76748,-73.98609",118,13
14995212,"40.85499,-73.86728",5,2
14995382,"40.63948,-73.95008",3,1
14996256,"40.67059,-73.94798",9,1
15001872,"40.69078,-73.92167",6,4
15003711,"40.66211,-73.98594",42,3
15003721,"40.64004,-73.94933",2,1
15003930,"40.77395,-73.95248",112,1
15004091,"40.7065,-73.95568",14,18
15005115,"40.71342,-73.99929",141,24
15008979,"40.67238,-73.83909",4,2
15009556,"40.66005,-73.99204",16,3
15009618,"40.76408,-73.98996",136,6
15009751,"40.77794,-73.9763",49,5
15016495,"40.64925,-74.01147",10,3
15016999,"40.66692,-73.95205",8,1
15018397,"40.70426,-73.98633",17,12
15018646,"40.75233,-73.97137",104,13
15019436,"40.75692,-73.9293",30,3
15019959,"40.74596,-73.87762",24,10
15021635,"40.7005,-73.9144",60,5
15021783,"40.74063,-73.99843",104,5
15022347,"40.82986,-73.93965",8,11
15024645,"40.71933,-73.95993",69,6
15024889,"40.68285,-73.85248",2,5
15025988,"40.70661,-73.93584",23,3
15026994,"40.76117,-73.92847",34,3
15027024,"40.72693,-73.98385",150,13
15028194,"40.67667,-73.9175",1,7
15031599,"40.69626,-73.8488",12,1
15032254,"40.76485,-73.98121",167,6
15033685,"40.78074,-73.97849",77,7
15034150,"40.75034,-73.9878",190,7
15034827,"40.73379,-73.95461",26,6
15034950,"40.6892,-73.9506",10,5
15035050,"40.72332,-73.99466",164,9
15035565,"40.81438,-73.95183",9,8
15036330,"40.83043,-73.94672",23,6
15036516,"40.69467,-73.94833",8,8
15036809,"40.78766,-73.97414",94,6
15037251,"40.77201,-73.97994",45,10
15037461,"40.70719,-73.95927",15,20
15037640,"40.64552,-73.97824",13,4
15038469,"40.67127,-73.99006",36,2
15039238,"40.80555,-73.95706",36,14
15040421,"40.79639,-73.9347",21,2
15041647,"40.73702,-73.857",0,8
15041998,"40.71727,-74.00335",176,18
15042314,"40.69377,-73.9307",14,6
15042361,"40.6871,-73.77887",3,2
15043180,"40.68474,-73.93833",13,4
15043534,"40.73912,-73.92075",18,5
15043788,"40.73908,-73.9203",18,5
15043817,"40.7385,-73.91993",12,3
15048516,"40.74651,-73.92283",20,15
15049253,"40.68511,-73.76884",4,3
15050044,"40.75842,-73.99276",185,4
15050192,"40.68201,-73.95553",17,2
15051958,"40.73213,-73.98517",119,11
15052056,"40.66752,-73.9849",58,0
15052112,"40.74296,-73.98691",195,4
15052156,"40.74404,-73.97217",43,7
15052455,"40.69085,-73.95578",22,5
15052971,"40.73193,-73.99126",110,5
15053143,"40.79577,-73.9362",28,2
15053369,"40.72522,-73.9873",185,12
15053461,"40.59324,-73.77288",1,2
15054327,"40.59304,-73.77339",1,2
15054617,"40.59517,-73.77236",1,2
15054630,"40.66136,-73.8678",0,3
15056050,"40.64837,-73.9618",3,4
15056492,"40.71676,-73.99369",270,23
15056538,"40.74481,-73.99264",131,3
15056748,"40.70015,-73.92507",46,3
15057686,"40.68785,-73.95046",13,5
15057717,"40.74653,-73.9739",91,10
15057784,"40.70707,-74.01702",48,12
15058410,"40.68287,-73.85981",0,3
15059292,"40.76276,-73.97652",111,6
15060262,"40.6898,-73.93746",3,5
15062944,"40.78017,-73.97574",70,4
15064512,"40.73499,-73.99254",101,4
15065696,"40.71096,-73.95685",63,22
15066466,"40.72222,-73.99545",163,10
15066701,"40.68881,-73.9497",10,5
15066761,"40.76145,-73.92273",75,1
15067291,"40.8117,-73.94563",20,8
15068067,"40.74787,-74.00088",64,5
15069131,"40.82974,-73.92092",6,11
15069259,"40.69264,-73.94267",3,4
15071519,"40.67046,-73.94156",2,2
15073369,"40.72989,-74.00541",156,20
15074005,"40.68943,-73.95186",12,8
15079046,"40.86582,-73.92582",15,7
15079215,"40.75957,-73.92863",41,3
15080267,"40.69059,-73.95602",23,4
15080936,"40.68979,-73.95048",11,5
15080994,"40.76276,-73.98942",174,5
15081440,"40.63215,-74.11403",3,1
15081663,"40.76714,-73.98777",102,12
