id,geom,amenities_500,leisure_500
6757821,"40.81656,-73.96122",12,7
6758846,"40.71085,-73.94894",47,7
6758849,"40.77635,-73.94813",76,3
6759052,"40.68675,-73.94497",4,8
6759264,"40.75706,-73.91834",42,5
6759527,"40.64465,-74.01881",8,2
6760295,"40.73511,-73.95551",18,6
6760353,"40.69545,-73.92336",15,7
6760893,"40.79596,-73.94958",12,6
6761084,"40.85322,-73.93563",21,4
6761717,"40.69009,-73.99355",58,5
6761985,"40.71374,-73.9627",82,13
6763899,"40.81791,-73.95357",9,8
6764316,"40.70318,-73.9878",21,15
6764999,"40.7342,-74.00854",71,12
6765697,"40.76855,-73.92583",38,3
6765965,"40.71128,-73.954",58,21
6766169,"40.66922,-73.94682",5,1
6766259,"40.7665,-73.91759",75,3
6766662,"40.76964,-73.91402",34,3
6766875,"40.69297,-73.9741",26,7
6766894,"40.70965,-73.94411",23,4
6766908,"40.65577,-73.95903",6,4
6767047,"40.69047,-73.91565",13,3
6767603,"40.75861,-73.96939",103,4
6767911,"40.79745,-73.96936",64,8
6768399,"40.75443,-73.80787",0,2
6769535,"40.68511,-73.76012",1,2
6775098,"40.72835,-74.00259",177,20
6775943,"40.68982,-73.85379",17,4
6776230,"40.70966,-73.90064",36,0
6776698,"40.68955,-73.85348",14,4
6776711,"40.76966,-73.95319",64,4
6777603,"40.6987,-73.91578",45,6
6778776,"40.83705,-73.9399",3,8
6779136,"40.73212,-74.01051",38,6
6780285,"40.7154,-73.93866",17,2
6781648,"40.73643,-74.00351",126,17
6782407,"40.71354,-73.93882",22,2
6782841,"40.69058,-73.91471",17,3
6783518,"40.68247,-73.94243",12,7
6784171,"40.71968,-73.9968",205,11
6784207,"40.69959,-73.92975",31,5
6784378,"40.65894,-73.95947",11,2
6784406,"40.70793,-74.00411",111,19
6784669,"40.76644,-73.95803",54,3
6784807,"40.74375,-73.90678",18,7
6784873,"40.72298,-73.94545",33,8
6784908,"40.87211,-73.91544",7,4
6786181,"40.64345,-73.93643",0,2
6786761,"40.76037,-73.99084",195,4
6787310,"40.76044,-73.98903",235,4
6791173,"40.67852,-73.9557",30,3
6792415,"40.72278,-73.94478",26,9
6792702,"40.73632,-73.95445",12,6
6792888,"40.74589,-73.91956",23,24
6794912,"40.86623,-73.91993",12,3
6795252,"40.69393,-73.94438",3,10
6795568,"40.7614,-73.98954",201,4
6795657,"40.83174,-73.94686",20,6
6796530,"40.67928,-73.98254",62,3
6797129,"40.77824,-73.97701",51,5
6797564,"40.73727,-73.98432",102,7
6797905,"40.77734,-73.95997",60,1
6798068,"40.70995,-73.96609",41,13
6798811,"40.61291,-73.94972",1,4
6799118,"40.67728,-74.00572",7,6
6799130,"40.67659,-74.00643",6,7
6799692,"40.7618,-73.99093",168,4
6799814,"40.76207,-73.98945",188,4
6799895,"40.76146,-73.99109",166,4
6799932,"40.76015,-73.99086",198,4
6799944,"40.65348,-73.95978",5,6
6799957,"40.75987,-73.99056",214,4
6799999,"40.76036,-73.99073",196,4
6800277,"40.76185,-73.99126",163,4
6800548,"40.71296,-73.96148",86,21
6800576,"40.81456,-73.94159",12,8
6800858,"40.71481,-73.96262",94,11
6804319,"40.67702,-73.96261",55,4
6805817,"40.79304,-73.97725",45,7
6806165,"40.8334,-73.93913",5,4
6806282,"40.72949,-73.98012",83,13
6807079,"40.67367,-73.96079",47,3
6807281,"40.66233,-73.9615",9,2
6807871,"40.74362,-73.98058",181,4
6808818,"40.68908,-73.91452",11,3
6809332,"40.73728,-74.00773",77,17
6812061,"40.73878,-73.89423",4,7
6812270,"40.68587,-73.92094",12,3
6812456,"40.65303,-73.96164",4,5
6812690,"40.69054,-73.91403",16,3
6812717,"40.70944,-74.01829",36,13
6812924,"40.76219,-73.91963",86,1
6813041,"40.6892,-73.96976",46,7
6813226,"40.79866,-73.9681",67,11
6820048,"40.68552,-73.93581",11,4
6820637,"40.68724,-73.98596",53,4
6821839,"40.75129,-73.88784",50,24
6821978,"40.68636,-73.96207",30,6
6822519,"40.69859,-73.92401",34,6
6822854,"40.6904,-73.91538",14,3
6823578,"40.84872,-73.93633",20,7
6824996,"40.76806,-73.95227",51,8
6827028,"40.6888,-73.93545",4,6
6829632,"40.7027,-73.92512",53,2
6829746,"40.70412,-73.93555",22,4
6829990,"40.6886,-73.97409",39,7
6831518,"40.74733,-73.99023",186,6
6832599,"40.71647,-73.93824",10,2
6833000,"40.76716,-73.96366",47,3
6833049,"40.73185,-74.00271",187,21
6833395,"40.71321,-73.99099",100,25
6833755,"40.68175,-73.91144",6,7
6833911,"40.70299,-73.93585",20,5
6834972,"40.68276,-74.00016",31,4
6835487,"40.71966,-73.98166",49,14
6836485,"40.6412,-73.95302",2,1
6837529,"40.72082,-73.98592",137,19
6843145,"40.78787,-73.97116",69,5
6845877,"40.77372,-73.94986",69,2
6846956,"40.71571,-73.96556",55,6
6847053,"40.81103,-73.95804",29,13
6849332,"40.85151,-73.93789",24,4
6850752,"40.70954,-73.94808",33,5
6850801,"40.6613,-73.94457",1,1
6851685,"40.8395,-73.9447",3,5
