id,geom,amenities_500,leisure_500
13173415,"40.7615,-73.98527",229,3
13174320,"40.77097,-73.95843",100,1
13174433,"40.73908,-74.00186",116,14
13174455,"40.68846,-73.92155",8,3
13175725,"40.65742,-73.92385",0,1
13175743,"40.85735,-73.9298",4,7
13176134,"40.8028,-73.96678",63,11
13182093,"40.68675,-73.95341",15,6
13182297,"40.7043,-73.92491",52,2
13182531,"40.85261,-73.94203",16,2
13183047,"40.685,-73.99369",59,6
13183672,"40.72665,-73.98717",177,12
13183816,"40.69068,-73.91418",18,3
13183826,"40.60391,-73.99339",13,1
13184355,"40.69239,-73.91416",17,4
13184939,"40.72926,-73.98915",173,6
13186007,"40.76832,-73.9346",12,6
13186374,"40.65182,-73.98043",7,7
13186395,"40.69239,-73.91443",17,4
13186447,"40.85241,-73.9368",22,3
13186655,"40.8013,-73.95677",26,9
13186721,"40.74747,-73.98061",198,3
13186741,"40.73887,-74.00011",99,13
13186804,"40.74881,-73.98059",197,3
13187991,"40.73011,-74.00267",180,19
13188543,"40.6421,-73.96166",12,0
13188552,"40.70871,-73.89415",26,1
13188622,"40.74789,-73.98057",204,2
13188839,"40.74743,-73.97945",175,3
13189500,"40.73179,-74.00149",188,22
13190121,"40.76564,-73.98367",151,6
13191433,"40.75768,-73.92897",40,2
13192097,"40.68066,-73.96696",59,3
13192217,"40.69746,-73.92065",29,5
13192379,"40.85244,-73.93126",11,7
13192876,"40.83193,-73.9364",3,8
13192944,"40.63009,-74.01342",8,5
13192965,"40.72312,-73.98795",176,11
13193534,"40.85981,-73.92835",4,6
13199140,"40.77575,-73.95304",116,0
13201181,"40.71351,-73.95848",83,17
13201687,"40.7661,-73.99053",76,8
13202374,"40.71382,-73.94285",29,3
13202401,"40.75641,-73.97812",135,6
13202799,"40.77481,-73.91562",20,4
13203601,"40.79566,-73.94137",31,4
13204229,"40.70735,-74.01226",147,23
13205376,"40.84989,-73.93044",6,7
13205892,"40.71141,-73.99408",118,28
13206869,"40.68393,-73.92303",9,6
13207158,"40.65335,-73.95663",4,4
13207484,"40.69388,-73.98085",19,9
13207548,"40.84996,-73.93937",17,4
13207586,"40.7722,-73.95272",94,1
13208233,"40.76279,-73.91767",84,2
13208365,"40.70918,-73.92182",15,2
13208373,"40.73637,-73.98051",48,7
13208685,"40.76376,-73.98789",184,9
13208952,"40.77305,-73.96283",59,1
13209317,"40.65973,-73.74098",0,1
13209380,"40.71523,-74.0079",84,21
13209482,"40.72697,-73.98488",157,13
13209493,"40.67002,-73.98496",62,1
13209514,"40.70433,-74.00706",112,13
13209699,"40.77705,-73.91356",32,1
13210016,"40.71537,-74.00181",175,18
13213869,"40.8449,-73.94034",9,7
13215481,"40.71738,-73.94089",26,5
13215733,"40.7394,-73.97996",94,7
13215920,"40.61608,-73.99056",12,0
13216067,"40.71024,-73.96081",64,27
13216246,"40.72217,-73.948",49,11
13216357,"40.82779,-73.94065",8,10
13217170,"40.68604,-73.95375",14,7
13217241,"40.72426,-73.99535",138,11
13217609,"40.80991,-73.94597",26,8
13217755,"40.80125,-73.96529",71,11
13217991,"40.68484,-73.95759",23,3
13218512,"40.67538,-73.95308",36,1
13219269,"40.6531,-73.94965",1,2
13220375,"40.72315,-73.99507",154,9
13220720,"40.71756,-73.94063",26,5
13221331,"40.69707,-73.99632",23,9
13221528,"40.76264,-73.98569",210,5
13221788,"40.67378,-73.88846",1,6
13222140,"40.63342,-74.08249",4,3
13222669,"40.73487,-73.92145",2,1
13222964,"40.81162,-73.95046",18,7
13223445,"40.77282,-73.9808",43,12
13223949,"40.68315,-73.95035",14,3
13225764,"40.82579,-73.9528",21,7
13225970,"40.80205,-73.9658",70,11
13230556,"40.76139,-73.96208",62,6
13230807,"40.63359,-74.02302",23,2
13231183,"40.76161,-73.96192",61,6
13231399,"40.80735,-73.94064",14,15
13231566,"40.71085,-74.0083",120,20
13231678,"40.72572,-73.98269",128,13
13231961,"40.6557,-73.95471",7,2
13232690,"40.68582,-73.92926",10,2
13232917,"40.67294,-73.9581",49,3
13232952,"40.74576,-73.87407",9,5
13233113,"40.76318,-73.98473",195,6
13233830,"40.66108,-73.95567",11,3
13233856,"40.79643,-73.97188",59,6
13234352,"40.7626,-73.96031",51,6
13234446,"40.72779,-73.94323",7,2
13234457,"40.68258,-73.95871",24,3
13235417,"40.72515,-74.00182",144,21
13235840,"40.77616,-73.97994",47,10
13235951,"40.81286,-73.93618",2,7
13236148,"40.68378,-73.94118",14,6
13236366,"40.78396,-73.97691",85,6
13237057,"40.67323,-73.8892",0,6
13237190,"40.76995,-73.95604",79,2
13237828,"40.69893,-73.92624",30,2
13238211,"40.73334,-74.00104",163,22
13238321,"40.82963,-73.9495",23,3
13238778,"40.70238,-73.92812",53,4
13239181,"40.70422,-73.90978",48,1
13239693,"40.73239,-73.95449",27,6
13240737,"40.76345,-73.99298",110,5
13243615,"40.5775,-73.94003",0,2
13243946,"40.80041,-73.95237",18,8
13244254,"40.80822,-73.95273",45,8
13245033,"40.73727,-73.87853",33,7
13245721,"40.73506,-74.00518",106,20
13245726,"40.80698,-73.95272",47,9
13246042,"40.69798,-73.92462",32,5
13246278,"40.71258,-73.9901",68,24
13246804,"40.76026,-73.9659",100,5
13246949,"40.71225,-73.94413",36,4
13248480,"40.77983,-73.94798",96,5
13248565,"40.84268,-73.89294",0,5
13248583,"40.80304,-73.95148",36,7
13248742,"40.76205,-73.94975",2,11
13248968,"40.69476,-73.92943",11,6
13249407,"40.67206,-73.9429",2,1
13249656,"40.68063,-73.95015",18,3
13250303,"40.69484,-73.95852",13,7
13250484,"40.75647,-73.99848",75,7
13251558,"40.82158,-73.93824",4,10
13252064,"40.74487,-74.00277",96,7
13254260,"40.66741,-73.9522",9,1
13254504,"40.74858,-73.99887",68,5
13254864,"40.72838,-73.99899",176,16
13256322,"40.76969,-73.95509",75,2
13256651,"40.64542,-73.96484",9,2
13258556,"40.74036,-73.98053",111,8
13259442,"40.80348,-73.96579",54,13
13260699,"40.77969,-73.97738",71,5
13261498,"40.66537,-73.98559",49,3
13261616,"40.77693,-73.94524",49,5
13261922,"40.74154,-73.98515",183,5
13262082,"40.72954,-73.98842",180,6
13262386,"40.685,-73.92022",11,5
13262935,"40.68909,-73.94636",4,7
13264012,"40.69511,-73.9934",29,11
13264690,"40.82605,-73.94219",10,11
13265459,"40.85177,-73.93652",25,4
13265710,"40.81834,-73.93929",8,6
13266202,"40.70644,-73.93968",8,5
13270298,"40.67634,-73.96651",53,6
13272022,"40.65588,-73.95062",2,3
13272041,"40.75242,-73.97261",130,13
13273660,"40.86059,-73.92986",5,6
13273903,"40.70662,-74.0051",131,21
13274918,"40.74569,-73.98192",218,6
13274952,"40.70243,-73.92978",41,4
13275792,"40.71281,-73.95127",53,17
13275896,"40.81646,-73.93795",5,7
13276227,"40.81627,-73.93512",5,6
13276288,"40.69415,-73.92987",12,6
13276320,"40.77388,-73.91598",19,7
13276525,"40.81604,-73.94017",10,6
13276680,"40.71234,-73.95",57,10
13277919,"40.69808,-73.93",21,6
13278166,"40.72361,-73.95039",40,9
13278181,"40.69304,-73.99328",42,6
13278654,"40.77865,-73.98104",55,8
13279036,"40.69092,-73.91073",17,1
13280099,"40.82909,-73.92249",6,10
13280112,"40.71293,-73.95946",84,20
13280923,"40.80515,-73.95595",35,13
13281460,"40.69016,-73.97307",46,8
13281809,"40.71505,-73.94403",43,5
13282284,"40.68868,-73.99206",66,5
13282385,"40.69949,-73.92621",34,2
13282553,"40.75604,-73.9681",98,9
13282638,"40.69818,-73.91941",39,6
13282840,"40.79532,-73.94454",26,8
13287347,"40.6772,-73.99354",19,4
13288854,"40.69646,-73.96059",10,9
13289643,"40.74436,-73.97292",52,8
13291508,"40.65549,-73.98111",11,6
13291548,"40.73767,-73.95527",12,8
13291853,"40.7321,-74.00461",168,23
13292687,"40.70949,-73.96087",49,25
13292979,"40.66662,-73.98168",49,1
13292993,"40.74429,-73.97663",104,6
