id,geom,amenities_500,leisure_500
29562532,"40.69414,-73.93231",13,8
29562750,"40.71491,-73.99878",178,20
29562919,"40.63766,-74.02626",15,4
29563829,"40.63635,-73.95502",1,1
29564676,"40.70264,-73.92514",54,2
29564687,"40.73429,-73.99675",108,15
29565013,"40.72348,-73.98322",132,13
29565064,"40.73432,-73.99686",112,15
29565377,"40.7218,-73.94085",15,6
29566272,"40.69786,-73.93125",19,5
29567252,"40.74322,-73.91989",31,15
29567482,"40.67022,-73.9914",29,3
29567488,"40.71653,-73.94618",46,8
29568068,"40.70486,-74.01546",74,15
29570523,"40.72292,-73.81635",2,3
29570887,"40.68652,-73.95412",19,4
29570920,"40.7068,-73.94439",11,6
29573034,"40.68911,-73.86922",3,1
29575293,"40.69663,-73.91226",58,5
29576256,"40.6781,-73.91163",3,6
29582742,"40.68638,-73.97378",39,8
29583389,"40.70516,-73.94423",7,8
29584099,"40.74257,-73.97948",151,5
29584789,"40.76975,-73.9524",59,6
29584983,"40.70803,-73.95475",26,17
29585263,"40.68562,-73.94921",11,5
29585526,"40.6928,-73.94525",4,8
29585551,"40.68581,-73.91176",9,4
29586573,"40.68804,-73.92279",7,3
29587811,"40.71526,-73.94987",72,10
29588060,"40.7826,-73.98006",70,5
29588371,"40.75503,-73.97131",110,8
29588528,"40.67717,-73.91161",3,6
29588587,"40.67805,-73.91071",3,6
29588640,"40.67783,-73.91109",3,6
29589341,"40.77063,-73.95819",93,1
29590847,"40.69031,-73.95855",24,7
29591004,"40.84427,-73.94216",7,6
29591011,"40.71518,-73.93982",29,2
29591891,"40.8084,-73.94439",24,8
29592296,"40.74749,-73.98816",198,6
29592523,"40.79306,-73.9676",56,7
29592768,"40.77362,-73.91947",15,9
29594425,"40.71808,-73.95859",89,12
29595432,"40.66192,-73.94668",1,2
29596175,"40.7156,-73.95233",71,13
29604741,"40.77873,-73.97845",58,6
29605492,"40.69615,-73.99682",24,9
29605532,"40.6512,-73.95908",3,6
29605631,"40.74361,-73.90758",19,8
29606105,"40.63677,-73.89416",0,1
29607688,"40.73753,-73.92233",10,2
29609190,"40.77807,-73.95003",97,3
29609668,"40.63784,-73.89406",0,1
29609716,"40.6363,-73.95168",1,2
29609786,"40.6345,-73.9519",1,3
29610113,"40.67791,-73.90662",4,3
29610311,"40.67954,-73.93276",14,6
29610605,"40.67854,-73.93204",7,6
29610742,"40.72455,-73.9783",44,14
29610930,"40.67992,-73.93244",14,5
29611037,"40.79487,-73.96304",21,4
29611144,"40.75389,-73.99518",125,7
29611279,"40.72498,-74.00262",135,19
29611826,"40.74919,-74.00377",37,6
29612248,"40.68624,-73.9515",13,6
29612338,"40.69487,-73.95583",11,5
29612355,"40.70218,-73.93034",39,5
29612907,"40.7188,-73.94417",32,10
29613115,"40.65234,-73.95145",1,4
29613339,"40.7118,-74.01678",34,22
29613451,"40.67921,-73.93975",19,7
29614352,"40.76186,-73.98851",224,6
29614580,"40.87831,-73.86511",1,4
29615968,"40.74881,-73.93885",31,9
29616041,"40.80431,-73.96512",49,12
29617415,"40.81798,-73.94157",13,7
29621716,"40.65931,-73.95371",4,1
29621786,"40.85961,-73.92911",4,6
29623888,"40.77664,-73.95749",95,1
29624337,"40.71018,-73.94671",42,5
29625454,"40.68636,-73.91711",13,2
29625962,"40.72766,-73.97715",25,14
29626157,"40.66827,-73.98205",56,2
29626161,"40.80441,-73.96352",50,15
29626345,"40.6817,-73.95204",17,3
29626682,"40.8042,-73.96491",49,12
29627988,"40.78918,-73.94787",38,11
29628181,"40.76289,-73.99487",81,6
29628380,"40.61954,-73.91133",1,5
29628681,"40.7631,-73.95866",37,8
29628693,"40.71787,-73.99461",282,21
29628834,"40.76279,-73.97494",109,5
29628979,"40.67955,-73.98435",43,4
29629048,"40.72683,-73.97993",89,14
29629244,"40.67983,-73.98408",43,5
29629370,"40.69319,-73.98226",26,7
29629465,"40.70308,-73.94893",5,9
29629527,"40.68612,-73.98988",73,4
29629819,"40.69194,-73.96426",27,6
29629862,"40.72243,-74.00027",159,12
29629878,"40.68193,-73.91252",6,7
29630056,"40.64767,-73.96236",3,2
29630099,"40.68691,-73.99818",57,2
29630190,"40.68602,-73.99023",71,5
29630309,"40.7258,-73.87071",5,2
29630553,"40.71521,-73.94473",50,6
29630728,"40.75024,-73.99686",95,6
29630759,"40.64749,-73.99646",9,2
29630879,"40.75918,-73.93299",17,3
29630907,"40.71454,-73.98782",95,27
29631258,"40.68522,-73.93711",11,3
29631302,"40.76381,-73.9919",127,6
29631369,"40.71258,-73.94307",29,3
29631667,"40.67306,-73.95509",40,1
29631729,"40.71131,-73.95669",67,23
29631765,"40.71301,-73.94846",55,7
29632401,"40.64841,-73.94516",0,0
29632875,"40.71867,-73.95162",49,15
29633187,"40.673,-73.79552",1,1
29633588,"40.69383,-73.95268",10,9
29635253,"40.7221,-73.90223",8,8
29635732,"40.62743,-74.12261",1,2
29636554,"40.71924,-73.98507",121,22
29640481,"40.75983,-73.99064",212,4
29644544,"40.83414,-73.94565",4,5
29645650,"40.69071,-73.94478",3,7
29646041,"40.68639,-73.86088",0,3
29646391,"40.67223,-73.93027",3,2
29646454,"40.76416,-73.91321",54,2
29647523,"40.73355,-73.85856",18,7
29648013,"40.73291,-73.95989",21,5
29648368,"40.71205,-73.95838",67,24
29648584,"40.64243,-73.98049",7,2
29649727,"40.71859,-73.9958",254,18
29650402,"40.66354,-73.95507",8,2
29651529,"40.72399,-73.98261",114,12
29652130,"40.68005,-73.93256",15,5
29652274,"40.72306,-74.00006",160,13
29652347,"40.67974,-73.93134",12,6
29652490,"40.67937,-73.93262",14,6
29652691,"40.67817,-73.93198",6,5
29652878,"40.67784,-73.93236",5,5
29653011,"40.67775,-73.93201",5,5
29653137,"40.67801,-73.93142",5,5
29653294,"40.75023,-73.87896",22,11
29653333,"40.82773,-73.92308",6,10
29653480,"40.74293,-73.87908",29,7
29653774,"40.67931,-73.93212",13,6
29653847,"40.66235,-73.94619",1,1
29654002,"40.79112,-73.93606",13,6
29654013,"40.67862,-73.93227",7,6
29654321,"40.71922,-73.94258",27,9
29654969,"40.69956,-73.90752",60,2
29655150,"40.71555,-73.98949",143,22
29655330,"40.76562,-73.98233",160,5
29655436,"40.71797,-73.95441",89,15
29656082,"40.71435,-73.96292",88,11
29656826,"40.71131,-73.94156",25,3
29656859,"40.69441,-73.78954",2,3
29657375,"40.71304,-73.96238",83,19
29657991,"40.66036,-73.98494",23,4
29658517,"40.79896,-73.96183",41,10
29659322,"40.69574,-73.93364",13,9
29659447,"40.76332,-73.92478",64,1
29660984,"40.56028,-74.10678",0,2
29661457,"40.70177,-73.89797",44,2
29661817,"40.71434,-73.98641",74,25
29661866,"40.72434,-73.98018",78,13
29662087,"40.79896,-73.96027",33,10
29662414,"40.71121,-73.95028",56,11
29662606,"40.76158,-73.99175",164,4
29670957,"40.72197,-74.00401",103,12
29672090,"40.71415,-73.99255",180,27
29674137,"40.75565,-73.9634",45,11
29674246,"40.71756,-74.01659",9,20
29674265,"40.68424,-73.96661",31,5
29674661,"40.70572,-73.93387",28,3
29674710,"40.74595,-73.98509",213,5
29674940,"40.86923,-73.86275",5,4
29675374,"40.79793,-73.94334",22,4
29675631,"40.71217,-73.95888",69,22
29676028,"40.71431,-73.99275",188,28
29676417,"40.74319,-73.98074",181,4
29676867,"40.68277,-73.92012",9,6
29677326,"40.69161,-73.76326",0,1
29678364,"40.7409,-73.87738",25,6
29678746,"40.7662,-73.94676",5,7
29678787,"40.71309,-73.96331",76,15
29679067,"40.73841,-73.87751",35,8
29679464,"40.64335,-74.02255",3,3
29679677,"40.71823,-73.96141",85,10
29680105,"40.82723,-73.94217",11,10
29680716,"40.74376,-73.98355",206,4
29681004,"40.73513,-74.0063",92,19
29682189,"40.70758,-73.94134",14,4
29682577,"40.74085,-73.87682",24,6
29683262,"40.79018,-73.94014",22,8
29683293,"40.68983,-73.86905",3,1
29683957,"40.719,-73.96419",44,6
